=====  ADT-Version 8.1.4 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2015JUL11 144500  2.0 1009.0  30.0  2.0 2.0 2.0  none  OFF  OFF  -47.96 -59.10  CRVBND   NA   NA    13.18   98.86  FCST   GOES13 31.6 
2015JUL11 151500  2.1 1009.0  31.0  2.1 2.2 2.7  0.2Thour OFF  OFF  -46.26 -57.22  CRVBND   NA   NA    13.22   98.94  FCST   GOES13 31.7 
2015JUL11 154500  2.1 1010.0  31.0  2.1 2.2 2.6  0.2Thour OFF  OFF  -48.56 -54.64  CRVBND   NA   NA    13.27   99.03  FCST   GOES13 31.8 
2015JUL11 161500  2.2 1009.5  32.0  2.2 2.4 2.6  0.2Thour OFF  OFF  -48.56 -51.64  CRVBND   NA   NA    13.31   99.12  FCST   GOES13 31.9 
2015JUL11 164500  2.2 1009.5  32.0  2.2 2.4 2.5  0.2Thour OFF  OFF  -37.56 -48.64  CRVBND   NA   NA    13.37   99.24  FCST   GOES13 32.0 
2015JUL11 171500  2.3 1008.9  33.0  2.3 2.6 2.6  none  OFF  OFF  -24.16 -47.10  CRVBND   NA   NA    13.41   99.33  FCST   GOES13 32.2 
2015JUL11 174500  2.3 1008.9  33.0  2.3 2.6 2.9  0.2Thour OFF  OFF  -19.36 -44.15  CRVBND   NA   NA    13.45   99.42  FCST   GOES13 32.3 
2015JUL11 181500  2.4 1008.3  34.0  2.4 2.8 2.8  none  OFF  OFF   -7.86 -42.71  CRVBND   NA   NA    13.50   99.52  FCST   GOES13 32.4 
2015JUL11 184500  2.5 1007.7  35.0  2.5 2.7 2.7  none  OFF  OFF  -14.46 -43.13  CRVBND   NA   NA    13.54   99.61  FCST   GOES13 32.5 
2015JUL11 191500  2.5 1007.7  35.0  2.5 2.6 2.6  none  OFF  OFF  -20.66 -43.22  CRVBND   NA   NA    13.58   99.70  FCST   GOES13 32.6 
2015JUL11 194500  2.6 1006.5  37.0  2.6 2.7 2.7  none  OFF  OFF   -7.16 -41.18  CRVBND   NA   NA    13.62   99.80  FCST   GOES13 32.7 
2015JUL11 201500  2.6 1006.5  37.0  2.6 2.7 2.7  none  OFF  OFF   -5.46 -38.27  CRVBND   NA   NA    13.66   99.89  FCST   GOES13 32.8 
2015JUL11 204500  2.6 1006.5  37.0  2.6 2.5 2.3  0.2Thour OFF  OFF  -30.26 -37.50  CRVBND   NA   NA    13.71   99.99  FCST   GOES13 33.0 
2015JUL11 211500  2.6 1006.5  37.0  2.6 2.8 3.2  0.7T6hr  OFF  OFF  -27.06 -37.71  CRVBND   NA   NA    13.75  100.08  FCST   GOES13 33.1 
2015JUL11 214500  2.6 1006.5  37.0  2.6 2.8 3.3  0.7T6hr  OFF  OFF  -34.76 -37.26  CRVBND   NA   NA    13.79  100.18  FCST   GOES13 33.2 
2015JUL11 221500  2.6 1006.4  37.0  2.6 2.3 2.3  none  OFF  OFF  -42.16 -37.16  CRVBND   NA   NA    13.84  100.27  FCST   GOES13 33.3 
2015JUL11 224500  2.6 1006.4  37.0  2.6 2.7 2.7  none  OFF  OFF  -29.56 -43.91  CRVBND   NA   NA    13.87   99.83  FCST   GOES13 32.9 
2015JUL11 231500  2.6 1006.4  37.0  2.6 2.7 2.7  none  OFF  OFF  -34.46 -45.97  CRVBND   NA   NA    13.91   99.91  FCST   GOES13 33.0 
2015JUL11 234500  2.6 1006.4  37.0  2.6 2.7 2.7  none  OFF  OFF  -37.86 -49.65  CRVBND   NA   NA    13.95   99.96  FCST   GOES13 33.1 
2015JUL12 001500  2.6 1006.3  37.0  2.6 2.6 2.6  none  OFF  OFF  -35.66 -51.73  CRVBND   NA   NA    14.00  100.07  FCST   GOES13 33.2 
2015JUL12 004500  2.6 1006.3  37.0  2.6 2.7 2.7  none  OFF  OFF  -28.46 -53.79  CRVBND   NA   NA    14.04  100.15  FCST   GOES13 33.3 
2015JUL12 011500  2.7 1005.1  39.0  2.7 2.9 2.9  none  OFF  OFF  -32.86 -55.87  CRVBND   NA   NA    14.09  100.24  FCST   GOES13 33.4 
2015JUL12 014500  2.7 1005.1  39.0  2.7 3.1 3.3  0.5Thour OFF  OFF  -45.16 -54.10  CRVBND   NA   NA    14.13  100.32  FCST   GOES13 33.5 
