=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2019JUL31 113000  4.3  985.0  72.2  4.3 4.3 4.3  none  OFF  OFF  -79.36 -79.25  UNIFRM   NA    5.1   13.27  124.39  FCST   GOES15 16.1 
2019JUL31 120000  4.4  983.3  74.6  4.4 4.7 4.7  none  OFF  OFF  -75.06 -79.60  EMBC     NA    5.1   13.30  124.50  FCST   GOES15 16.1 
2019JUL31 123000  4.4  983.2  74.6  4.4 4.3 4.3  none  OFF  OFF  -79.36 -79.31  UNIFRM   NA    5.1   13.33  124.61  FCST   GOES15 16.1 
2019JUL31 130000  4.4  983.2  74.6  4.4 4.3 4.3  none  OFF  OFF  -79.36 -79.53  UNIFRM   NA    1.8   13.36  124.71  FCST   GOES15 16.1 
2019JUL31 133000  4.4  983.2  74.6  4.4 4.3 4.3  none  OFF  OFF  -79.36 -78.98  UNIFRM   NA    1.8   13.40  124.82  FCST   GOES15 16.1 
2019JUL31 140000  4.4  983.2  74.6  4.3 4.2 4.2  none   ON  OFF  -77.66 -77.28  UNIFRM   NA    4.2   13.43  124.92  FCST   GOES15 16.1 
2019JUL31 143000  4.4  983.2  74.6  4.3 4.1 4.1  none   ON  OFF  -74.56 -74.82  UNIFRM   NA    4.2   13.46  125.03  FCST   GOES15 16.1 
2019JUL31 150000  4.4  983.2  74.6  4.2 4.1 4.1  none   ON  OFF  -70.26 -71.38  UNIFRM   NA    4.2   13.49  125.14  FCST   GOES15 16.2 
2019JUL31 153000  4.4  981.9  74.6  4.1 3.8 2.5  0.5Thour  ON  FLG  -46.36 -43.84  RCDO   NA    2.5   13.95  125.87  FCST   GOES15 16.5 
2019JUL31 160000  4.4  981.9  74.6  4.0 3.7 2.5  0.5Thour  ON  FLG  -39.46 -38.92  RCDO   NA    2.5   14.00  126.00  FCST   GOES15 16.6 
2019JUL31 163000  4.4  981.9  74.6  3.9 3.6 2.3  0.7T6hr   ON  FLG  -29.76 -35.55  CRVBND   NA    2.5   14.03  126.11  FCST   GOES15 16.6 
2019JUL31 170000  4.4  981.9  74.6  3.8 3.6 2.3  0.7T6hr   ON  FLG  -23.56 -31.43  CRVBND   NA    2.5   14.07  126.22  FCST   GOES15 16.6 
2019JUL31 173000  4.4  981.9  74.6  3.7 3.6 2.0  0.7T6hr   ON  FLG  -23.96 -28.49  CRVBND   NA    2.5   14.10  126.32  FCST   GOES15 16.6 
2019JUL31 180000  4.4  981.9  74.6  3.7 3.7 2.0  0.7T6hr   ON  FLG  -15.86 -26.52  CRVBND   NA    2.5   14.13  126.43  FCST   GOES15 16.7 
2019JUL31 183000  4.4  981.8  74.6  3.6 3.7 2.3  0.7T6hr   ON  FLG   -2.06 -26.20  CRVBND   NA    2.5   14.17  126.54  FCST   GOES15 16.7 
2019JUL31 190000  4.4  981.8  74.6  3.6 3.7 2.3  0.7T6hr   ON  FLG   -3.86 -25.92  CRVBND   NA    2.5   14.20  126.65  FCST   GOES15 16.7 
2019JUL31 193000  4.4  981.8  74.6  3.6 3.7 2.3  0.7T6hr   ON  FLG   -7.36 -25.37  CRVBND   NA    2.5   14.23  126.75  FCST   GOES15 16.7 
2019JUL31 200000  4.3  983.5  72.2  3.6 3.6 2.1  0.7T6hr   ON  FLG  -10.16 -25.60  CRVBND   NA    2.5   14.26  126.86  FCST   GOES15 16.8 
2019JUL31 213000  4.1  986.8  67.4  3.6 3.4 2.5  0.7T6hr   ON  OFF  -24.76 -37.83  CRVBND   NA    2.5   14.35  127.17  FCST   GOES15 16.8 
2019JUL31 220000  4.0  988.4  65.0  3.5 3.3 2.6  0.7T6hr   ON  OFF  -39.46 -42.82  CRVBND   NA    2.5   14.38  127.28  FCST   GOES15 16.9 
2019JUL31 223000  3.9  989.9  63.0  3.4 3.2 2.6  0.7T6hr   ON  FLG  -72.56 -39.14  RCDO   NA    2.5   14.09  127.65  FCST   GOES15 16.5 
2019JUL31 230000  3.8  991.1  61.0  3.3 3.1 2.6  0.7T6hr   ON  FLG  -31.86 -48.01  CRVBND   NA    2.5   14.44  127.49  FCST   GOES15 16.9 
2019JUL31 233000  3.7  992.4  59.0  3.2 3.0 2.8  0.7T6hr   ON  FLG  -44.46 -50.78  CRVBND   NA    2.5   14.47  127.59  FCST   GOES15 17.0 
2019AUG01 000000  3.7  992.4  59.0  3.1 3.0 3.0  none   ON  FLG  -52.06 -52.71  CRVBND   NA    2.5   14.50  127.70  FCST   GOES15 17.0 
2019AUG01 003000  3.6  993.7  57.0  3.1 3.2 3.2  none   ON  FLG  -63.46 -53.95  RCDO   NA    2.5   14.53  127.81  FCST   GOES15 17.0 
2019AUG01 010000  3.6  993.7  57.0  3.1 2.9 2.9  none   ON  FLG  -63.86 -54.93  UNIFRM   NA    2.5   14.56  127.91  FCST   GOES15 17.1 
2019AUG01 013000  3.6  993.7  57.0  3.0 2.9 2.9  none   ON  FLG  -64.66 -54.69  UNIFRM   NA    2.5   14.59  128.02  FCST   GOES15 17.1 
2019AUG01 020000  3.6  993.7  57.0  3.0 3.0 3.0  none   ON  FLG  -64.26 -56.87  UNIFRM   NA    2.5   14.62  128.12  FCST   GOES15 17.1 
2019AUG01 023000  3.6  993.9  57.0  3.0 3.1 3.1  none   ON  FLG  -55.26 -55.32  UNIFRM   NA    2.5   14.20  128.70  FCST   GOES15 16.7 
2019AUG01 030000  3.6  993.8  57.0  3.0 3.1 3.1  none   ON  OFF  -55.56 -56.04  UNIFRM   NA    2.5   14.22  128.83  FCST   GOES15 16.7 
2019AUG01 033000  3.6  993.8  57.0  3.0 3.1 3.1  none   ON  OFF  -53.26 -55.43  UNIFRM   NA    2.5   14.24  128.95  FCST   GOES15 16.7 
2019AUG01 040000  3.5  995.1  55.0  3.0 3.1 3.1  none   ON  OFF  -46.06 -55.29  UNIFRM   NA    2.5   14.26  129.07  FCST   GOES15 16.8 
2019AUG01 043000  3.4  996.4  53.0  3.0 3.1 3.1  none   ON  OFF  -41.56 -54.70  UNIFRM   NA    2.5   14.29  129.19  FCST   GOES15 16.8 
2019AUG01 050000  3.3  997.7  51.0  3.0 3.0 3.0  none   ON  OFF  -54.86 -53.12  UNIFRM   NA    2.5   14.31  129.31  FCST   GOES15 16.8 
2019AUG01 053000  3.2  998.9  49.0  3.0 3.0 3.0  none   ON  OFF  -65.96 -53.40  UNIFRM   NA    2.5   14.34  129.43  FCST   GOES15 16.9 
2019AUG01 060000  3.1 1000.1  47.0  3.1 3.3 3.3  none   ON  OFF  -63.16 -57.85  UNIFRM   NA    2.5   14.36  129.55  FCST   GOES15 16.9 
2019AUG01 063000  3.1 1000.1  47.0  3.1 3.5 3.5  none  OFF  OFF  -62.36 -57.75  UNIFRM   NA    2.5   14.39  129.67  FCST   GOES15 17.0 
2019AUG01 070000  3.2  998.9  49.0  3.2 3.6 3.7  0.5Thour OFF  OFF  -56.96 -56.40  UNIFRM   NA    2.5   14.42  129.79  FCST   GOES15 17.0 
2019AUG01 073000  3.3  997.6  51.0  3.3 3.6 3.7  0.5Thour OFF  OFF  -52.66 -55.45  UNIFRM   NA    2.5   14.44  129.91  FCST   GOES15 17.1 
2019AUG01 080000  3.4  996.3  53.0  3.4 3.6 3.6  none  OFF  OFF  -35.56 -53.84  UNIFRM   NA    2.5   14.47  130.03  FCST   GOES15 17.1 
2019AUG01 083000  3.4  995.8  53.0  3.4 3.8 4.7  0.5Thour OFF  OFF   -9.46 -51.02  EYE    -99    2.5   14.69  130.12  FCST   GOES15 17.4 
2019AUG01 090000  3.4  995.8  53.0  3.4 2.9 2.7  0.5Thour OFF  OFF  -13.36 -51.12  CRVBND   NA    2.5   14.73  130.25  FCST   GOES15 17.5 
2019AUG01 093000  3.4  995.8  53.0  3.4 2.9 2.7  0.5Thour OFF  OFF   -3.56 -50.51  CRVBND   NA    2.5   14.77  130.38  FCST   GOES15 17.5 
2019AUG01 100000  3.4  995.8  53.0  3.3 2.9 2.8  0.5Thour  ON  OFF  -58.66 -51.32  UNIFRM   NA    2.5   14.80  130.50  FCST   GOES15 17.6 
2019AUG01 103000  3.4  995.7  53.0  3.2 3.2 3.2  none   ON  OFF  -67.56 -53.06  RCDO   NA    2.5   14.83  130.62  FCST   GOES15 17.6 
2019AUG01 110000  3.4  995.7  53.0  3.2 3.1 3.1  none   ON  FLG  -65.46 -56.25  UNIFRM   NA    2.5   14.87  130.75  FCST   GOES15 17.7 
2019AUG01 113000  3.4  995.7  53.0  3.1 3.2 3.2  none   ON  OFF  -67.56 -57.16  UNIFRM   NA    2.5   14.90  130.88  FCST   GOES15 17.8 
2019AUG01 120000  3.4  995.7  53.0  3.0 3.2 3.2  none   ON  FLG  -66.36 -58.91  UNIFRM   NA    1.5   14.93  131.00  FCST   GOES15 17.8 
2019AUG01 123000  3.4  995.7  53.0  3.1 3.3 3.3  none   ON  FLG  -63.46 -59.48  UNIFRM   NA    1.5   14.97  131.12  FCST   GOES15 17.9 
2019AUG01 130000  3.4  995.7  53.0  3.2 3.2 3.2  none   ON  OFF  -70.26 -59.52  UNIFRM   NA    1.5   15.00  131.25  FCST   GOES15 18.0 
2019AUG01 133000  3.4  995.7  53.0  3.2 3.3 3.3  none   ON  OFF  -67.56 -61.22  UNIFRM   NA    1.5   15.03  131.38  FCST   GOES15 18.0 
2019AUG01 140000  3.4  995.7  53.0  3.2 3.7 3.7  none   ON  OFF  -63.46 -66.00  UNIFRM   NA    1.5   15.01  131.40  FCST   GOES15 18.0 
2019AUG01 143000  3.4  995.7  53.0  3.4 3.7 3.7  none  OFF  OFF  -64.66 -67.12  UNIFRM   NA    1.5   15.03  131.52  FCST   GOES15 18.1 
2019AUG01 150000  3.4  995.6  53.0  3.4 3.7 4.0  0.5Thour OFF  OFF  -65.06 -67.91  UNIFRM   NA    1.5   15.06  131.64  FCST   GOES15 18.1 
2019AUG01 153000  3.5  994.4  55.0  3.5 3.9 3.9  none  OFF  OFF  -64.26 -66.45  UNIFRM   NA    1.5   15.07  131.78  FCST   GOES15 18.2 
2019AUG01 160000  3.6  993.2  57.0  3.6 3.9 3.9  none  OFF  OFF  -67.56 -64.87  UNIFRM   NA    1.5   15.10  131.90  FCST   GOES15 18.3 
2019AUG01 163000  3.7  991.9  59.0  3.7 3.8 3.8  none  OFF  OFF  -62.36 -62.93  UNIFRM   NA    1.5   15.13  132.02  FCST   GOES15 18.3 
2019AUG01 170000  3.7  991.9  59.0  3.7 3.8 3.8  none  OFF  OFF  -54.86 -61.24  EMBC     NA    1.5   15.16  132.15  FCST   GOES15 18.4 
2019AUG01 173000  3.7  991.9  59.0  3.7 3.7 3.7  none  OFF  OFF  -39.96 -59.54  UNIFRM   NA    1.5   15.19  132.27  FCST   GOES15 18.5 
2019AUG01 180000  3.7  991.9  59.0  3.7 3.5 3.5  none  OFF  OFF  -43.36 -57.30  UNIFRM   NA    1.5   15.22  132.40  FCST   GOES15 18.5 
2019AUG01 183000  3.7  991.9  59.0  3.7 3.3 3.3  none  OFF  OFF  -44.76 -56.37  UNIFRM   NA    1.5   15.25  132.52  FCST   GOES15 18.6 
2019AUG01 190000  3.7  991.9  59.0  3.6 3.2 3.1  0.5Thour  ON  OFF  -52.06 -55.69  UNIFRM   NA    1.5   15.28  132.65  FCST   GOES15 18.7 
2019AUG01 193000  3.7  991.9  59.0  3.5 3.2 3.1  0.5Thour  ON  FLG  -56.56 -56.78  UNIFRM   NA    1.5   15.31  132.77  FCST   GOES15 18.8 
2019AUG01 203000  3.7  991.8  59.0  3.3 3.2 3.2  none   ON  FLG  -60.06 -59.06  UNIFRM   NA    1.5   15.37  133.02  FCST   GOES15 18.9 
2019AUG01 210000  3.7  991.8  59.0  3.2 3.3 3.3  none   ON  FLG  -62.36 -59.39  UNIFRM   NA    1.5   15.41  133.15  FCST   GOES15 19.0 
2019AUG01 213000  3.7  991.8  59.0  3.2 3.4 3.4  none   ON  FLG  -60.86 -58.45  UNIFRM   NA    1.5   15.44  133.27  FCST   GOES15 19.1 
2019AUG01 220000  3.7  991.8  59.0  3.3 3.5 3.5  none   ON  FLG  -59.06 -57.87  UNIFRM   NA    2.9   15.47  133.40  FCST   GOES15 19.2 
2019AUG01 223000  3.7  991.8  59.0  3.3 3.5 3.5  none   ON  OFF  -57.56 -57.18  UNIFRM   NA    2.9   15.50  133.52  FCST   GOES15 19.2 
2019AUG01 230000  3.7  991.8  59.0  3.4 3.5 3.5  none   ON  OFF  -58.66 -56.53  UNIFRM   NA    2.9   15.54  133.65  FCST   GOES15 19.3 
2019AUG01 233000  3.7  991.8  59.0  3.4 3.4 3.4  none   ON  OFF  -54.56 -57.08  UNIFRM   NA    2.9   15.57  133.77  FCST   GOES15 19.4 
2019AUG02 000000  3.7  991.7  59.0  3.4 3.4 3.4  none   ON  OFF  -58.26 -58.86  UNIFRM   NA    2.9   15.60  133.90  FCST   GOES15 19.5 
2019AUG02 003000  3.7  991.7  59.0  3.4 3.4 3.4  none   ON  OFF  -60.86 -59.95  UNIFRM   NA    2.9   15.63  134.03  FCST   GOES15 19.6 
2019AUG02 010000  3.6  993.0  57.0  3.4 3.4 3.4  none   ON  OFF  -64.66 -61.74  UNIFRM   NA    2.9   15.66  134.15  FCST   GOES15 19.7 
2019AUG02 013000  3.5  994.2  55.0  3.4 3.5 3.5  none   ON  OFF  -64.66 -63.40  UNIFRM   NA    2.9   15.70  134.28  FCST   GOES15 19.8 
2019AUG02 020000  3.4  995.4  53.0  3.4 3.6 3.6  none   ON  OFF  -65.06 -63.76  UNIFRM   NA    7.9   15.73  134.40  FCST   GOES15 19.8 
2019AUG02 023000  3.4  995.4  53.0  3.4 3.6 3.6  none  OFF  OFF  -67.56 -65.12  UNIFRM   NA    7.9   16.32  134.69  FCST   GOES15 20.6 
2019AUG02 030000  3.5  994.1  55.0  3.5 3.6 3.6  none  OFF  OFF  -65.46 -63.46  UNIFRM   NA    7.9   16.34  134.83  FCST   GOES15 20.7 
2019AUG02 033000  3.5  994.1  55.0  3.5 3.5 3.5  none  OFF  OFF  -60.86 -62.00  UNIFRM   NA    7.9   16.37  134.96  FCST   GOES15 20.8 
2019AUG02 040000  3.5  994.1  55.0  3.5 3.4 3.4  none  OFF  OFF  -55.26 -60.65  UNIFRM   NA    2.3   16.40  135.10  FCST   GOES15 20.9 
2019AUG02 043000  3.5  994.1  55.0  3.5 3.3 3.3  none  OFF  OFF  -68.86 -59.19  UNIFRM   NA    2.3   16.43  135.23  FCST   GOES15 21.0 
2019AUG02 050000  3.5  994.1  55.0  3.4 3.2 3.2  none   ON  OFF  -67.56 -57.82  UNIFRM   NA    2.3   16.46  135.37  FCST   GOES15 21.1 
2019AUG02 053000  3.5  994.1  55.0  3.3 3.2 3.2  none   ON  OFF  -63.16 -56.74  UNIFRM   NA    2.3   16.49  135.50  FCST   GOES15 21.2 
2019AUG02 060000  3.5  994.0  55.0  3.3 3.2 3.2  none   ON  OFF  -58.66 -56.56  UNIFRM   NA    2.3   16.52  135.64  FCST   GOES15 21.3 
2019AUG02 093000  3.5  993.9  55.0  3.2 3.2 3.2  none   ON  OFF  -63.16 -61.43  UNIFRM   NA    2.3   16.74  136.55  FCST   GOES15 21.9 
2019AUG02 100000  3.5  993.9  55.0  3.4 3.6 3.6  none   ON  OFF  -68.46 -65.49  UNIFRM   NA    2.3   16.80  136.60  FCST   GOES15 22.0 
2019AUG02 103000  3.5  993.9  55.0  3.4 3.6 3.6  none   ON  OFF  -68.86 -66.30  UNIFRM   NA    2.3   16.82  136.73  FCST   GOES15 22.1 
2019AUG02 110000  3.5  993.9  55.0  3.5 3.7 3.7  none  OFF  OFF  -71.66 -66.71  UNIFRM   NA    2.3   16.85  136.86  FCST   GOES15 22.2 
2019AUG02 113000  3.5  993.9  55.0  3.5 3.7 3.7  none  OFF  OFF  -70.26 -66.83  UNIFRM   NA    2.3   16.87  136.99  FCST   GOES15 22.3 
2019AUG02 120000  3.5  993.9  55.0  3.5 3.7 3.7  none  OFF  OFF  -70.66 -68.69  UNIFRM   NA    2.3   16.90  137.12  FCST   GOES15 22.4 
2019AUG02 123000  3.5  993.8  55.0  3.5 3.6 3.6  none  OFF  OFF  -70.26 -68.53  UNIFRM   NA    2.3   16.92  137.25  FCST   GOES15 22.5 
2019AUG02 130000  3.6  992.5  57.0  3.6 3.7 3.7  none  OFF  OFF  -71.16 -68.83  UNIFRM   NA    2.3   16.95  137.38  FCST   GOES15 22.6 
2019AUG02 133000  3.6  992.5  57.0  3.6 3.8 3.8  none  OFF  OFF  -69.36 -67.30  UNIFRM   NA    2.3   16.97  137.51  FCST   GOES15 22.7 
2019AUG02 140000  3.7  991.2  59.0  3.7 3.8 3.8  none  OFF  OFF  -65.46 -65.21  UNIFRM   NA    2.3   17.00  137.64  FCST   GOES15 22.8 
2019AUG02 143000  3.7  991.2  59.0  3.7 3.7 3.7  none  OFF  OFF  -59.76 -62.84  EMBC     NA    2.3   17.02  137.78  FCST   GOES15 22.9 
2019AUG02 150000  3.7  991.2  59.0  3.7 3.7 3.7  none  OFF  OFF  -55.86 -59.44  UNIFRM   NA    8.3   17.05  137.91  FCST   GOES15 23.0 
2019AUG02 153000  3.7  991.2  59.0  3.7 3.6 3.6  none  OFF  OFF  -42.06 -56.59  UNIFRM   NA    8.3   17.07  137.97  FCST   GOES15 23.0 
2019AUG02 160000  3.7  991.1  59.0  3.7 3.6 3.6  none  OFF  OFF  -28.66 -54.59  UNIFRM   NA    8.3   17.10  138.10  FCST   GOES15 23.1 
2019AUG02 163000  3.7  991.1  59.0  3.6 3.6 3.6  none   ON  OFF  -24.36 -52.18  UNIFRM   NA    8.6   17.13  138.23  FCST   GOES15 23.2 
2019AUG02 170000  3.7  991.1  59.0  3.6 3.2 2.0  0.5Thour  ON  OFF  -27.16 -50.02  CRVBND   NA    8.6   17.16  138.35  FCST   GOES15 23.3 
2019AUG02 173000  3.7  991.1  59.0  3.5 3.1 2.1  0.5Thour  ON  FLG  -31.86 -47.69  CRVBND   NA    8.6   17.19  138.48  FCST   GOES15 23.5 
2019AUG02 180000  3.7  991.1  59.0  3.4 3.1 2.9  0.5Thour  ON  FLG  -29.26 -45.19  CRVBND   NA    8.6   17.22  138.60  FCST   GOES15 23.6 
2019AUG02 183000  3.7  991.1  59.0  3.3 3.0 2.3  0.5Thour  ON  FLG  -32.56 -43.32  CRVBND   NA    8.6   17.25  138.73  FCST   GOES15 23.7 
2019AUG02 190000  3.7  991.1  59.0  3.2 2.9 2.1  0.5Thour  ON  FLG  -34.36 -41.16  CRVBND   NA    8.6   17.28  138.86  FCST   GOES15 23.8 
2019AUG02 193000  3.7  991.0  59.0  3.1 2.9 2.7  0.7T6hr   ON  FLG  -46.66 -39.37  UNIFRM   NA    8.6   17.31  138.98  FCST   GOES15 23.9 
2019AUG02 200000  3.7  991.0  59.0  3.0 3.0 2.9  0.7T6hr   ON  FLG  -52.66 -37.96  RCDO   NA    8.6   17.34  139.11  FCST   GOES15 24.0 
2019AUG02 203000  3.7  991.0  59.0  3.0 3.0 2.8  0.7T6hr   ON  FLG  -47.76 -34.93  RCDO   NA    8.6   17.37  139.23  FCST   GOES15 24.1 
2019AUG02 210000  3.7  991.0  59.0  2.9 3.0 2.8  0.7T6hr   ON  FLG  -42.56 -36.53  RCDO   NA    8.6   17.41  139.36  FCST   GOES15 24.2 
2019AUG02 213000  3.7  994.0  59.0  2.9 3.0 2.7  0.7T6hr   ON  FLG  -34.86 -33.50  RCDO   NA    8.6   17.47  139.68  FCST   GOES15 24.5 
2019AUG02 220000  3.7  994.0  59.0  2.9 3.0 2.8  0.7T6hr   ON  FLG  -28.86 -33.47  CRVBND   NA    8.6   17.50  139.80  FCST   GOES15 24.6 
2019AUG02 223000  3.6  995.3  57.0  2.9 2.9 2.6  0.7T6hr   ON  FLG  -21.96 -33.14  CRVBND   NA    8.6   17.53  139.92  FCST   GOES15 24.7 
2019AUG02 230000  3.6  995.2  57.0  2.9 2.9 2.2  0.7T6hr   ON  OFF    3.84 -33.69  CRVBND   NA    6.2   17.56  140.04  FCST   GOES15 24.8 
2019AUG02 233000  3.5  996.5  55.0  2.9 2.8 2.0  0.7T6hr   ON  OFF   -5.56 -33.48  CRVBND   NA    6.2   17.59  140.17  FCST   GOES15 24.9 
2019AUG03 000000  3.4  997.8  53.0  2.9 2.7 2.3  0.7T6hr   ON  OFF   -5.76 -32.84  CRVBND   NA    6.2   17.62  140.29  FCST   GOES15 25.0 
2019AUG03 003000  3.3  999.1  51.0  2.8 2.6 2.1  0.7T6hr   ON  OFF   -3.46 -31.57  CRVBND   NA    6.2   17.65  140.41  FCST   GOES15 25.1 
2019AUG03 010000  3.2 1000.3  49.0  2.7 2.5 2.3  0.7T6hr   ON  FLG  -18.76 -30.03  CRVBND   NA    6.2   17.73  140.48  FCST   GOES15 25.2 
2019AUG03 013000  3.1 1001.5  47.0  2.7 2.8 2.8  none   ON  FLG  -25.76 -30.69  CRVBND   NA    6.2   17.80  140.65  FCST   GOES15 25.4 
2019AUG03 020000  3.0 1002.7  45.0  2.6 2.6 2.6  none   ON  FLG  -30.36 -30.58  CRVBND   NA   -6.6   17.74  140.77  FCST   GOES15 25.4 
2019AUG03 023000  3.0 1002.7  45.0  2.6 2.6 2.6  none   ON  FLG  -19.86 -31.43  CRVBND   NA   -6.6   17.77  140.89  FCST   GOES15 25.5 
2019AUG03 030000  2.9 1003.9  43.0  2.5 2.2 2.0  0.7T6hr   ON  FLG  -12.46 -32.54  CRVBND   NA   -6.6   17.84  140.97  FCST   GOES15 25.6 
2019AUG03 033000  2.9 1003.9  43.0  2.5 2.2 2.1  0.7T6hr   ON  FLG  -16.16 -32.41  CRVBND   NA   -5.0   17.87  141.09  FCST   GOES15 25.7 
2019AUG03 040000  2.9 1003.9  43.0  2.4 2.2 2.1  0.7T6hr   ON  FLG  -18.36 -32.91  CRVBND   NA   -5.7   17.90  141.20  FCST   GOES15 25.8 
2019AUG03 043000  2.9 1003.9  43.0  2.4 2.2 2.2  none   ON  FLG  -13.16 -32.90  CRVBND   NA   -5.7   17.93  141.31  FCST   GOES15 25.9 
2019AUG03 050000  2.9 1003.9  43.0  2.3 2.2 2.2  none   ON  FLG  -17.96 -31.02  CRVBND   NA   -5.7   17.96  141.43  FCST   GOES15 26.1 
2019AUG03 053000  2.9 1003.8  43.0  2.2 2.3 2.3  none   ON  FLG  -18.96 -30.45  CRVBND   NA   -5.7   17.99  141.54  FCST   GOES15 26.2 
2019AUG03 060000  2.9 1003.8  43.0  2.2 2.2 2.1  0.7T6hr   ON  FLG  -13.06 -31.43  CRVBND   NA   -5.7   18.02  141.65  FCST   GOES15 26.3 
2019AUG03 063000  2.8 1005.0  41.0  2.3 2.7 2.9  0.5Thour  ON  OFF    3.94 -30.64  CRVBND   NA   -5.7   18.05  141.77  FCST   GOES15 26.4 
2019AUG03 070000  2.7 1006.0  39.0  2.2 2.0 2.0  none   ON  FLG    6.44 -27.88  CRVBND   NA   -5.7   18.08  141.88  FCST   GOES15 26.5 
2019AUG03 073000  2.7 1006.0  39.0  2.2 2.0 2.0  none   ON  FLG    7.34 -25.40  CRVBND   NA   -5.7   18.11  141.99  FCST   GOES15 26.6 
2019AUG03 080000  2.6 1006.9  37.0  2.2 2.3 2.3  none   ON  OFF    8.54 -26.45  CRVBND   NA   -5.7   18.15  142.11  FCST   GOES15 26.7 
2019AUG03 083000  2.6 1006.9  37.0  2.2 2.0 2.0  none   ON  OFF    3.14 -22.97  CRVBND   NA   -5.7   18.18  142.22  FCST   GOES15 26.8 
2019AUG03 090000  2.5 1008.8  35.0  2.1 2.0 2.0  none   ON  OFF   10.54 -26.89  CRVBND   NA   -5.7   18.34  142.48  FCST   GOES15 27.1 
2019AUG03 093000  2.5 1008.7  35.0  2.2 2.7 3.1  0.5Thour  ON  OFF   10.84 -23.03  SHEAR    NA   -5.7   18.37  142.59  FCST   GOES15 27.2 
2019AUG03 100000  2.4 1009.2  34.0  2.1 2.1 2.1  none   ON  OFF   12.24 -25.86  CRVBND   NA   -5.7   18.40  142.70  FCST   GOES15 27.3 
2019AUG03 103000  2.4 1009.2  34.0  2.2 2.3 2.3  none   ON  OFF   10.64 -22.02  CRVBND   NA   -2.1   18.43  142.81  FCST   GOES15 27.4 
2019AUG03 110000  2.3 1009.6  33.0  2.2 2.6 2.7  0.5Thour  ON  OFF   12.94 -23.35  CRVBND   NA   -3.2   18.46  142.92  FCST   GOES15 27.5 
2019AUG03 113000  2.3 1009.6  33.0  2.2 2.0 2.0  none   ON  OFF    6.24 -21.29  CRVBND   NA   -3.2   18.49  143.03  FCST   GOES15 27.6 
2019AUG03 120000  2.3 1009.5  33.0  2.2 2.0 2.0  none   ON  OFF    5.34 -21.73  CRVBND   NA   -3.2   18.52  143.14  FCST   GOES15 27.7 
2019AUG03 123000  2.3 1009.5  33.0  2.2 2.1 2.1  none   ON  OFF    6.04 -20.02  CRVBND   NA   -3.2   18.55  143.25  FCST   GOES15 27.8 
2019AUG03 130000  2.2 1009.9  32.0  2.2 2.2 2.2  none   ON  OFF    6.04 -19.59  CRVBND   NA   -3.2   18.58  143.36  FCST   GOES15 28.0 
2019AUG03 133000  2.2 1009.9  32.0  2.1 2.0 2.0  none   ON  OFF    5.24 -19.73  CRVBND   NA   -5.5   18.61  143.47  FCST   GOES15 28.1 
2019AUG03 140000  2.2 1009.9  32.0  2.1 2.0 2.0  none   ON  OFF    5.94 -19.97  CRVBND   NA   -5.5   18.65  143.58  FCST   GOES15 28.2 
2019AUG03 143000  2.2 1009.9  32.0  2.0 2.1 2.1  none   ON  OFF    4.44 -18.80  CRVBND   NA   -5.5   18.68  143.68  FCST   GOES15 28.3 
2019AUG03 150000  2.2 1009.9  32.0  2.0 2.1 2.1  none   ON  OFF   -4.06 -17.48  CRVBND   NA   -5.7   18.71  143.79  FCST   GOES15 28.4 
2019AUG03 153000  2.2 1007.6  32.0  2.0 2.0 2.0  none   ON  FLG   -1.76 -16.87  CRVBND   NA   -5.7   18.57  143.60  FCST   GOES15 28.1 
2019AUG03 160000  2.2 1007.6  32.0  2.1 2.4 2.4  none   ON  OFF  -16.16 -15.51  CRVBND   NA   -5.7   18.60  143.70  FCST   GOES15 28.2 
2019AUG03 163000  2.2 1007.6  32.0  2.1 2.1 2.1  none   ON  OFF   -5.96 -14.55  CRVBND   NA   -3.2   18.63  143.80  FCST   GOES15 28.3 
2019AUG03 170000  2.2 1007.6  32.0  2.1 2.4 2.4  none   ON  OFF  -16.16 -13.85  CRVBND   NA   -3.2   18.65  143.90  FCST   GOES15 28.4 
2019AUG03 173000  2.2 1007.6  32.0  2.1 2.1 2.1  none   ON  OFF   -7.06 -14.02  CRVBND   NA   -3.2   18.68  144.00  FCST   GOES15 28.5 
2019AUG03 180000  2.2 1007.6  32.0  2.1 2.1 2.1  none   ON  OFF   -2.76 -12.87  CRVBND   NA   -3.2   18.70  144.10  FCST   GOES15 28.6 
2019AUG03 183000  2.2 1007.5  32.0  2.2 2.3 2.3  none  OFF  OFF   -1.46 -12.39  CRVBND   NA   -3.2   18.73  144.20  FCST   GOES15 28.7 
2019AUG03 190000  2.2 1007.5  32.0  2.2 2.3 2.3  none  OFF  OFF    2.84 -12.14  SHEAR    NA   -3.2   18.75  144.30  FCST   GOES15 28.8 
