=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2021OCT31 013000  3.0  983.8  45.0  3.0 3.0 3.0  none  OFF  OFF    5.34 -25.17  CRVBND   NA    NA   36.34   45.62  FCST   GOES16 52.2 
2021OCT31 020000  3.0  983.8  45.0  2.9 2.8 2.5  0.2Thour  ON  OFF   11.84 -20.69  SHEAR    NA    NA   36.29   45.63  FCST   GOES16 52.2 
2021OCT31 023000  3.0  983.8  45.0  2.8 2.8 2.5  0.2Thour  ON  OFF   10.34 -19.66  SHEAR    NA    NA   36.24   45.51  FCST   GOES16 52.2 
2021OCT31 030000  3.0  983.8  45.0  2.8 2.6 2.5  0.2Thour  ON  OFF    9.34 -18.52  SHEAR    NA    NA   36.20   45.40  FCST   GOES16 52.3 
2021OCT31 033000  3.0  983.9  45.0  2.7 2.6 2.5  0.2Thour  ON  OFF    7.34 -15.76  SHEAR    NA    NA   36.16   45.29  FCST   GOES16 52.3 
2021OCT31 040000  3.0  983.9  45.0  2.7 2.5 2.5  none   ON  FLG   10.34 -11.59  SHEAR    NA    NA   36.13   45.18  FCST   GOES16 52.3 
2021OCT31 043000  3.0  983.9  45.0  2.6 2.4 2.0  0.2Thour  ON  FLG    0.34 -12.64  CRVBND   NA    NA   36.09   45.08  FCST   GOES16 52.4 
2021OCT31 050000  3.0  983.9  45.0  2.5 2.3 2.1  0.2Thour  ON  FLG    4.84 -11.86  CRVBND   NA    NA   36.06   44.98  FCST   GOES16 52.4 
2021OCT31 053000  3.0  983.9  45.0  2.4 2.3 2.3  none   ON  FLG    9.34 -12.06  CRVBND   NA    NA   36.04   44.88  FCST   GOES16 52.5 
2021OCT31 060000  3.0  983.9  45.0  2.4 2.3 2.3  none   ON  FLG    2.84 -11.52  CRVBND   NA    NA   36.01   44.78  FCST   GOES16 52.5 
2021OCT31 063000  3.0  983.9  45.0  2.3 2.3 2.3  none   ON  FLG   -2.66  -9.98  CRVBND   NA    NA   35.99   44.69  FCST   GOES16 52.5 
2021OCT31 070000  3.0  983.9  45.0  2.3 2.5 2.5  none   ON  FLG    5.84 -10.66  SHEAR    NA    NA   35.96   44.60  FCST   GOES16 52.6 
