=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2018SEP07 143000  2.0 1007.0  30.0  2.0 2.0 2.0  none  OFF  OFF  -16.70 -41.91  RCDO   NA   -1.8   13.09   17.75  FCST    OTHER 25.6 
2018SEP07 150000  2.1 1007.0  31.0  2.1 2.2 3.1  0.2Thour OFF  OFF  -20.23 -44.61  RCDO   NA   -1.8   13.10   17.80  FCST    OTHER 25.7 
2018SEP07 153000  2.1 1007.0  31.0  2.1 2.2 3.1  0.2Thour OFF  OFF  -41.69 -45.84  RCDO   NA   -1.8   13.11   17.84  FCST    OTHER 25.7 
2018SEP07 160000  2.2 1007.7  32.0  2.2 2.4 3.1  0.2Thour OFF  OFF  -37.69 -44.49  RCDO   NA   -0.6   13.13   17.89  FCST    OTHER 25.8 
2018SEP07 163000  2.2 1007.7  32.0  2.2 2.4 3.1  0.2Thour OFF  OFF  -34.90 -44.32  RCDO   NA   -0.6   13.14   17.93  FCST    OTHER 25.8 
2018SEP07 170000  2.3 1007.1  33.0  2.3 2.6 3.1  0.2Thour OFF  OFF  -40.87 -44.23  RCDO   NA   -0.6   13.15   17.97  FCST    OTHER 25.9 
2018SEP07 173000  2.3 1007.1  33.0  2.3 2.6 3.2  0.2Thour OFF  OFF  -34.65 -44.38  RCDO   NA   -0.6   13.16   18.02  FCST    OTHER 25.9 
2018SEP07 180000  2.4 1006.5  34.0  2.4 2.8 3.3  0.2Thour OFF  OFF  -33.92 -45.00  RCDO   NA   -0.6   13.17   18.06  FCST    OTHER 26.0 
2018SEP07 183000  2.5 1005.9  35.0  2.5 2.8 3.3  0.2Thour OFF  OFF  -26.75 -43.65  RCDO   NA   -0.6   13.18   18.10  FCST    OTHER 26.0 
2018SEP07 190000  2.6 1004.7  37.0  2.6 3.0 3.2  0.2Thour OFF  OFF  -22.27 -42.26  RCDO   NA   -2.5   13.19   18.14  FCST    OTHER 26.1 
2018SEP07 193000  2.7 1003.6  39.0  2.7 3.0 3.4  0.2Thour OFF  OFF  -20.43 -43.34  RCDO   NA   -2.5   13.15   18.44  FCST    OTHER 26.3 
2018SEP07 200000  2.8 1002.4  41.0  2.8 3.2 3.4  0.2Thour OFF  OFF  -19.43 -41.83  RCDO   NA   -0.6   13.17   18.49  FCST    OTHER 26.4 
2018SEP07 203000  2.9 1001.2  43.0  2.9 3.2 3.3  0.2Thour OFF  OFF  -14.05 -42.85  RCDO   NA   -0.6   13.18   18.54  FCST    OTHER 26.4 
2018SEP07 210000  2.9 1001.2  43.0  2.9 2.8 3.3  0.7T6hr  OFF  OFF  -13.31 -41.86  RCDO   NA   -0.6   13.20   18.60  FCST    OTHER 26.5 
2018SEP07 213000  2.9 1001.2  43.0  2.9 2.8 3.4  0.7T6hr  OFF  OFF  -11.31 -43.54  RCDO   NA   -0.6   13.22   18.66  FCST    OTHER 26.6 
2018SEP07 220000  2.9 1001.1  43.0  2.9 2.9 3.1  0.7T6hr  OFF  OFF  -15.36 -44.15  RCDO   NA   -0.6   13.23   18.72  FCST    OTHER 26.6 
2018SEP07 223000  2.9 1001.1  43.0  2.9 2.9 3.2  0.7T6hr  OFF  OFF  -53.59 -44.65  RCDO   NA   -0.6   13.25   18.78  FCST    OTHER 26.7 
2018SEP07 230000  2.9 1001.1  43.0  2.9 2.7 2.7  none  OFF  OFF  -65.40 -46.20  UNIFRM   NA   -0.6   13.27   18.85  FCST    OTHER 26.8 
2018SEP07 233000  2.9 1001.1  43.0  2.8 2.8 2.8  none   ON  OFF  -63.71 -48.92  UNIFRM   NA   -0.6   13.28   18.92  FCST    OTHER 26.8 
2018SEP08 000000  2.9 1001.1  43.0  2.8 2.9 2.9  none   ON  OFF  -64.12 -52.01  UNIFRM   NA   -0.6   13.30   18.99  FCST    OTHER 26.9 
2018SEP08 003000  2.9 1001.1  43.0  2.8 3.0 3.0  none   ON  OFF  -61.67 -55.22  UNIFRM   NA   -0.6   13.32   19.06  FCST    OTHER 27.0 
2018SEP08 010000  2.9 1001.0  43.0  2.9 3.3 3.3  none  OFF  OFF  -30.59 -52.63  RCDO   NA   -0.6   13.55   18.75  FCST    OTHER 26.9 
2018SEP08 013000  2.9 1001.0  43.0  2.9 3.1 3.1  none  OFF  OFF  -58.96 -46.71  RCDO   NA   -0.6   13.56   18.26  FCST    OTHER 26.4 
2018SEP08 020000  3.0  999.8  45.0  3.0 3.1 3.1  none  OFF  OFF  -59.72 -48.26  RCDO   NA   -0.6   13.57   18.34  FCST    OTHER 26.5 
