=====  ADT-Version 8.1.4 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2014SEP08 163000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.34   9.93  SHEAR    NA   NA    27.65  118.33  FCST   GOES15 37.1 
2014SEP08 170000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.24  10.58  SHEAR    NA   NA    27.66  118.32  FCST   GOES15 37.2 
2014SEP08 173000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.44  10.80  SHEAR    NA   NA    27.68  118.31  FCST   GOES15 37.2 
2014SEP08 180000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.34  13.01  SHEAR    NA   NA    27.70  118.30  FCST   GOES15 37.2 
2014SEP08 183000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.44  13.01  SHEAR    NA   NA    27.72  118.30  FCST   GOES15 37.2 
2014SEP08 190000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.44  13.37  SHEAR    NA   NA    27.75  118.30  FCST   GOES15 37.2 
2014SEP08 193000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  12.66  SHEAR    NA   NA    27.77  118.30  FCST   GOES15 37.3 
2014SEP08 200000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  13.37  SHEAR    NA   NA    27.80  118.31  FCST   GOES15 37.3 
2014SEP08 203000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.74  12.59  SHEAR    NA   NA    27.82  118.31  FCST   GOES15 37.3 
2014SEP08 210000  1.5 1005.4  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  11.98  SHEAR    NA   NA    27.85  118.30  FCST   GOES15 37.3 
2014SEP08 213000  1.5 1005.4  25.0  1.5 1.5 1.5  none  OFF  OFF   16.74  13.07  SHEAR    NA   NA    27.88  118.30  FCST   GOES15 37.4 
2014SEP08 220000  1.5 1005.4  25.0  1.5 1.5 1.5  none  OFF  OFF   16.44  11.59  SHEAR    NA   NA    27.91  118.30  FCST   GOES15 37.4 
2014SEP08 223000  1.5 1005.4  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  10.80  SHEAR    NA   NA    27.94  118.30  FCST   GOES15 37.4 
2014SEP08 230000  1.5 1005.4  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  10.67  SHEAR    NA   NA    27.97  118.30  FCST   GOES15 37.5 
2014SEP08 233000  1.5 1005.4  25.0  1.5 1.5 1.5  none  OFF  OFF   16.74  10.41  SHEAR    NA   NA    28.01  118.29  FCST   GOES15 37.5 
2014SEP09 000000  1.5 1005.4  25.0  1.5 1.5 1.5  none  OFF  OFF   16.74  11.48  SHEAR    NA   NA    28.04  118.29  FCST   GOES15 37.5 
2014SEP09 003000  1.5 1005.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  11.38  SHEAR    NA   NA    28.08  118.29  FCST   GOES15 37.6 
2014SEP09 010000  1.5 1005.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.74  11.24  SHEAR    NA   NA    28.11  118.28  FCST   GOES15 37.6 
2014SEP09 013000  1.5 1005.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.74  11.03  SHEAR    NA   NA    28.15  118.28  FCST   GOES15 37.6 
2014SEP09 020000  1.5 1005.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  10.98  SHEAR    NA   NA    28.19  118.27  FCST   GOES15 37.7 
2014SEP09 023000  1.5 1005.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.74  10.98  SHEAR    NA   NA    28.22  118.26  FCST   GOES15 37.7 
2014SEP09 030000  1.5 1005.2  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  11.10  SHEAR    NA   NA    28.26  118.26  FCST   GOES15 37.8 
2014SEP09 033000  1.5 1005.2  25.0  1.5 1.5 1.5  none  OFF  OFF   16.44  11.16  SHEAR    NA   NA    28.30  118.25  FCST   GOES15 37.8 


