=====  ADT-Version 8.1.4 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2014SEP05 120000  4.6  969.1  79.6  4.6 4.6 3.8  MW     OFF  OFF  -81.66 -80.04  UNIFRM   NA    0.3   22.81  111.65  FCST   GOES15 37.4 MWinit3=4.54.54.5
2014SEP05 123000  4.6  969.0  79.6  4.6 4.6 3.9  MW     OFF  OFF  -77.66 -79.44  UNIFRM   NA    0.3   22.86  111.69  FCST   GOES15 37.4 MWinit3=4.54.54.5
2014SEP05 130000  4.6  969.0  79.6  4.6 4.6 3.9  MW     OFF  OFF  -79.96 -79.88  UNIFRM   NA    0.3   22.91  111.73  FCST   GOES15 37.4 MWinit3=4.54.54.5
2014SEP05 133000  4.6  969.0  79.6  4.6 4.6 3.8  MW     OFF  OFF  -79.96 -79.37  UNIFRM   NA    0.3   22.96  111.78  FCST   GOES15 37.4 MWinit3=4.54.54.5
2014SEP05 140000  4.6  969.0  79.6  4.6 4.6 3.8  MW     OFF  OFF  -77.16 -78.36  UNIFRM   NA    0.0   23.01  111.83  FCST   GOES15 37.4 MWinit3=4.54.54.5
2014SEP05 143000  4.6  968.9  79.6  4.6 4.6 3.8  MW      ON  OFF  -75.06 -76.77  UNIFRM   NA    0.0   23.06  111.87  FCST   GOES15 37.4 MWinit3=4.54.54.5
2014SEP05 150000  4.7  967.0  82.2  4.7 4.7 3.7  MW     OFF  OFF  -74.56 -74.17  UNIFRM   NA    0.0   23.20  112.10  FCST   GOES15 37.4 MWinit3=4.54.54.5
2014SEP05 153000  4.7  966.9  82.2  4.7 4.7 4.2  MW     OFF  OFF  -68.46 -73.33  EMBC     NA    0.0   23.25  112.15  FCST   GOES15 37.4 MWinit3=4.54.54.5
2014SEP05 160000  4.5  970.7  77.0  4.4 4.0 3.7  MW  ON  OFF  -68.46 -72.60  UNIFRM   NA   31.5   23.30  112.20  FCST   GOES15 37.4 MW OFF HOLD >=6hrs old
2014SEP05 163000  4.5  970.7  77.0  4.3 4.2 4.2  none   ON  OFF  -64.26 -70.94  EMBC     NA   31.5   23.35  112.25  FCST   GOES15 37.4 
2014SEP05 170000  4.5  970.7  77.0  4.3 3.9 3.7  0.5Thour  ON  OFF  -61.56 -71.01  UNIFRM   NA   31.5   23.41  112.30  FCST   GOES15 37.4 
2014SEP05 173000  4.5  970.6  77.0  4.2 4.2 4.1  none   ON  FLG  -59.06 -68.80  EMBC     NA   31.5   23.46  112.35  FCST   GOES15 37.4 
2014SEP05 180000  4.7  966.8  82.2  4.2 3.9 3.8  0.7T6hr   ON  FLG  -57.96 -69.78  UNIFRM   NA   31.5   23.51  112.40  FCST   GOES15 37.4 
2014SEP05 183000  4.7  970.8  82.2  4.1 4.3 4.3  none   ON  FLG  -64.26 -68.94  EMBC     NA   31.5   23.56  112.45  FCST   GOES15 37.4 
2014SEP05 190000  4.7  970.8  82.2  4.1 4.3 4.3  none   ON  FLG  -65.46 -68.89  EMBC     NA   31.5   23.61  112.50  FCST   GOES15 37.4 
2014SEP05 193000  4.7  970.8  82.2  4.1 3.9 3.8  none   ON  FLG  -68.06 -71.97  UNIFRM   NA   31.5   23.61  112.28  SPRL   GOES15 37.6 
2014SEP05 200000  4.7  970.7  82.2  4.0 3.9 3.7  0.7T6hr   ON  FLG  -66.36 -69.16  UNIFRM   NA   31.5   23.71  112.60  FCST   GOES15 37.4 
2014SEP05 203000  4.7  970.7  82.2  4.0 3.9 3.7  0.7T6hr   ON  FLG  -62.36 -68.44  UNIFRM   NA   31.5   23.76  112.65  FCST   GOES15 37.4 
2014SEP05 210000  4.7  970.8  82.2  4.0 4.0 3.9  none   ON  FLG  -69.36 -72.95  UNIFRM   NA   31.5   23.60  112.20  FCST   GOES15 37.6 
2014SEP05 213000  4.7  970.7  82.2  4.0 4.0 3.9  0.7T6hr   ON  OFF  -66.36 -72.23  UNIFRM   NA   31.5   23.65  112.24  FCST   GOES15 37.6 
2014SEP05 220000  4.4  976.2  74.6  3.9 3.7 3.6  none   ON  OFF  -68.06 -71.19  UNIFRM   NA   31.5   23.69  112.28  FCST   GOES15 37.6 
2014SEP05 223000  4.3  977.9  72.2  3.8 3.6 3.6  none   ON  OFF  -67.56 -70.18  UNIFRM   NA   31.5   23.74  112.33  FCST   GOES15 37.6 
2014SEP05 230000  4.3  977.9  72.2  3.8 3.6 3.6  none   ON  OFF  -66.36 -69.93  UNIFRM   NA   31.5   23.78  112.38  FCST   GOES15 37.6 
2014SEP05 233000  4.2  979.6  69.8  3.7 3.6 3.6  none   ON  FLG  -55.86 -69.92  UNIFRM   NA   31.5   23.82  112.44  FCST   GOES15 37.6 
2014SEP06 000000  4.2  979.5  69.8  3.8 4.3 5.7  0.5Thour  ON  OFF  -43.06 -70.81  EYE    -99   31.5   23.86  112.50  FCST   GOES15 37.6 
2014SEP06 003000  4.1  981.2  67.4  3.7 3.8 3.8  none   ON  OFF  -50.76 -71.23  EMBC     NA    5.7   23.90  112.56  FCST   GOES15 37.6 
2014SEP06 010000  4.1  981.1  67.4  3.7 3.8 3.8  none   ON  OFF  -53.56 -72.12  EMBC     NA   10.2   23.99  112.68  SPRL   GOES15 37.6 
2014SEP06 013000  4.1  981.1  67.4  3.8 4.2 5.9  0.5Thour  ON  OFF  -41.26 -72.53  EYE    -99   10.2   24.03  112.74  SPRL   GOES15 37.5 
2014SEP06 020000  4.0  982.8  65.0  3.9 4.2 6.3  0.5Thour  ON  OFF  -19.13 -72.50  EYEP  -99   10.2   24.07  112.81  SPRL   GOES15 37.5 
2014SEP06 023000  4.2  979.4  69.8  4.2 5.7 5.9  1.7T6hr  OFF  OFF  -44.46 -72.62  EYE    -99   10.2   24.11  112.77  SPRL   GOES15 37.6 
2014SEP06 030000  4.5  974.3  77.0  4.5 5.7 6.0  1.7T6hr  OFF  OFF  -33.96 -73.08  EYE    -99   10.2   24.15  112.85  SPRL   GOES15 37.6 
2014SEP06 033000  4.7  970.5  82.2  4.7 5.7 5.9  1.7T6hr  OFF  OFF  -37.26 -72.44  EYE    -99    8.3   24.19  112.90  SPRL   GOES15 37.5 
2014SEP06 040000  5.1  962.8  92.4  5.1 5.6 5.9  1.7T6hr  OFF  OFF  -37.26 -72.75  EYE    -99    8.3   24.13  112.95  SPRL   GOES15 37.5 
2014SEP06 043000  5.2  960.9  94.8  5.2 5.5 5.6  1.7T6hr  OFF  OFF  -58.26 -72.97  EYE    -99    8.3   24.16  113.00  SPRL   GOES15 37.5 
2014SEP06 050000  5.2  960.9  94.8  5.2 4.5 4.2  0.7T6hr  OFF  OFF  -58.26 -72.93  UNIFRM   NA    8.3   24.20  113.05  SPRL   GOES15 37.5 
2014SEP06 053000  5.4  957.1  99.6  5.4 5.4 5.6  1.7T6hr  OFF  OFF  -45.56 -71.65  EYE    -99    8.3   24.24  113.10  SPRL   GOES15 37.4 
2014SEP06 060000  5.4  957.1  99.6  5.4 5.5 5.9  1.7T6hr  OFF  OFF  -22.63 -71.04  EYEP  -99    8.3   24.28  113.15  SPRL   GOES15 37.4 
2014SEP06 063000  5.4  957.0  99.6  5.3 5.4 5.5  1.7T6hr   ON  OFF  -40.26 -69.62  EYE    -99    8.3   24.32  113.10  SPRL   GOES15 37.5 
2014SEP06 070000  5.4  957.0  99.6  5.3 5.3 5.3  none   ON  OFF  -50.16 -68.89  EYE    -99    8.3   24.36  113.16  SPRL   GOES15 37.5 
2014SEP06 073000  5.4  957.0  99.6  5.2 5.2 5.2  none   ON  OFF  -48.06 -68.08  EYE    -99    8.3   24.40  113.22  SPRL   GOES15 37.5 
2014SEP06 080000  5.4  956.9  99.6  5.2 4.9 4.9  none   ON  FLG  -44.76 -64.36  EYE    -99    8.3   24.54  113.27  SPRL   GOES15 37.6 
2014SEP06 090000  5.4  956.9  99.6  5.1 4.7 4.2  0.5Thour  ON  FLG  -54.26 -65.89  UNIFRM   NA    8.3   24.55  113.35  SPRL   GOES15 37.5 
2014SEP06 093000  5.4  956.9  99.6  5.0 4.6 4.2  0.5Thour  ON  FLG  -57.96 -66.38  UNIFRM   NA   38.3   24.58  113.40  SPRL   GOES15 37.5 
2014SEP06 100000  5.4  957.0  99.6  4.8 4.6 4.4  0.5Thour  ON  FLG  -75.56 -70.14  UNIFRM   NA   38.3   24.42  113.34  SPRL   GOES15 37.4 
2014SEP06 103000  5.4  956.9  99.6  4.7 4.5 4.1  0.7T6hr   ON  FLG  -61.16 -65.88  UNIFRM   NA   38.3   24.65  113.51  SPRL   GOES15 37.5 
2014SEP06 110000  5.4  956.9  99.6  4.6 4.5 4.1  0.7T6hr   ON  FLG  -64.66 -65.00  UNIFRM   NA   38.3   24.68  113.56  SPRL   GOES15 37.5 
2014SEP06 113000  5.4  956.8  99.6  4.6 4.7 4.0  0.7T6hr   ON  FLG  -66.36 -61.72  UNIFRM   NA    6.0   24.82  113.62  SPRL   GOES15 37.6 
2014SEP06 120000  5.4  956.8  99.6  4.6 4.7 4.2  0.7T6hr   ON  FLG  -62.76 -64.23  UNIFRM   NA    6.0   24.75  113.67  SPRL   GOES15 37.5 
2014SEP06 123000  5.3  958.7  97.2  4.6 4.6 4.0  0.7T6hr   ON  FLG  -55.56 -62.92  UNIFRM   NA    6.0   24.78  113.84  SPRL   GOES15 37.4 
2014SEP06 130000  5.2  960.6  94.8  4.6 4.6 4.0  0.7T6hr   ON  OFF  -55.26 -63.83  UNIFRM   NA   33.4   24.82  113.89  SPRL   GOES15 37.4 
2014SEP06 133000  5.2  960.6  94.8  4.5 4.5 4.0  0.7T6hr   ON  OFF  -60.46 -64.32  UNIFRM   NA   45.4   24.85  113.95  SPRL   GOES15 37.3 
2014SEP06 140000  5.2  960.6  94.8  4.5 4.5 4.0  0.7T6hr   ON  OFF  -63.16 -65.31  UNIFRM   NA   45.4   24.88  114.01  SPRL   GOES15 37.3 
2014SEP06 143000  5.1  962.4  92.4  4.5 4.4 4.0  0.7T6hr   ON  OFF  -61.96 -65.22  UNIFRM   NA   45.4   24.92  114.06  SPRL   GOES15 37.3 
2014SEP06 150000  5.1  962.4  92.4  4.5 4.4 4.1  0.7T6hr   ON  OFF  -58.66 -64.24  UNIFRM   NA   45.4   24.85  114.16  SPRL   GOES15 37.2 
2014SEP06 153000  5.0  964.3  90.0  4.4 4.3 4.0  0.7T6hr   ON  OFF  -48.66 -62.93  UNIFRM   NA   45.4   24.88  114.21  SPRL   GOES15 37.2 
2014SEP06 160000  4.7  970.1  82.2  4.5 4.9 4.9  none   ON  OFF  -42.56 -60.77  EYE    -99   38.4   24.92  114.26  SPRL   GOES15 37.2 
2014SEP06 163000  4.7  970.1  82.2  4.5 4.7 4.7  none   ON  OFF  -46.06 -59.47  EYE    -99   38.4   24.95  114.20  SPRL   GOES15 37.3 
2014SEP06 170000  4.6  972.0  79.6  4.4 4.0 3.4  0.5Thour  ON  OFF  -49.56 -57.48  UNIFRM   NA   38.4   24.98  114.37  SPRL   GOES15 37.2 
2014SEP06 173000  4.6  971.9  79.6  4.5 4.8 4.8  none   ON  OFF  -18.76 -55.18  EYE    -99   38.4   25.11  114.42  SPRL   GOES15 37.2 
2014SEP06 180000  4.6  972.0  79.6  4.5 4.6 4.6  none   ON  OFF  -31.26 -54.20  EYE    -99   38.4   25.05  114.48  SPRL   GOES15 37.1 
2014SEP06 183000  4.6  972.0  79.6  4.5 4.5 4.5  none   ON  OFF  -36.76 -55.56  EYE    -99   38.4   25.08  114.53  SPRL   GOES15 37.1 
2014SEP06 190000  4.6  972.1  79.6  4.5 4.1 3.4  1.2T12hr  ON  OFF  -65.46 -57.77  UNIFRM   NA   38.4   24.81  114.48  SPRL   GOES15 36.9 
2014SEP06 193000  4.5  973.9  77.0  4.4 4.5 4.5  none   ON  OFF  -43.06 -55.96  EYE    -99   38.4   25.04  114.64  SPRL   GOES15 37.0 
2014SEP06 200000  4.5  973.8  77.0  4.4 4.6 4.6  none   ON  OFF  -45.26 -57.53  EYE    -99   38.4   25.08  114.59  SPRL   GOES15 37.1 
2014SEP06 203000  4.5  973.8  77.0  4.4 3.9 3.2  0.5Thour  ON  OFF  -50.16 -57.19  UNIFRM   NA   38.4   25.11  114.65  SPRL   GOES15 37.1 
2014SEP06 210000  4.5  973.9  77.0  4.3 3.9 3.2  0.5Thour  ON  OFF  -65.96 -56.93  UNIFRM   NA   38.4   24.95  114.86  SPRL   GOES15 36.8 
2014SEP06 213000  4.5  973.9  77.0  4.2 3.9 3.3  0.5Thour  ON  FLG  -66.76 -58.02  UNIFRM   NA   38.4   24.88  114.69  SPRL   GOES15 36.9 
2014SEP06 220000  4.5  973.8  77.0  4.1 3.8 3.0  0.5Thour  ON  FLG  -60.86 -53.29  UNIFRM   NA   38.4   25.11  114.86  SPRL   GOES15 36.9 
2014SEP06 223000  4.5  973.9  77.0  4.0 3.8 3.0  0.7T6hr   ON  FLG  -66.36 -52.32  UNIFRM   NA   38.4   25.04  115.03  SPRL   GOES15 36.8 
2014SEP06 230000  4.5  974.0  77.0  3.9 3.7 3.2  0.7T6hr   ON  FLG  -68.86 -56.33  UNIFRM   NA   38.4   24.87  114.98  SPRL   GOES15 36.6 
2014SEP06 233000  4.5  973.9  77.0  3.8 3.8 3.0  0.7T6hr   ON  FLG  -67.16 -51.81  UNIFRM   NA   38.4   25.00  115.05  SPRL   GOES15 36.7 
2014SEP07 000000  4.5  973.9  77.0  3.8 3.8 3.0  0.7T6hr   ON  FLG  -66.36 -50.70  UNIFRM   NA   38.4   25.02  115.00  SPRL   GOES15 36.8 
2014SEP07 003000  4.5  973.9  77.0  3.7 3.8 2.9  0.7T6hr   ON  FLG  -65.46 -48.87  UNIFRM   NA    5.6   25.05  115.06  SPRL   GOES15 36.8 
2014SEP07 010000  4.5  973.9  77.0  3.7 3.8 2.9  0.7T6hr   ON  FLG  -64.26 -50.08  UNIFRM   NA    5.6   24.98  115.23  SPRL   GOES15 36.6 
2014SEP07 013000  4.4  975.7  74.6  3.7 3.7 3.0  0.7T6hr   ON  FLG  -68.86 -52.69  UNIFRM   NA    5.6   24.90  115.30  SPRL   GOES15 36.5 
2014SEP07 020000  4.4  975.6  74.6  3.7 3.7 3.0  0.7T6hr   ON  OFF  -68.46 -52.72  UNIFRM   NA    5.6   24.93  115.25  SPRL   GOES15 36.5 
2014SEP07 023000  4.4  975.2  74.6  3.7 3.7 2.3  0.7T6hr   ON  OFF   -1.76 -26.78  CRVBND   NA    5.6   25.86  115.54  SPRL   GOES15 37.1 
2014SEP07 030000  4.3  977.0  72.2  3.7 3.6 2.5  0.7T6hr   ON  OFF   -2.66 -27.87  CRVBND   NA    8.6   25.75  115.67  SPRL   GOES15 37.0 
2014SEP07 033000  4.1  980.3  67.4  3.6 3.5 2.6  0.7T6hr   ON  OFF   -1.46 -29.66  CRVBND   NA    8.6   25.68  115.72  SPRL   GOES15 36.9 
2014SEP07 040000  4.1  980.3  67.4  3.6 3.4 2.3  0.7T6hr   ON  OFF   -1.16 -26.19  CRVBND   NA    8.6   25.80  115.67  SPRL   GOES15 37.0 
2014SEP07 043000  4.0  982.0  65.0  3.5 3.3 2.5  0.7T6hr   ON  OFF   -4.36 -30.11  CRVBND   NA    8.6   25.57  115.67  FCST   GOES15 36.8 
2014SEP07 050000  3.8  984.7  61.0  3.4 3.2 2.7  0.7T6hr   ON  FLG   -5.56 -28.22  CRVBND   NA    8.6   25.60  115.72  FCST   GOES15 36.8 
2014SEP07 053000  3.8  984.7  61.0  3.3 3.1 2.7  0.7T6hr   ON  FLG   -7.96 -25.44  CRVBND   NA    8.6   25.62  115.77  FCST   GOES15 36.8 
2014SEP07 060000  3.8  984.7  61.0  3.3 3.1 2.5  0.7T6hr   ON  FLG  -11.66 -23.63  CRVBND   NA    8.6   25.64  115.82  FCST   GOES15 36.8 
2014SEP07 063000  3.7  986.0  59.0  3.1 3.0 2.3  0.7T6hr   ON  FLG   -3.46 -22.72  CRVBND   NA    8.6   25.66  115.87  FCST   GOES15 36.8 
2014SEP07 070000  3.7  986.0  59.0  3.1 3.0 2.6  0.7T6hr   ON  FLG  -12.16 -23.21  CRVBND   NA    8.6   25.68  115.91  FCST   GOES15 36.7 
2014SEP07 073000  3.7  986.0  59.0  3.1 3.0 2.6  0.7T6hr   ON  FLG   -6.36 -22.28  CRVBND   NA    8.6   25.70  115.96  FCST   GOES15 36.7 
2014SEP07 080000  3.7  986.0  59.0  3.0 3.0 2.7  0.7T6hr   ON  FLG  -13.16 -22.66  CRVBND   NA    8.6   25.72  116.00  FCST   GOES15 36.7 
2014SEP07 090000  3.7  986.0  59.0  3.0 3.0 2.6  0.7T6hr   ON  FLG   -7.36 -26.16  CRVBND   NA    6.0   25.70  116.40  FCST   GOES15 36.5 
2014SEP07 093000  3.6  987.3  57.0  2.9 2.9 2.6  0.7T6hr   ON  OFF   -4.86 -25.10  CRVBND   NA    6.0   25.73  116.45  FCST   GOES15 36.4 
2014SEP07 100000  3.6  987.3  57.0  2.9 2.9 2.5  0.7T6hr   ON  OFF   -2.46 -24.27  CRVBND   NA    6.0   25.75  116.51  FCST   GOES15 36.4 
2014SEP07 103000  3.5  988.6  55.0  2.9 2.8 2.3  0.7T6hr   ON  OFF   -3.46 -22.35  CRVBND   NA    6.0   25.79  116.56  FCST   GOES15 36.4 
2014SEP07 110000  3.3  991.1  51.0  2.8 2.7 2.5  0.7T6hr   ON  OFF   -4.16 -21.65  CRVBND   NA    0.0   25.82  116.60  FCST   GOES15 36.4 
2014SEP07 113000  3.3  991.1  51.0  2.8 2.6 2.5  0.7T6hr   ON  OFF    3.44 -19.70  CRVBND   NA    0.0   25.85  116.65  FCST   GOES15 36.4 
2014SEP07 120000  3.3  991.1  51.0  2.7 2.6 2.1  0.7T6hr   ON  OFF    9.04 -17.30  CRVBND   NA    0.0   25.89  116.69  FCST   GOES15 36.4 
2014SEP07 123000  3.1  993.6  47.0  2.6 2.3 1.5  0.5Thour  ON  FLG   12.14 -17.22  SHEAR    NA    0.0   25.93  116.73  FCST   GOES15 36.5 
2014SEP07 130000  3.1  993.5  47.0  2.5 2.2 1.5  0.5Thour  ON  FLG   11.04 -16.19  SHEAR    NA    0.1   25.97  116.77  FCST   GOES15 36.5 
2014SEP07 133000  3.1  993.5  47.0  2.5 2.4 2.1  0.7T6hr   ON  FLG   12.04 -14.79  CRVBND   NA    0.1   26.01  116.81  FCST   GOES15 36.5 
2014SEP07 140000  3.0  994.7  45.0  2.4 2.0 1.5  0.5Thour  ON  FLG   13.54 -13.23  SHEAR    NA    0.1   26.05  116.84  FCST   GOES15 36.5 
2014SEP07 143000  3.0  994.7  45.0  2.2 2.0 1.5  0.5Thour  ON  FLG   14.04 -12.43  SHEAR    NA    0.1   26.09  116.88  FCST   GOES15 36.5 
2014SEP07 150000  3.0  994.8  45.0  2.2 2.3 2.1  0.7T6hr   ON  FLG   14.94 -12.15  CRVBND   NA    0.1   26.00  117.00  FCST   GOES15 36.4 
2014SEP07 153000  2.9  996.0  43.0  2.2 2.2 2.1  0.7T6hr   ON  FLG   15.34 -10.30  CRVBND   NA    1.6   26.03  117.05  FCST   GOES15 36.4 
2014SEP07 160000  2.9  995.9  43.0  2.1 1.9 1.5  1.0T6hr   ON  FLG   15.74 -10.01  SHEAR    NA    1.6   26.07  117.09  FCST   GOES15 36.4 
2014SEP07 163000  2.9  995.9  43.0  2.1 1.9 1.5  1.0T6hr   ON  FLG   16.34  -6.27  SHEAR    NA    1.6   26.11  117.14  FCST   GOES15 36.4 
2014SEP07 170000  2.8  997.1  41.0  2.0 1.8 1.5  1.0T6hr   ON  FLG   16.84  -6.44  SHEAR    NA    1.6   26.15  117.18  FCST   GOES15 36.4 
2014SEP07 173000  2.7  998.3  39.0  1.9 1.8 1.5  1.0T6hr   ON  FLG   16.94  -4.57  SHEAR    NA    1.6   26.19  117.22  FCST   GOES15 36.4 
2014SEP07 180000  2.7  998.3  39.0  1.9 1.7 1.5  1.0T6hr   ON  FLG   16.94  -3.29  SHEAR    NA    1.6   26.24  117.27  FCST   GOES15 36.4 
2014SEP07 183000  2.3 1001.7  33.0  1.8 1.6 1.5  1.0T6hr   ON  ON    17.14  -2.52  SHEAR    NA    1.6   26.29  117.31  FCST   GOES15 36.4 
2014SEP07 190000  2.2 1002.3  32.0  1.7 1.5 1.5  none   ON  ON    17.34  -1.32  SHEAR    NA    1.6   26.34  117.35  FCST   GOES15 36.5 
2014SEP07 193000  2.1 1002.8  31.0  1.6 1.5 1.5  none   ON  ON    17.44  -0.61  SHEAR    NA    1.6   26.39  117.39  FCST   GOES15 36.5 
2014SEP07 200000  2.1 1002.8  31.0  1.6 1.5 1.5  none   ON  ON    17.34  -0.95  SHEAR    NA    1.6   26.45  117.42  FCST   GOES15 36.5 
2014SEP07 203000  2.0 1003.3  30.0  1.5 1.5 1.5  none   ON  ON    17.34  -1.07  SHEAR    NA    1.6   26.50  117.46  FCST   GOES15 36.5 
2014SEP07 210000  2.0 1003.3  30.0  1.5 1.5 1.5  none   ON  ON    16.94  -1.74  SHEAR    NA    1.6   26.50  117.60  FCST   GOES15 36.5 
2014SEP07 213000  2.0 1003.3  30.0  1.5 1.5 1.5  none   ON  ON    17.14   1.95  SHEAR    NA    1.6   26.54  117.64  FCST   GOES15 36.5 
2014SEP07 220000  2.0 1003.3  30.0  1.5 1.5 1.5  none   ON  ON    16.94   1.86  SHEAR    NA    1.6   26.57  117.68  FCST   GOES15 36.5 
2014SEP07 223000  2.0 1003.3  30.0  1.5 1.5 1.5  none   ON  ON    17.14   0.51  SHEAR    NA    1.6   26.61  117.72  FCST   GOES15 36.5 
2014SEP07 230000  2.0 1003.3  30.0  1.5 1.5 1.5  none   ON  ON    17.14   1.49  SHEAR    NA    1.6   26.65  117.75  FCST   GOES15 36.5 
2014SEP07 233000  1.9 1003.8  29.0  1.5 1.5 1.5  none   ON  ON    17.24   2.35  SHEAR    NA    1.6   26.68  117.79  FCST   GOES15 36.5 
2014SEP08 000000  1.9 1003.8  29.0  1.5 1.5 1.5  none   ON  ON    17.14   3.53  SHEAR    NA   NA    26.72  117.82  FCST   GOES15 36.5 
2014SEP08 003000  1.7 1004.9  27.0  1.5 1.5 1.5  none   ON  ON    17.34   3.97  SHEAR    NA   NA    26.76  117.85  FCST   GOES15 36.6 
2014SEP08 010000  1.7 1004.9  27.0  1.5 1.5 1.5  none   ON  ON    17.34   3.25  SHEAR    NA   NA    26.80  117.88  FCST   GOES15 36.6 
2014SEP08 013000  1.6 1005.4  26.0  1.5 1.5 1.5  none   ON  ON    17.24   3.37  SHEAR    NA   NA    26.84  117.90  FCST   GOES15 36.6 
2014SEP08 020000  1.5 1005.9  25.0  1.5 1.5 1.5  none   ON  ON    17.34   2.98  SHEAR    NA   NA    26.88  117.93  FCST   GOES15 36.6 
2014SEP08 023000  1.5 1005.9  25.0  1.5 1.5 1.5  none  OFF  ON    17.44   3.25  SHEAR    NA   NA    26.92  117.95  FCST   GOES15 36.6 
2014SEP08 030000  1.5 1005.8  25.0  1.5 1.5 1.5  none  OFF  ON    17.44   3.25  SHEAR    NA   NA    27.10  117.90  FCST   GOES15 36.9 
2014SEP08 033000  1.5 1005.8  25.0  1.5 1.5 1.5  none  OFF  ON    17.44   2.99  SHEAR    NA   NA    27.14  117.93  FCST   GOES15 36.9 
2014SEP08 040000  1.5 1005.8  25.0  1.5 1.5 1.5  none  OFF  ON    17.34   5.96  SHEAR    NA   NA    27.18  117.95  FCST   GOES15 36.9 
2014SEP08 043000  1.5 1005.7  25.0  1.5 1.5 1.5  none  OFF  ON    17.14   7.26  SHEAR    NA   NA    27.22  117.98  FCST   GOES15 36.9 
2014SEP08 050000  1.5 1005.7  25.0  1.5 1.5 1.5  none  OFF  OFF   17.14   7.85  SHEAR    NA   NA    27.26  118.00  FCST   GOES15 36.9 
2014SEP08 053000  1.5 1005.7  25.0  1.5 1.5 1.5  none  OFF  OFF   16.74   6.19  SHEAR    NA   NA    27.29  118.02  FCST   GOES15 37.0 
2014SEP08 060000  1.5 1005.7  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64   6.14  SHEAR    NA   NA    27.33  118.04  FCST   GOES15 37.0 
2014SEP08 063000  1.5 1005.7  25.0  1.5 1.5 1.5  none  OFF  OFF   16.94   6.85  SHEAR    NA   NA    27.36  118.06  FCST   GOES15 37.0 
2014SEP08 070000  1.5 1005.7  25.0  1.5 1.5 1.5  none  OFF  OFF   16.84   6.25  SHEAR    NA   NA    27.40  118.08  FCST   GOES15 37.0 
2014SEP08 073000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.34   5.71  SHEAR    NA   NA    27.43  118.09  FCST   GOES15 37.1 
2014SEP08 080000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64   5.34  SHEAR    NA   NA    27.46  118.11  FCST   GOES15 37.1 
2014SEP08 090000  1.5 1005.7  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64   6.13  SHEAR    NA   NA    27.40  118.30  FCST   GOES15 36.9 
2014SEP08 093000  1.5 1005.7  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64   6.48  SHEAR    NA   NA    27.42  118.32  FCST   GOES15 36.9 
2014SEP08 100000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.24   6.54  SHEAR    NA   NA    27.45  118.33  FCST   GOES15 36.9 
2014SEP08 103000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.14   6.92  SHEAR    NA   NA    27.46  118.34  FCST   GOES15 36.9 
2014SEP08 110000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.24   8.27  SHEAR    NA   NA    27.48  118.35  FCST   GOES15 37.0 
2014SEP08 113000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.14   8.65  SHEAR    NA   NA    27.50  118.36  FCST   GOES15 37.0 
2014SEP08 120000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.24   7.96  SHEAR    NA   NA    27.52  118.36  FCST   GOES15 37.0 
2014SEP08 123000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.34   9.66  SHEAR    NA   NA    27.53  118.37  FCST   GOES15 37.0 
2014SEP08 130000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.24   8.38  SHEAR    NA   NA    27.55  118.36  FCST   GOES15 37.0 
2014SEP08 133000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.14   8.20  SHEAR    NA   NA    27.56  118.36  FCST   GOES15 37.0 
2014SEP08 140000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   15.94   8.71  SHEAR    NA   NA    27.57  118.36  FCST   GOES15 37.0 
2014SEP08 143000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   15.94   8.49  SHEAR    NA   NA    27.59  118.35  FCST   GOES15 37.1 
2014SEP08 150000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.14   9.11  SHEAR    NA   NA    27.60  118.35  FCST   GOES15 37.1 
2014SEP08 153000  1.5 1005.6  25.0  1.5 1.5 1.5  none  OFF  OFF   16.14   9.62  SHEAR    NA   NA    27.62  118.34  FCST   GOES15 37.1 
2014SEP08 160000  1.5 1005.5  25.0  1.5 1.5 1.5  none  OFF  OFF   16.14   9.72  SHEAR    NA   NA    27.63  118.33  FCST   GOES15 37.1 
