=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2019MAY20 221000  2.5 1003.4  35.0  2.5 2.5 2.5  none  OFF  OFF   17.84  -0.45  SHEAR    NA   -6.2   28.68   68.68  FCST   GOES16 34.1 
2019MAY20 224000  2.5 1003.4  35.0  2.4 2.3 2.1  0.2Thour  ON  OFF   16.84  -4.74  SHEAR    NA   -6.2   28.75   68.69  FCST   GOES16 34.2 
2019MAY20 231000  2.5 1003.4  35.0  2.3 2.3 2.2  0.2Thour  ON  OFF   16.34  -5.93  SHEAR    NA   -6.2   28.83   68.70  FCST   GOES16 34.3 
2019MAY20 234000  2.5 1003.3  35.0  2.3 2.2 2.2  none   ON  OFF   16.34  -1.55  SHEAR    NA   -6.2   28.91   68.72  FCST   GOES16 34.4 
2019MAY21 001000  2.5 1005.3  35.0  2.3 2.3 2.3  none   ON  OFF   17.34   4.21  SHEAR    NA   -6.2   29.00   68.73  FCST   GOES16 34.5 
2019MAY21 004000  2.5 1005.1  35.0  2.3 2.4 2.4  none   ON  OFF   17.34  -1.81  SHEAR    NA   -6.2   29.26   68.70  FCST   GOES16 34.8 
2019MAY21 011000  2.5 1005.1  35.0  2.3 2.4 2.4  none   ON  OFF   17.34  -1.67  SHEAR    NA   -6.2   29.31   68.70  FCST   GOES16 34.8 
2019MAY21 014000  2.5 1005.1  35.0  2.3 2.4 2.4  none   ON  OFF   17.34   0.20  SHEAR    NA   -6.2   29.36   68.70  FCST   GOES16 34.9 
2019MAY21 021000  2.5 1005.1  35.0  2.3 2.4 2.4  none   ON  OFF   16.84   3.39  SHEAR    NA   -6.2   29.41   68.70  FCST   GOES16 34.9 
2019MAY21 024000  2.5 1005.0  35.0  2.3 2.3 2.3  none   ON  OFF   17.34   4.49  SHEAR    NA   -6.2   29.47   68.70  FCST   GOES16 35.0 
2019MAY21 031000  2.5 1005.0  35.0  2.3 2.3 2.3  none   ON  OFF   17.34   3.81  SHEAR    NA   -6.2   29.52   68.70  FCST   GOES16 35.1 
2019MAY21 034000  2.5 1005.0  35.0  2.3 2.3 2.3  none   ON  OFF   17.34   3.55  SHEAR    NA   -6.2   29.57   68.70  FCST   GOES16 35.1 
2019MAY21 041000  2.5 1005.0  35.0  2.3 2.3 2.3  none   ON  OFF   16.34   3.72  SHEAR    NA   -6.2   29.62   68.70  FCST   GOES16 35.2 
2019MAY21 044000  2.4 1005.5  34.0  2.3 2.2 2.2  none   ON  OFF   16.34   4.12  SHEAR    NA   -6.2   29.67   68.71  FCST   GOES16 35.2 
2019MAY21 051000  2.3 1006.1  33.0  2.2 2.2 2.2  none   ON  OFF   15.84   2.01  SHEAR    NA   -6.2   29.73   68.71  FCST   GOES16 35.3 
2019MAY21 054000  2.3 1006.0  33.0  2.2 2.1 2.1  none   ON  OFF   13.34  -0.34  SHEAR    NA   -6.2   29.78   68.71  FCST   GOES16 35.3 
2019MAY21 061000  2.3 1006.0  33.0  2.2 2.1 2.1  none   ON  OFF   13.84  -0.84  SHEAR    NA   -6.2   29.83   68.71  FCST   GOES16 35.4 
2019MAY21 064000  2.3 1006.0  33.0  2.1 2.0 2.0  none   ON  OFF   15.84  -0.48  SHEAR    NA   -6.2   29.88   68.71  FCST   GOES16 35.5 
2019MAY21 071000  2.3 1006.0  33.0  2.0 1.7 1.5  0.5Thour  ON  FLG   13.84  -0.44  SHEAR    NA   -5.8   29.87   69.02  FCST   GOES16 35.4 
2019MAY21 074000  2.3 1006.0  33.0  1.9 1.6 1.5  0.5Thour  ON  FLG   15.34  -2.64  SHEAR    NA   -5.8   29.90   69.02  FCST   GOES16 35.4 
2019MAY21 081000  2.3 1006.0  33.0  1.9 2.3 2.3  none   ON  FLG   16.34  -3.99  SHEAR    NA   -5.8   29.94   69.02  FCST   GOES16 35.5 
2019MAY21 084000  2.3 1005.9  33.0  2.0 2.4 2.4  none   ON  OFF   15.84  -5.08  SHEAR    NA   -5.8   29.98   69.01  FCST   GOES16 35.5 
2019MAY21 091000  2.3 1005.9  33.0  2.0 2.4 2.5  0.5Thour  ON  OFF   15.84  -8.04  SHEAR    NA   -5.8   30.01   69.00  FCST   GOES16 35.5 
2019MAY21 094000  2.3 1005.9  33.0  2.1 2.5 2.5  none   ON  OFF   13.84 -14.29  SHEAR    NA   -5.8   30.05   68.98  FCST   GOES16 35.6 
2019MAY21 101000  2.3 1005.9  33.0  2.2 2.5 2.5  none   ON  OFF    8.84 -16.78  SHEAR    NA   -5.6   30.09   68.96  FCST   GOES16 35.6 
2019MAY21 104000  2.3 1005.9  33.0  2.3 2.4 2.4  none  OFF  OFF   -1.16 -18.37  CRVBND   NA   -5.6   30.13   68.94  FCST   GOES16 35.7 
2019MAY21 111000  2.4 1005.3  34.0  2.4 2.3 2.3  none  OFF  OFF    3.84 -17.47  CRVBND   NA   -5.6   30.17   68.91  FCST   GOES16 35.7 
2019MAY21 114000  2.4 1005.3  34.0  2.3 2.0 2.0  none   ON  OFF   10.84 -13.92  CRVBND   NA   -5.6   30.21   68.88  FCST   GOES16 35.8 
2019MAY21 121000  2.4 1005.2  34.0  2.2 1.9 1.5  0.5Thour  ON  OFF   12.84  -9.39  SHEAR    NA   -5.6   30.25   68.85  FCST   GOES16 35.8 
2019MAY21 124000  2.4 1005.2  34.0  2.2 1.8 1.5  0.5Thour  ON  OFF   10.34  -7.35  SHEAR    NA   -5.6   30.29   68.82  FCST   GOES16 35.9 
2019MAY21 131000  2.4 1005.0  34.0  2.0 1.7 1.5  0.5Thour  ON  OFF   15.34   0.37  SHEAR    NA   -5.6   30.80   69.08  FCST   GOES16 36.4 
2019MAY21 134000  2.4 1005.0  34.0  1.9 1.7 1.5  0.5Thour  ON  FLG   14.84  -3.12  SHEAR    NA   -5.6   30.74   69.24  FCST   GOES16 36.3 
2019MAY21 141000  2.4 1005.0  34.0  1.8 1.5 1.5  none   ON  FLG   14.84  -4.34  SHEAR    NA   -5.6   30.76   69.23  FCST   GOES16 36.3 
2019MAY21 144000  2.4 1005.0  34.0  1.8 2.4 2.5  0.5Thour  ON  FLG   14.34  -5.10  SHEAR    NA   -5.6   30.78   69.22  FCST   GOES16 36.4 
2019MAY21 151000  2.4 1005.0  34.0  1.7 1.5 1.5  none   ON  FLG   11.84  -6.20  SHEAR    NA   -5.6   30.81   69.19  FCST   GOES16 36.4 
2019MAY21 154000  2.4 1005.0  34.0  1.8 2.0 2.0  none   ON  FLG    3.84  -7.18  CRVBND   NA   -5.6   30.84   69.16  FCST   GOES16 36.4 
2019MAY21 161000  2.4 1004.9  34.0  1.8 2.2 2.5  0.5Thour  ON  OFF   12.34  -8.45  SHEAR    NA   -5.6   30.87   69.12  FCST   GOES16 36.5 
2019MAY21 164000  2.4 1004.9  34.0  1.9 2.3 2.3  none   ON  OFF   12.84  -8.44  CRVBND   NA   -5.6   30.90   69.07  FCST   GOES16 36.5 
2019MAY21 171000  2.4 1004.9  34.0  2.0 2.3 2.3  none   ON  OFF    9.84  -7.55  CRVBND   NA   -5.6   30.93   69.01  FCST   GOES16 36.6 
2019MAY21 174000  2.3 1005.5  33.0  2.0 1.5 1.5  none   ON  OFF   14.34  -7.44  SHEAR    NA   -5.6   30.97   68.95  FCST   GOES16 36.6 
2019MAY21 181000  2.2 1006.0  32.0  1.9 1.5 1.5  none   ON  OFF   14.84  -7.85  SHEAR    NA   -5.6   31.01   68.88  FCST   GOES16 36.7 
2019MAY21 184000  2.2 1006.0  32.0  2.0 2.5 2.5  none   ON  OFF   14.84  -7.02  SHEAR    NA   -5.6   31.05   68.81  FCST   GOES16 36.7 
2019MAY21 191000  2.0 1007.1  30.0  1.9 1.5 1.5  none   ON  OFF   14.84  -4.46  SHEAR    NA   -5.6   31.09   68.73  FCST   GOES16 36.8 
