=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2018OCT06 203000  1.5 1009.0  25.0  1.5 1.5 1.5  none  OFF  OFF   10.84 -23.90  SHEAR    NA   -6.2   17.97   86.60  FCST   GOES16 24.9 
2018OCT06 210000  1.6 1009.0  26.0  1.6 1.7 2.4  0.2Thour OFF  OFF   12.34 -39.84  CRVBND   NA   -6.2   18.00   86.60  FCST   GOES16 24.9 
2018OCT06 213000  1.6 1009.0  26.0  1.6 1.7 2.3  0.2Thour OFF  OFF   10.34 -43.10  CRVBND   NA   -6.2   18.03   86.60  FCST   GOES16 25.0 
2018OCT06 220000  1.7 1009.0  27.0  1.7 1.9 2.3  0.2Thour OFF  OFF    6.34 -46.13  CRVBND   NA   -6.2   18.07   86.61  FCST   GOES16 25.0 
2018OCT06 223000  1.7 1009.0  27.0  1.7 1.9 2.3  0.2Thour OFF  OFF   10.84 -44.68  CRVBND   NA   -6.2   18.10   86.61  FCST   GOES16 25.0 
2018OCT06 230000  1.7 1009.0  27.0  1.7 2.0 2.0  none  OFF  OFF    6.84 -40.68  CRVBND   NA   -3.3   18.14   86.62  FCST   GOES16 25.1 
2018OCT06 233000  1.8 1009.5  28.0  1.8 2.1 2.3  0.2Thour OFF  OFF    8.34 -30.35  CRVBND   NA   -3.3   18.18   86.62  FCST   GOES16 25.1 
2018OCT07 000000  1.9 1008.9  29.0  1.9 2.1 2.1  none  OFF  OFF    0.84 -30.87  CRVBND   NA   -3.3   18.21   86.63  FCST   GOES16 25.1 
2018OCT07 003000  2.0 1008.2  30.0  2.0 2.3 2.3  none  OFF  OFF    3.34 -29.36  CRVBND   NA   -3.3   18.51   86.61  FCST   GOES16 25.4 
2018OCT07 010000  2.0 1008.1  30.0  2.0 2.3 2.3  none  OFF  OFF    1.34 -30.28  CRVBND   NA   -3.3   18.61   86.60  FCST   GOES16 25.5 
2018OCT07 013000  2.1 1007.6  31.0  2.1 2.5 2.5  none  OFF  OFF  -26.16 -35.19  CRVBND   NA   -3.3   18.66   86.60  FCST   GOES16 25.6 
2018OCT07 020000  2.3 1006.4  33.0  2.3 2.5 2.8  0.2Thour OFF  OFF  -25.66 -42.21  CRVBND   NA   -3.3   18.71   86.60  FCST   GOES16 25.6 
2018OCT07 023000  2.3 1006.4  33.0  2.3 2.7 2.9  0.2Thour OFF  OFF  -33.16 -44.93  CRVBND   NA   -3.3   18.76   86.60  FCST   GOES16 25.7 
