=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2016NOV24 064500  4.6  978.7  79.6  4.6 4.6 4.4  MW  OFF  OFF  -71.96 -72.74  UNIFRM   NA   19.8   11.21   82.65  FCST   GOES13 15.9 MWinit1=4.44.34.3
2016NOV24 071500  4.6  978.7  79.6  4.6 4.6 4.4  MW  OFF  OFF  -72.46 -72.16  UNIFRM   NA   19.8   11.21   82.71  FCST   GOES13 15.9 MWinit1=4.44.44.4
2016NOV24 074500  4.7  976.8  82.2  4.7 4.7 4.4  MW  OFF  OFF  -72.96 -72.13  UNIFRM   NA   19.8   11.21   82.77  FCST   GOES13 16.0 MWinit1=4.44.44.4
2016NOV24 081500  4.7  976.8  82.2  4.7 4.7 4.4  MW  OFF  OFF  -70.56 -72.14  UNIFRM   NA   19.8   11.20   82.79  FCST   GOES13 16.0 MWinit1=4.44.44.4
2016NOV24 084500  4.8  974.8  84.8  4.8 4.8 4.3  MW  OFF  OFF  -69.16 -71.05  UNIFRM   NA   19.8   11.20   82.87  FCST   GOES13 16.0 MWinit1=4.34.44.4
2016NOV24 091500  4.8  974.8  84.8  4.8 4.8 4.3  MW  OFF  OFF  -66.16 -70.47  UNIFRM   NA   19.8   11.20   82.93  FCST   GOES13 16.0 MWinit1=4.34.44.4
2016NOV24 094500  4.8  974.8  84.8  4.8 4.8 4.7  MW  OFF  OFF  -63.76 -69.54  EMBC     NA   19.8   11.20   83.00  FCST   GOES13 16.1 MWinit1=4.74.44.4
2016NOV24 101500  4.9  972.9  87.4  4.9 4.9 4.3  MW  OFF  OFF  -68.36 -68.71  UNIFRM   NA   19.8   11.20   83.06  FCST   GOES13 16.1 MWinit1=4.34.44.4
2016NOV24 104500  4.9  972.9  87.4  4.9 4.9 4.2  MW   ON  OFF  -61.06 -68.13  UNIFRM   NA   19.8   11.20   83.12  FCST   GOES13 16.2 MWinit1=4.24.34.4
2016NOV24 111500  5.0  970.9  90.0  5.0 5.0 4.2  MW   ON  OFF  -58.16 -67.67  UNIFRM   NA   19.8   11.19   83.17  FCST   GOES13 16.2 MWinit1=4.24.34.4
2016NOV24 114500  5.0  970.9  90.0  5.0 5.0 4.2  MW   ON  OFF  -53.76 -66.03  UNIFRM   NA   19.8   11.19   83.23  FCST   GOES13 16.2 MWinit1=4.24.34.4
2016NOV24 121500  5.0  970.9  90.0  5.0 5.0 5.5  MW     OFF  OFF  -41.86 -65.17  EYE    -99   64.7   11.19   83.28  FCST   GOES13 16.3 
2016NOV24 124500  5.0  970.9  90.0  5.0 5.0 5.4  MW     OFF  OFF  -39.86 -63.83  EYE    -99   64.7   11.18   83.33  FCST   GOES13 16.3 
2016NOV24 131500  5.0  970.9  90.0  5.0 5.8 5.8  MW OFF  OFF  -33.36 -67.68  EYE    -99   64.7   11.23   83.13  SPRL   GOES13 16.2 
2016NOV24 134500  5.3  965.3  97.2  5.3 6.0 6.0  none  OFF  OFF  -14.56 -67.13  EYE     11   64.7   11.12   83.28  SPRL   GOES13 16.2 
2016NOV24 144500  5.4  963.4  99.6  5.4 5.9 5.9  none  OFF  OFF    2.64 -64.25  EYE     16   64.7   11.05   83.31  COMBO  GOES13 16.2 
2016NOV24 151500  5.6  959.4 104.6  5.6 6.0 6.0  none  OFF  OFF    7.84 -63.91  EYE     16   64.7   11.15   83.39  COMBO  GOES13 16.3 
2016NOV24 154500  5.7  957.2 107.2  5.7 5.8 5.8  none  OFF  OFF   -6.36 -63.44  EYE     14   64.7   11.14   83.57  COMBO  GOES13 16.4 
2016NOV24 161500  5.8  955.1 109.8  5.8 5.6 5.6  none  OFF  OFF  -16.16 -62.01  EYE    -99   64.7   11.04   83.54  SPRL   GOES13 16.3 
2016NOV24 164500  5.8  955.1 109.8  5.8 5.5 5.5  none  OFF  OFF  -15.86 -61.13  EYE     15   64.7   11.13   83.72  COMBO  GOES13 16.5 
2016NOV24 171500  5.8  955.1 109.8  5.7 5.5 5.5  none   ON  OFF  -21.06 -60.98  EYE     13   64.7   11.12   83.79  COMBO  GOES13 16.6 
2016NOV25 041500  4.0  989.1  65.0  4.0 4.0 4.0  none  OFF  OFF  -43.76 -46.72  UNIFRM   NA   42.2   10.85   85.85  FCST   GOES13 17.9 
2016NOV25 044500  4.3  984.0  72.2  4.3 4.7 4.7  none  OFF  OFF  -26.16 -52.54  EYE     23   42.2   11.08   86.00  SPRL   GOES13 18.2 
2016NOV25 051500  4.5  980.6  77.0  4.5 4.8 4.8  none  OFF  OFF  -27.86 -53.42  EYE     23   42.2   11.16   86.10  SPRL   GOES13 18.4 
2016NOV25 054500  4.5  980.5  77.0  4.3 3.8 3.7  0.5Thour  ON  OFF  -30.46 -53.98  UNIFRM   NA   42.2   11.24   86.40  SPRL   GOES13 18.7 
2016NOV25 061500  4.5  980.5  77.0  4.2 4.0 3.6  0.5Thour  ON  OFF  -35.66 -56.74  UNIFRM   NA   42.2   11.22   86.60  SPRL   GOES13 18.8 
2016NOV25 064500  4.5  980.5  77.0  4.1 3.8 3.6  0.5Thour  ON  FLG  -42.16 -57.04  UNIFRM   NA   42.2   11.29   86.90  SPRL   GOES13 19.2 
2016NOV25 071500  4.5  980.4  77.0  4.1 3.8 3.8  none   ON  FLG  -61.46 -58.32  UNIFRM   NA   42.2   11.57   86.70  SPRL   GOES13 19.2 
2016NOV25 074500  4.5  980.8  77.0  4.0 3.6 2.6  1.7T18hr  ON  FLG   -3.16 -43.66  CRVBND   NA   16.8   10.70   86.54  FCST   GOES13 18.4 
2016NOV25 081500  4.5  980.9  77.0  3.9 3.7 2.2  1.7T18hr  ON  FLG   -4.06 -37.42  CRVBND   NA   16.8   10.43   86.69  SPRL   GOES13 18.3 
2016NOV25 084500  4.5  980.7  77.0  3.7 3.5 3.0  0.5Thour  ON  FLG  -23.96 -49.68  CRVBND   NA   16.8   10.80   87.00  SPRL   GOES13 18.8 
2016NOV25 091500  4.5  980.9  77.0  3.6 3.4 3.2  0.5Thour  ON  FLG  -11.36 -46.06  CRVBND   NA   16.8   10.58   87.10  SPRL   GOES13 18.8 
2016NOV25 094500  4.5  980.8  77.0  3.5 3.3 2.0  0.7T6hr   ON  FLG  -17.86 -40.85  CRVBND   NA   16.8   10.61   86.94  FCST   GOES13 18.6 
2016NOV25 101500  4.5  980.9  77.0  3.5 3.3 2.2  0.7T6hr   ON  FLG  -24.16 -40.42  CRVBND   NA   16.8   10.58   87.04  FCST   GOES13 18.7 
2016NOV25 104500  4.4  982.6  74.6  3.4 3.6 2.3  0.7T6hr   ON  FLG  -16.56 -41.90  CRVBND   NA   16.8   10.56   87.15  FCST   GOES13 18.8 

