=====  ADT-Version 8.1.4 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2015JUN03 050000  3.9  988.7  63.0  3.2 3.2 3.0  0.7T6hr   ON  FLG  -39.46 -45.71  UNIFRM   NA    6.5   18.77  124.38  FCST   GOES15 25.1 
2015JUN03 053000  3.9  988.7  63.0  3.2 3.2 2.9  0.7T6hr   ON  FLG  -29.26 -42.93  EMBC     NA    6.5   18.80  124.42  FCST   GOES15 25.1 
2015JUN03 060000  3.8  990.0  61.0  3.2 3.1 2.6  0.7T6hr   ON  FLG  -22.96 -39.78  CRVBND   NA    6.5   18.83  124.46  FCST   GOES15 25.1 
2015JUN03 063000  3.7  991.3  59.0  3.1 3.0 2.5  0.7T6hr   ON  FLG  -21.16 -36.02  CRVBND   NA    6.5   18.87  124.51  FCST   GOES15 25.1 
2015JUN03 070000  3.7  991.3  59.0  3.1 3.0 2.3  0.7T6hr   ON  FLG   -3.46 -33.00  CRVBND   NA    6.5   18.90  124.55  FCST   GOES15 25.1 
2015JUN03 073000  3.7  991.3  59.0  3.1 3.0 2.5  0.7T6hr   ON  FLG    0.24 -30.34  CRVBND   NA    6.5   18.93  124.59  FCST   GOES15 25.2 
2015JUN03 080000  3.6  992.6  57.0  3.0 2.9 2.3  0.7T6hr   ON  OFF   -9.76 -26.74  CRVBND   NA    6.5   18.96  124.63  FCST   GOES15 25.2 
2015JUN03 083000  3.6  992.5  57.0  3.0 2.9 2.5  0.7T6hr   ON  OFF   -6.66 -23.55  CRVBND   NA    6.5   18.99  124.66  FCST   GOES15 25.2 
2015JUN03 090000  3.5  992.7  55.0  2.9 2.8 2.5  0.7T6hr   ON  OFF  -27.36 -24.39  CRVBND   NA    6.5   19.23  124.84  FCST   GOES15 25.3 
2015JUN03 093000  3.3  995.3  51.0  2.9 2.7 2.7  none   ON  FLG  -13.56 -25.64  CRVBND   NA    6.5   19.26  124.87  FCST   GOES15 25.3 
2015JUN03 100000  3.3  995.3  51.0  2.8 2.7 2.7  none   ON  FLG   -5.46 -27.21  CRVBND   NA    6.5   19.30  124.90  FCST   GOES15 25.4 
2015JUN03 103000  3.3  995.2  51.0  2.8 2.6 2.5  0.7T6hr   ON  FLG    7.74 -20.78  CRVBND   NA    6.5   19.34  124.93  FCST   GOES15 25.4 
2015JUN03 110000  3.2  996.5  49.0  2.7 2.5 2.3  0.7T6hr   ON  FLG   -1.56 -22.18  CRVBND   NA    6.5   19.37  124.96  FCST   GOES15 25.4 
2015JUN03 113000  3.2  996.5  49.0  2.6 2.5 2.3  0.7T6hr   ON  FLG   -8.96 -27.57  CRVBND   NA    6.5   19.41  124.98  FCST   GOES15 25.4 
2015JUN03 120000  3.2  996.4  49.0  2.6 2.5 2.3  0.7T6hr   ON  FLG  -14.76 -25.81  CRVBND   NA    6.5   19.44  125.01  FCST   GOES15 25.5 
2015JUN03 123000  3.1  997.7  47.0  2.5 2.4 2.3  0.7T6hr   ON  FLG   -7.56 -24.42  CRVBND   NA    6.5   19.48  125.04  FCST   GOES15 25.5 
2015JUN03 130000  3.1  997.7  47.0  2.5 2.5 2.5  none   ON  FLG   -4.86 -23.53  CRVBND   NA    6.5   19.51  125.07  FCST   GOES15 25.5 
2015JUN03 133000  3.1  997.6  47.0  2.4 2.4 2.3  0.7T6hr   ON  FLG   -1.26 -22.60  CRVBND   NA   NA    19.55  125.10  FCST   GOES15 25.5 
2015JUN03 140000  3.0  998.9  45.0  2.4 2.6 2.6  none   ON  OFF    2.44 -21.36  CRVBND   NA   NA    19.58  125.12  FCST   GOES15 25.5 
2015JUN03 143000  2.9 1000.1  43.0  2.4 2.5 2.5  none   ON  OFF    4.64 -20.61  CRVBND   NA   NA    19.61  125.15  FCST   GOES15 25.6 
2015JUN03 150000  2.9 1000.0  43.0  2.4 2.5 2.5  none   ON  OFF    6.34 -19.87  CRVBND   NA   NA    19.64  125.17  FCST   GOES15 25.6 
2015JUN03 153000  2.9 1000.0  43.0  2.4 2.3 2.3  none   ON  OFF   10.54 -17.24  CRVBND   NA   NA    19.67  125.20  FCST   GOES15 25.6 
2015JUN03 160000  2.8 1001.3  41.0  2.4 2.4 2.4  none   ON  OFF   12.34 -10.55  SHEAR    NA   NA    19.60  125.40  FCST   GOES15 25.4 
2015JUN03 163000  2.8 1001.3  41.0  2.3 1.9 1.5  0.5Thour  ON  OFF   13.54  -8.54  SHEAR    NA   NA    19.63  125.43  FCST   GOES15 25.4 
2015JUN03 170000  2.7 1002.4  39.0  2.3 2.1 2.1  none   ON  OFF   15.24  -5.86  SHEAR    NA   NA    19.66  125.45  FCST   GOES15 25.4 
2015JUN03 173000  2.6 1003.5  37.0  2.2 1.8 1.5  0.5Thour  ON  FLG   15.64  -4.89  SHEAR    NA   NA    19.68  125.48  FCST   GOES15 25.5 
2015JUN03 180000  2.6 1003.5  37.0  2.1 1.8 1.5  0.5Thour  ON  FLG   15.94  -5.02  SHEAR    NA   NA    19.71  125.51  FCST   GOES15 25.5 
2015JUN03 183000  2.5 1004.4  35.0  2.0 1.7 1.5  0.5Thour  ON  FLG   16.14  -3.26  SHEAR    NA   NA    19.74  125.53  FCST   GOES15 25.5 
2015JUN03 190000  2.5 1004.4  35.0  1.9 1.6 1.5  0.5Thour  ON  FLG   15.64  -1.00  SHEAR    NA   NA    19.77  125.55  FCST   GOES15 25.5 
2015JUN03 193000  2.4 1004.8  34.0  1.7 1.5 1.5  none   ON  FLG   16.14  -1.32  SHEAR    NA   NA    19.79  125.58  FCST   GOES15 25.5 
2015JUN03 200000  2.4 1004.8  34.0  1.7 1.5 1.5  none   ON  FLG   16.64   0.15  SHEAR    NA   NA    19.82  125.60  FCST   GOES15 25.5 
2015JUN03 203000  2.4 1004.8  34.0  1.6 1.5 1.5  none   ON  FLG   16.74   2.41  SHEAR    NA   NA    19.84  125.62  FCST   GOES15 25.6 
2015JUN03 210000  2.4 1004.8  34.0  1.5 1.5 1.5  none   ON  FLG   16.94   3.30  SHEAR    NA   NA    19.87  125.63  FCST   GOES15 25.6 
2015JUN03 213000  2.4 1004.8  34.0  1.5 1.5 1.5  none   ON  FLG   16.34   3.82  SHEAR    NA   NA    19.89  125.65  FCST   GOES15 25.6 
2015JUN03 220000  2.4 1005.2  34.0  1.5 1.5 1.5  none   ON  FLG   15.94  -3.61  SHEAR    NA   NA    19.90  125.40  FCST   GOES15 25.7 
2015JUN03 223000  2.3 1005.8  33.0  1.5 1.5 1.5  none   ON  FLG   15.64  -2.97  SHEAR    NA   NA    19.91  125.40  FCST   GOES15 25.7 
2015JUN03 230000  2.3 1005.8  33.0  1.5 1.5 1.5  none   ON  OFF   15.94  -2.01  SHEAR    NA   NA    19.93  125.40  FCST   GOES15 25.8 
2015JUN03 233000  2.2 1006.3  32.0  1.5 1.5 1.5  none   ON  OFF   16.34  -3.04  SHEAR    NA   NA    19.94  125.41  FCST   GOES15 25.8 
2015JUN04 000000  2.1 1006.7  31.0  1.5 1.5 1.5  none   ON  OFF   15.94  -2.21  SHEAR    NA   NA    19.96  125.41  FCST   GOES15 25.8 
2015JUN04 003000  1.9 1007.5  29.0  1.5 1.5 1.5  none   ON  OFF   16.24  -1.89  SHEAR    NA   NA    19.97  125.41  FCST   GOES15 25.8 
2015JUN04 010000  1.9 1007.5  29.0  1.5 1.5 1.5  none   ON  OFF   15.84  -3.76  SHEAR    NA   NA    19.99  125.41  FCST   GOES15 25.8 
2015JUN04 013000  1.7 1008.2  27.0  1.5 2.0 2.8  0.5Thour  ON  OFF   16.44  -3.40  SHEAR    NA   NA    20.00  125.41  FCST   GOES15 25.8 
2015JUN04 020000  1.6 1008.5  26.0  1.6 2.0 2.6  0.5Thour  ON  OFF   16.64  -5.25  SHEAR    NA   NA    20.02  125.41  FCST   GOES15 25.8 
2015JUN04 023000  1.7 1008.2  27.0  1.7 2.0 2.4  0.5Thour OFF  OFF   17.14  -6.36  SHEAR    NA   NA    20.03  125.41  FCST   GOES15 25.9 
2015JUN04 030000  1.8 1007.8  28.0  1.8 2.1 2.4  0.5Thour OFF  OFF   17.34  -5.67  SHEAR    NA   NA    20.04  125.41  FCST   GOES15 25.9 
2015JUN04 033000  1.9 1007.5  29.0  1.9 2.2 2.3  0.5Thour OFF  OFF   17.44  -4.00  SHEAR    NA   NA    20.05  125.41  FCST   GOES15 25.9 
2015JUN04 040000  2.0 1007.0  30.0  2.0 2.2 2.3  0.7T6hr  OFF  OFF    5.24 -11.31  CRVBND   NA   NA    20.20  125.10  FCST   GOES15 26.2 
2015JUN04 043000  2.1 1006.6  31.0  2.1 2.2 2.6  0.7T6hr  OFF  OFF    5.94 -10.90  CRVBND   NA   NA    20.21  125.09  FCST   GOES15 26.2 
2015JUN04 050000  2.1 1006.6  31.0  2.1 2.5 2.7  0.5Thour OFF  OFF   12.14 -11.48  SHEAR    NA   NA    20.22  125.08  FCST   GOES15 26.2 
2015JUN04 053000  2.2 1006.2  32.0  2.2 2.5 2.8  1.0T6hr  OFF  OFF   10.14  -9.10  SHEAR    NA   NA    20.23  125.08  FCST   GOES15 26.2 
2015JUN04 060000  2.3 1005.7  33.0  2.3 2.5 2.5  none  OFF  OFF   13.84  -5.44  SHEAR    NA   NA    20.24  125.07  FCST   GOES15 26.2 
2015JUN04 063000  2.3 1005.6  33.0  2.2 1.7 1.5  0.5Thour  ON  OFF   14.44  -3.49  SHEAR    NA   NA    20.25  125.06  FCST   GOES15 26.3 
2015JUN04 070000  2.3 1005.6  33.0  2.2 1.8 1.5  0.5Thour  ON  OFF   15.44  -1.13  SHEAR    NA   NA    20.26  125.06  FCST   GOES15 26.3 
2015JUN04 073000  2.3 1005.6  33.0  2.1 1.7 1.5  0.5Thour  ON  OFF   16.44   2.35  SHEAR    NA   NA    20.27  125.05  FCST   GOES15 26.3 
2015JUN04 080000  2.3 1005.6  33.0  1.9 1.7 1.5  0.5Thour  ON  OFF   17.74   4.98  SHEAR    NA   NA    20.27  125.05  FCST   GOES15 26.3 
2015JUN04 083000  2.3 1005.6  33.0  1.9 1.6 1.5  0.5Thour  ON  FLG   17.94   7.89  SHEAR    NA   NA    20.28  125.04  FCST   GOES15 26.3 
2015JUN04 090000  2.3 1005.6  33.0  1.7 1.5 1.5  none   ON  FLG   17.94   8.97  SHEAR    NA   NA    20.28  125.04  FCST   GOES15 26.3 
2015JUN04 093000  2.3 1005.6  33.0  1.6 1.5 1.5  none   ON  FLG   18.34   7.01  SHEAR    NA   NA    20.29  125.03  FCST   GOES15 26.3 
2015JUN04 100000  2.3 1005.7  33.0  1.6 1.5 1.5  none   ON  FLG   18.54   6.38  SHEAR    NA   NA    20.20  124.90  FCST   GOES15 26.3 
2015JUN04 103000  2.3 1005.7  33.0  1.5 1.5 1.5  none   ON  FLG   18.54   7.36  SHEAR    NA   NA    20.20  124.89  FCST   GOES15 26.3 
2015JUN04 110000  2.3 1005.7  33.0  1.5 1.5 1.5  none   ON  FLG   18.74   7.67  SHEAR    NA   NA    20.20  124.89  FCST   GOES15 26.3 
2015JUN04 113000  2.3 1005.7  33.0  1.5 1.5 1.5  none   ON  FLG   18.74  12.03  SHEAR    NA   NA    20.21  124.88  FCST   GOES15 26.3 
2015JUN04 120000  2.3 1005.7  33.0  1.5 1.5 1.5  none   ON  FLG   18.44  12.37  SHEAR    NA   NA    20.21  124.87  FCST   GOES15 26.3 
2015JUN04 123000  2.2 1006.2  32.0  1.5 1.5 1.5  none   ON  OFF   18.54  12.99  SHEAR    NA   NA    20.21  124.87  FCST   GOES15 26.3 
2015JUN04 130000  2.1 1006.8  31.0  1.5 1.5 1.5  none   ON  OFF   18.84  12.49  SHEAR    NA   NA    20.21  124.86  FCST   GOES15 26.3 
2015JUN04 133000  2.1 1006.8  31.0  1.5 1.5 1.5  none   ON  OFF   18.84  12.39  SHEAR    NA   NA    20.21  124.86  FCST   GOES15 26.3 
2015JUN04 140000  1.9 1007.9  29.0  1.5 1.5 1.5  none   ON  OFF   18.74  12.38  SHEAR    NA   NA    20.21  124.85  FCST   GOES15 26.3 
2015JUN04 143000  1.7 1009.0  27.0  1.5 1.5 1.5  none   ON  OFF   18.74  13.47  SHEAR    NA   NA    20.21  124.85  FCST   GOES15 26.3 
2015JUN04 150000  1.7 1009.0  27.0  1.5 1.5 1.5  none   ON  OFF   18.54  13.77  SHEAR    NA   NA    20.21  124.84  FCST   GOES15 26.3 
2015JUN04 153000  1.6 1009.6  26.0  1.5 1.5 1.5  none   ON  OFF   18.54  13.97  SHEAR    NA   NA    20.21  124.84  FCST   GOES15 26.3 
2015JUN04 160000  1.5 1009.8  25.0  1.5 1.5 1.5  none   ON  OFF   18.94  15.84  SHEAR    NA   NA    19.90  124.80  FCST   GOES15 26.0 
2015JUN04 163000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   18.84  16.03  SHEAR    NA   NA    19.89  124.79  FCST   GOES15 26.0 
2015JUN04 170000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   18.94  16.24  SHEAR    NA   NA    19.89  124.78  FCST   GOES15 26.0 
2015JUN04 173000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   18.74  16.08  SHEAR    NA   NA    19.89  124.76  FCST   GOES15 26.0 
2015JUN04 180000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   18.74  15.96  SHEAR    NA   NA    19.90  124.74  FCST   GOES15 26.1 
2015JUN04 183000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   18.74  16.08  SHEAR    NA   NA    19.90  124.71  FCST   GOES15 26.1 
2015JUN04 190000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   18.74  16.02  SHEAR    NA   NA    19.91  124.68  FCST   GOES15 26.1 
2015JUN04 193000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   18.74  16.01  SHEAR    NA   NA    19.91  124.65  FCST   GOES15 26.1 
2015JUN04 200000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   18.84  16.02  SHEAR    NA   NA    19.92  124.61  FCST   GOES15 26.1 
2015JUN04 203000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   19.04  16.10  SHEAR    NA   NA    19.93  124.58  FCST   GOES15 26.2 
2015JUN04 210000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   19.04  16.12  SHEAR    NA   NA    19.94  124.54  FCST   GOES15 26.2 
2015JUN04 213000  1.5 1009.8  25.0  1.5 1.5 1.5  none  OFF  OFF   19.24  14.87  SHEAR    NA   NA    19.95  124.50  FCST   GOES15 26.2 
2015JUN04 220000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   19.24  13.86  SHEAR    NA   NA    20.10  124.30  FCST   GOES15 26.5 
2015JUN04 223000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   19.04  13.48  SHEAR    NA   NA    20.10  124.28  FCST   GOES15 26.5 
2015JUN04 230000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   18.94  13.00  SHEAR    NA   NA    20.09  124.27  FCST   GOES15 26.5 
2015JUN04 233000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   18.94  14.97  SHEAR    NA   NA    20.09  124.25  FCST   GOES15 26.5 
2015JUN05 000000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   18.74  14.75  SHEAR    NA   NA    20.09  124.23  FCST   GOES15 26.5 
2015JUN05 003000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   18.54  14.74  SHEAR    NA   NA    20.08  124.21  FCST   GOES15 26.5 
2015JUN05 010000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   18.54  14.67  SHEAR    NA   NA    20.07  124.19  FCST   GOES15 26.5 
2015JUN05 013000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   17.94  14.87  SHEAR    NA   NA    20.07  124.17  FCST   GOES15 26.5 
2015JUN05 020000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   17.64  14.85  SHEAR    NA   NA    20.06  124.15  FCST   GOES15 26.5 
2015JUN05 023000  1.5 1008.2  25.0  1.5 1.5 1.5  none  OFF  OFF   17.74  14.69  SHEAR    NA   NA    20.06  124.13  FCST   GOES15 26.5 
2015JUN05 030000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   17.94  14.33  SHEAR    NA   NA    20.05  124.11  FCST   GOES15 26.5 
2015JUN05 033000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   17.84  14.30  SHEAR    NA   NA    20.04  124.09  FCST   GOES15 26.5 
2015JUN05 040000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   18.24  14.48  SHEAR    NA   NA    20.03  124.07  FCST   GOES15 26.5 
2015JUN05 043000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   18.24  14.78  SHEAR    NA   NA    20.03  124.06  FCST   GOES15 26.5 
2015JUN05 050000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   18.24  14.77  SHEAR    NA   NA    20.02  124.04  FCST   GOES15 26.5 
2015JUN05 053000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   18.14  14.67  SHEAR    NA   NA    20.01  124.02  FCST   GOES15 26.5 
2015JUN05 060000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   17.94  14.80  SHEAR    NA   NA    20.00  124.00  FCST   GOES15 26.5 
2015JUN05 063000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   17.74  14.98  SHEAR    NA   NA    19.99  123.98  FCST   GOES15 26.5 
2015JUN05 070000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   17.64  14.92  SHEAR    NA   NA    19.98  123.97  FCST   GOES15 26.5 
2015JUN05 073000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   17.64  14.78  SHEAR    NA   NA    19.97  123.95  FCST   GOES15 26.5 
2015JUN05 080000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   17.74  14.81  SHEAR    NA   NA    19.96  123.93  FCST   GOES15 26.5 
2015JUN05 083000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   17.44  15.14  SHEAR    NA   NA    19.95  123.92  FCST   GOES15 26.5 
2015JUN05 090000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  14.80  SHEAR    NA   NA    19.94  123.90  FCST   GOES15 26.5 
2015JUN05 093000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.34  15.02  SHEAR    NA   NA    19.93  123.89  FCST   GOES15 26.5 
2015JUN05 100000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.84  14.76  SHEAR    NA   NA    19.92  123.87  FCST   GOES15 26.5 
2015JUN05 103000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.84  14.84  SHEAR    NA   NA    19.91  123.86  FCST   GOES15 26.5 
2015JUN05 110000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   17.24  14.72  SHEAR    NA   NA    19.90  123.85  FCST   GOES15 26.5 
2015JUN05 113000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   16.64  14.34  SHEAR    NA   NA    19.88  123.83  FCST   GOES15 26.5 
2015JUN05 120000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   15.94  14.12  SHEAR    NA   NA    19.87  123.82  FCST   GOES15 26.5 
2015JUN05 123000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   15.74  13.59  SHEAR    NA   NA    19.86  123.81  FCST   GOES15 26.5 
2015JUN05 130000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   15.34  12.86  SHEAR    NA   NA    19.85  123.80  FCST   GOES15 26.5 
2015JUN05 133000  1.5 1008.3  25.0  1.5 1.5 1.5  none  OFF  OFF   14.24  12.62  SHEAR    NA   NA    19.83  123.79  FCST   GOES15 26.5 
2015JUN05 140000  1.5 1008.4  25.0  1.5 1.5 1.5  none  OFF  OFF   14.54  12.19  SHEAR    NA   NA    19.82  123.78  FCST   GOES15 26.5 
2015JUN05 143000  1.5 1008.4  25.0  1.5 1.5 1.5  none  OFF  OFF   14.74  11.87  SHEAR    NA   NA    19.81  123.77  FCST   GOES15 26.5 
2015JUN05 150000  1.5 1008.4  25.0  1.5 1.5 1.5  none  OFF  OFF   14.74  11.68  SHEAR    NA   NA    19.79  123.76  FCST   GOES15 26.5 
2015JUN05 153000  1.5 1008.4  25.0  1.5 1.5 1.5  none  OFF  OFF   14.44  11.59  SHEAR    NA   NA    19.78  123.75  FCST   GOES15 26.5 


