=====  ADT-Version 8.1.4 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2015MAY31 010000  5.0  969.0  90.0  4.6 4.4 4.4  none   ON  OFF  -55.26 -67.74  EMBC     NA   39.1   15.17  116.90  FCST   GOES15 27.4 
2015MAY31 013000  5.0  969.0  90.0  4.5 4.4 4.4  none   ON  OFF  -63.16 -66.43  EMBC     NA   53.3   15.20  116.95  FCST   GOES15 27.4 
2015MAY31 020000  5.0  968.9  90.0  4.4 4.1 3.8  0.5Thour  ON  FLG  -62.76 -65.45  UNIFRM   NA   53.3   15.24  117.00  FCST   GOES15 27.4 
2015MAY31 023000  5.0  968.9  90.0  4.3 4.0 3.7  0.5Thour  ON  FLG  -65.06 -65.34  UNIFRM   NA   53.3   15.27  117.05  FCST   GOES15 27.3 
2015MAY31 030000  5.0  968.9  90.0  4.2 3.9 3.8  0.5Thour  ON  FLG  -66.36 -66.27  UNIFRM   NA   53.3   15.30  117.10  FCST   GOES15 27.3 
2015MAY31 033000  5.0  968.9  90.0  4.1 4.0 3.8  0.7T6hr   ON  FLG  -64.66 -67.19  UNIFRM   NA   53.3   15.34  117.15  FCST   GOES15 27.3 
2015MAY31 040000  5.0  968.8  90.0  4.1 4.7 4.7  none   ON  FLG  -64.26 -72.84  EMBC     NA   53.3   15.15  116.84  SPRL   GOES15 27.4 
2015MAY31 043000  5.0  968.7  90.0  4.2 4.6 4.6  none   ON  OFF  -62.36 -72.98  EMBC     NA   53.3   15.28  117.00  SPRL   GOES15 27.4 
2015MAY31 050000  4.8  972.8  84.8  4.2 4.6 6.2  0.5Thour  ON  OFF  -25.38 -73.19  EYEP  -99   53.3   15.20  117.05  SPRL   GOES15 27.3 
2015MAY31 053000  4.8  972.7  84.8  4.4 4.7 6.1  0.5Thour  ON  OFF  -25.53 -72.72  EYEP  -99   53.3   15.28  117.15  FCST   GOES15 27.3 
2015MAY31 060000  4.7  974.7  82.2  4.3 4.1 4.1  none   ON  OFF  -67.16 -73.20  UNIFRM   NA   53.3   15.15  117.15  SPRL   GOES15 27.2 
2015MAY31 063000  4.6  976.6  79.6  4.4 4.0 3.9  0.7T6hr   ON  OFF  -68.46 -72.81  UNIFRM   NA   53.3   15.33  117.25  FCST   GOES15 27.2 
2015MAY31 070000  4.6  976.8  79.6  4.3 3.9 3.7  0.7T6hr   ON  OFF  -71.16 -70.59  UNIFRM   NA   53.3   14.70  117.14  SPRL   GOES15 26.8 
2015MAY31 073000  4.5  978.4  77.0  4.2 3.9 3.7  0.5Thour  ON  OFF  -64.26 -70.73  UNIFRM   NA   53.3   15.38  117.35  FCST   GOES15 27.2 
2015MAY31 080000  4.4  980.2  74.6  4.0 3.8 3.7  0.5Thour  ON  OFF  -67.16 -71.51  UNIFRM   NA   53.3   15.15  117.34  SPRL   GOES15 27.0 
2015MAY31 083000  4.4  980.3  74.6  4.0 3.7 3.7  none   ON  OFF  -66.76 -71.69  UNIFRM   NA   53.3   15.08  117.39  SPRL   GOES15 26.9 
2015MAY31 090000  4.4  980.3  74.6  3.8 3.7 3.7  none   ON  FLG  -62.76 -72.62  UNIFRM   NA   53.3   15.00  117.34  SPRL   GOES15 26.9 
2015MAY31 093000  4.4  980.2  74.6  3.8 3.7 3.7  none   ON  FLG  -64.66 -71.86  UNIFRM   NA   53.3   15.23  117.49  SPRL   GOES15 26.9 
2015MAY31 100000  4.4  980.3  74.6  3.8 4.3 6.1  0.5Thour  ON  FLG  -23.98 -71.62  EYEP  -99   53.3   15.35  117.45  SPRL   GOES15 27.1 
2015MAY31 103000  4.4  980.3  74.6  3.8 3.7 3.7  none   ON  FLG  -59.36 -72.54  UNIFRM   NA   53.3   15.37  117.60  SPRL   GOES15 26.9 
2015MAY31 110000  4.4  980.3  74.6  3.8 3.7 3.7  none   ON  FLG  -60.86 -73.24  UNIFRM   NA   53.3   15.29  117.75  SPRL   GOES15 26.8 
2015MAY31 113000  4.4  980.3  74.6  3.7 3.7 3.7  none   ON  FLG  -60.06 -73.16  UNIFRM   NA   22.7   15.31  117.80  SPRL   GOES15 26.7 
2015MAY31 120000  4.4  980.3  74.6  3.7 3.6 3.6  none   ON  OFF  -61.96 -71.71  UNIFRM   NA   22.7   15.23  117.96  SPRL   GOES15 26.5 
2015MAY31 123000  4.4  980.3  74.6  3.8 4.0 4.0  none   ON  OFF  -54.26 -71.11  EMBC     NA   50.6   15.35  117.80  SPRL   GOES15 26.8 
2015MAY31 130000  4.2  983.6  69.8  3.7 4.0 4.0  none   ON  OFF  -54.56 -69.94  EMBC     NA   50.6   15.37  117.85  SPRL   GOES15 26.7 
2015MAY31 133000  4.2  983.7  69.8  3.7 3.6 3.6  none   ON  OFF  -58.66 -68.22  UNIFRM   NA   50.6   15.29  117.90  SPRL   GOES15 26.6 
2015MAY31 140000  4.0  987.0  65.0  3.7 3.5 3.5  none   ON  OFF  -58.26 -67.46  UNIFRM   NA   17.7   15.21  117.95  SPRL   GOES15 26.5 
2015MAY31 143000  3.8  989.7  61.0  3.7 3.6 3.6  none   ON  OFF  -53.56 -68.64  UNIFRM   NA   17.7   15.22  118.10  SPRL   GOES15 26.4 
2015MAY31 150000  3.8  989.7  61.0  3.7 4.2 5.6  0.5Thour  ON  OFF  -39.26 -68.63  EYE    -99   17.7   15.24  118.05  SPRL   GOES15 26.5 
2015MAY31 153000  3.8  989.7  61.0  3.7 3.6 3.6  none   ON  OFF  -42.06 -69.55  UNIFRM   NA   17.7   15.26  118.10  SPRL   GOES15 26.4 
2015MAY31 160000  3.8  989.7  61.0  3.8 4.2 6.0  0.5Thour OFF  OFF  -19.66 -69.41  EYE      9   17.7   15.25  118.25  SPRL   GOES15 26.3 
2015MAY31 163000  3.8  989.7  61.0  3.8 4.2 6.0  0.5Thour OFF  OFF  -10.76 -68.64  EYE     10   17.7   15.27  118.30  SPRL   GOES15 26.3 
2015MAY31 170000  3.9  988.4  63.0  3.9 4.3 5.7  0.5Thour OFF  OFF  -22.16 -67.09  EYE     14   17.7   15.28  118.25  SPRL   GOES15 26.3 
2015MAY31 173000  4.2  983.7  69.8  4.2 5.4 5.9  1.7T6hr  OFF  OFF  -18.36 -68.55  EYE     14   17.7   15.30  118.40  COMBO  GOES15 26.2 
2015MAY31 180000  4.4  980.3  74.6  4.4 5.4 6.1  1.7T6hr  OFF  OFF   -9.76 -69.43  EYE    -99   17.7   15.21  118.45  COMBO  GOES15 26.1 
2015MAY31 183000  4.6  976.7  79.6  4.6 5.5 6.1  1.7T6hr  OFF  OFF  -14.06 -69.22  EYE    -99   17.7   15.23  118.40  COMBO  GOES15 26.2 
2015MAY31 190000  4.9  970.9  87.4  4.9 5.4 6.1  1.7T6hr  OFF  OFF   -7.86 -68.42  EYE     18   17.7   15.25  118.45  COMBO  GOES15 26.1 
2015MAY31 193000  5.0  968.9  90.0  5.0 5.4 6.2  1.7T6hr  OFF  OFF    0.64 -67.67  EYE     21   17.7   15.27  118.60  COMBO  GOES15 26.0 
2015MAY31 200000  5.2  965.2  94.8  5.2 5.4 6.0  1.7T6hr  OFF  OFF   -2.76 -67.02  EYE     19   17.7   15.29  118.65  COMBO  GOES15 26.0 
2015MAY31 203000  5.4  961.4  99.6  5.4 5.4 6.2  1.7T6hr  OFF  OFF    6.64 -67.26  EYE     20   17.7   15.30  118.60  COMBO  GOES15 26.1 
2015MAY31 210000  5.4  961.4  99.6  5.4 5.4 6.1  1.7T6hr  OFF  OFF    5.34 -67.59  EYE     22   17.7   15.32  118.65  COMBO  GOES15 26.0 
2015MAY31 213000  5.4  961.4  99.6  5.4 5.4 6.2  1.7T6hr  OFF  OFF    6.64 -68.37  EYE     22   17.7   15.24  118.80  COMBO  GOES15 25.8 
2015MAY31 220000  5.4  961.4  99.6  5.4 5.5 6.3  1.7T6hr  OFF  OFF    8.14 -68.39  EYE     21   17.7   15.25  118.85  COMBO  GOES15 25.8 
2015MAY31 223000  5.4  961.4  99.6  5.4 5.5 6.2  1.7T6hr  OFF  OFF    5.54 -68.65  EYE     23   17.7   15.26  118.79  COMBO  GOES15 25.9 
2015MAY31 230000  5.4  961.4  99.6  5.4 5.6 6.3  1.7T6hr  OFF  OFF    8.14 -68.83  EYE     22   17.7   15.26  118.84  COMBO  GOES15 25.8 
2015MAY31 233000  5.5  959.5 102.0  5.5 5.9 6.2  1.7T6hr  OFF  OFF    7.54 -68.53  EYE     22   17.7   15.26  119.00  COMBO  GOES15 25.7 
2015JUN01 000000  5.6  957.3 104.6  5.6 6.1 6.3  1.7T6hr  OFF  OFF    7.04 -69.17  EYE     20   17.7   15.27  118.94  COMBO  GOES15 25.7 
2015JUN01 003000  5.8  952.9 109.8  5.8 6.3 6.5  1.7T6hr  OFF  OFF    6.44 -70.77  EYE     20   17.7   15.27  118.99  COMBO  GOES15 25.7 
2015JUN01 010000  5.9  950.7 112.4  5.9 6.4 6.5  2.7T12hr OFF  OFF    6.34 -70.59  EYE     19   17.7   15.28  119.04  COMBO  GOES15 25.7 
2015JUN01 013000  6.0  948.4 115.0  6.0 6.4 6.4  none  OFF  OFF    6.94 -70.17  EYE     20   17.7   15.28  119.09  COMBO  GOES15 25.6 
2015JUN01 020000  6.2  944.2 119.8  6.2 6.4 6.5  2.7T12hr OFF  OFF    8.64 -70.20  EYE     21   17.7   15.18  119.14  COMBO  GOES15 25.5 
2015JUN01 023000  6.2  944.2 119.8  6.2 6.4 6.5  2.7T12hr OFF  OFF    6.94 -70.26  EYE     20   17.7   15.19  119.19  COMBO  GOES15 25.5 
2015JUN01 030000  6.3  942.0 122.2  6.3 6.4 6.4  none  OFF  OFF    6.24 -69.96  EYE     20   17.7   15.29  119.13  COMBO  GOES15 25.6 
2015JUN01 033000  6.3  942.0 122.2  6.3 6.4 6.4  none  OFF  OFF    4.24 -69.94  EYE     21   68.4   15.20  119.29  COMBO  GOES15 25.4 
2015JUN01 040000  6.3  941.0 122.2  6.3 6.3 6.3  none  OFF  OFF    6.24 -69.41  EYE     21   68.4   15.25  119.24  COMBO  GOES15 25.5 
2015JUN01 043000  6.3  941.0 122.2  6.3 6.4 6.4  none  OFF  OFF    7.74 -69.50  EYE     23   68.4   15.27  119.29  COMBO  GOES15 25.5 
2015JUN01 050000  6.3  941.0 122.2  6.3 6.4 6.4  none  OFF  OFF    9.34 -70.01  EYE     23   68.4   15.29  119.34  COMBO  GOES15 25.4 
2015JUN01 053000  6.4  938.8 124.6  6.4 6.5 6.5  none  OFF  OFF   10.94 -70.41  EYE     23   68.4   15.31  119.39  COMBO  GOES15 25.4 
2015JUN01 060000  6.4  938.8 124.6  6.4 6.6 6.6  none  OFF  OFF   11.34 -71.05  EYE     24   68.4   15.32  119.44  COMBO  GOES15 25.4 
2015JUN01 063000  6.4  938.7 124.6  6.4 6.5 6.5  none  OFF  OFF   12.04 -70.25  EYE     25   68.4   15.34  119.49  COMBO  GOES15 25.4 
2015JUN01 070000  6.4  938.7 124.6  6.4 6.5 6.5  none  OFF  OFF   11.64 -70.61  EYE     26   68.4   15.36  119.53  COMBO  GOES15 25.3 
2015JUN01 073000  6.5  936.5 127.0  6.5 6.6 6.6  none  OFF  OFF   12.34 -70.95  EYE     25   68.4   15.37  119.58  COMBO  GOES15 25.3 
2015JUN01 080000  6.5  936.5 127.0  6.5 6.6 6.6  none  OFF  OFF   12.74 -70.90  EYE     25   68.4   15.39  119.63  COMBO  GOES15 25.3 
2015JUN01 083000  6.5  936.5 127.0  6.5 6.5 6.5  none  OFF  OFF   11.04 -70.89  EYE     25   68.4   15.41  119.68  COMBO  GOES15 25.2 
2015JUN01 090000  6.5  936.5 127.0  6.5 6.6 6.6  none  OFF  OFF   11.74 -71.71  EYE     24   68.4   15.43  119.73  COMBO  GOES15 25.2 
2015JUN01 093000  6.5  936.5 127.0  6.5 6.6 6.6  none  OFF  OFF   13.14 -71.76  EYE     25   68.4   15.45  119.78  COMBO  GOES15 25.2 
2015JUN01 100000  6.5  936.5 127.0  6.5 6.6 6.6  none  OFF  OFF   10.04 -71.99  EYE     24   68.4   15.47  119.83  COMBO  GOES15 25.2 
2015JUN01 103000  6.5  936.5 127.0  6.5 6.6 6.6  none  OFF  OFF    8.84 -72.10  EYE     24   68.4   15.48  119.89  COMBO  GOES15 25.1 
2015JUN01 110000  6.5  938.1 127.0  6.5 6.6 6.6  none  OFF  OFF    7.74 -72.22  EYE     24   72.1   15.50  119.94  COMBO  GOES15 25.1 
2015JUN01 113000  6.5  938.1 127.0  6.5 6.6 6.6  none  OFF  OFF    7.74 -72.47  EYE     23   72.1   15.53  119.99  COMBO  GOES15 25.1 
2015JUN01 120000  6.6  935.6 129.6  6.6 6.6 6.6  none  OFF  OFF    7.04 -72.70  EYE     23   72.1   15.56  120.04  COMBO  GOES15 25.1 
2015JUN01 123000  6.6  935.6 129.6  6.6 6.6 6.6  none  OFF  OFF    6.64 -72.63  EYE     23   72.1   15.59  120.09  COMBO  GOES15 25.1 
2015JUN01 130000  6.6  935.6 129.6  6.5 6.5 6.5  none   ON  OFF    3.44 -72.53  EYE     22   72.1   15.52  120.14  COMBO  GOES15 25.0 
2015JUN01 133000  6.6  935.6 129.6  6.5 6.5 6.5  none   ON  OFF   -0.96 -72.92  EYE     23   72.1   15.55  120.19  COMBO  GOES15 25.0 
2015JUN01 140000  6.6  935.6 129.6  6.5 6.6 6.6  none   ON  OFF    2.14 -72.89  EYE     21   72.1   15.58  120.24  COMBO  GOES15 24.9 
2015JUN01 143000  6.6  935.6 129.6  6.5 6.5 6.5  none   ON  OFF   -1.86 -72.51  EYE     21   72.1   15.61  120.29  COMBO  GOES15 24.9 
2015JUN01 150000  6.6  935.6 129.6  6.5 6.4 6.4  none   ON  OFF   -3.56 -71.75  EYE     20   72.1   15.65  120.34  COMBO  GOES15 24.9 
2015JUN01 153000  6.6  935.6 129.6  6.4 6.3 6.3  none   ON  OFF   -5.26 -71.23  EYE     20   72.1   15.68  120.39  COMBO  GOES15 24.9 
2015JUN01 160000  6.6  935.2 129.6  6.4 6.3 6.3  none   ON  OFF   -5.46 -70.75  EYE     22   72.1   15.65  120.45  COMBO  GOES15 24.8 
2015JUN01 163000  6.6  935.2 129.6  6.4 6.2 6.2  none   ON  OFF   -4.36 -69.72  EYE     23   78.7   15.69  120.51  COMBO  GOES15 24.8 
2015JUN01 170000  6.6  935.2 129.6  6.3 6.3 6.3  none   ON  OFF    0.34 -69.03  EYE     22   78.7   15.72  120.46  COMBO  GOES15 24.9 
2015JUN01 173000  6.6  935.2 129.6  6.3 6.2 6.2  none   ON  OFF    3.84 -68.34  EYE     24   78.7   15.76  120.51  COMBO  GOES15 24.9 
2015JUN01 180000  6.6  935.2 129.6  6.2 6.2 6.2  none   ON  OFF    5.34 -67.92  EYE     23   78.7   15.80  120.57  COMBO  GOES15 24.9 
2015JUN01 183000  6.6  935.2 129.6  6.2 6.2 6.2  none   ON  OFF    7.84 -67.38  EYE     24   78.7   15.83  120.63  COMBO  GOES15 24.9 
2015JUN01 190000  6.5  937.6 127.0  6.2 6.1 6.1  none   ON  OFF    8.14 -66.98  EYE     23   78.7   15.87  120.68  COMBO  GOES15 24.8 
2015JUN01 193000  6.5  937.6 127.0  6.1 6.0 6.0  none   ON  OFF    8.04 -66.52  EYE     24   78.7   15.91  120.74  COMBO  GOES15 24.8 
2015JUN01 200000  6.5  937.6 127.0  6.1 6.0 6.0  none   ON  FLG    7.04 -66.57  EYE     23   78.7   15.95  120.79  COMBO  GOES15 24.8 
2015JUN01 203000  6.5  937.5 127.0  6.1 6.1 6.1  none   ON  OFF    7.44 -67.04  EYE     23   78.7   15.98  120.74  COMBO  GOES15 24.9 
2015JUN01 210000  6.5  937.5 127.0  6.1 6.1 6.1  none   ON  OFF    5.14 -67.17  EYE     23   78.7   16.02  120.80  COMBO  GOES15 24.9 
2015JUN01 213000  6.4  939.7 124.6  6.0 5.9 5.9  none   ON  OFF   -0.56 -66.34  EYE     22   78.7   16.06  120.85  COMBO  GOES15 24.9 
2015JUN01 220000  6.4  939.7 124.6  6.0 5.8 5.8  none   ON  OFF   -0.66 -65.69  EYE     21   78.7   16.10  120.91  COMBO  GOES15 24.9 
2015JUN01 223000  6.4  939.7 124.6  5.9 5.7 5.7  none   ON  OFF   -0.56 -63.70  EYE     21   78.7   16.23  120.97  COMBO  GOES15 24.9 
2015JUN01 230000  6.3  941.9 122.2  5.8 5.6 5.6  none   ON  FLG   -2.46 -63.24  EYE     22   78.7   16.27  121.02  COMBO  GOES15 24.9 
2015JUN01 233000  6.3  941.9 122.2  5.8 5.7 5.7  none   ON  FLG   -4.66 -64.62  EYE     20   78.7   16.21  120.98  COMBO  GOES15 24.9 
2015JUN02 000000  6.2  944.0 119.8  5.7 5.5 5.5  none   ON  FLG  -10.96 -63.76  EYE     15   78.7   16.35  121.03  COMBO  GOES15 25.0 
2015JUN02 003000  6.2  944.0 119.8  5.6 5.3 5.3  none   ON  FLG  -22.16 -62.86  EYE     11   78.7   16.39  121.09  SPRL   GOES15 25.0 
2015JUN02 010000  6.2  943.9 119.8  5.5 5.5 4.9  0.7T6hr   ON  FLG  -54.26 -62.08  EMBC     NA   NA    16.63  120.84  SPRL   GOES15 25.4 
2015JUN02 013000  6.1  946.1 117.4  5.4 5.0 5.0  none   ON  FLG  -41.26 -62.49  EYE    -99   NA    16.57  121.00  SPRL   GOES15 25.2 
2015JUN02 020000  6.1  946.1 117.4  5.3 4.8 4.8  none   ON  FLG  -44.96 -60.43  EYE    -99   NA    16.61  121.17  SPRL   GOES15 25.1 
2015JUN02 023000  6.1  946.0 117.4  5.3 5.4 4.2  0.7T6hr   ON  FLG  -50.76 -57.73  UNIFRM   NA   NA    16.75  121.23  SPRL   GOES15 25.2 
2015JUN02 030000  6.1  945.2 117.4  5.2 5.4 4.2  0.7T6hr   ON  FLG  -47.26 -57.89  UNIFRM   NA   NA    16.67  121.31  SPRL   GOES15 25.1 
2015JUN02 033000  6.0  947.2 115.0  5.2 5.3 4.1  0.7T6hr   ON  FLG  -44.96 -56.08  UNIFRM   NA    0.9   16.81  121.38  SPRL   GOES15 25.2 
2015JUN02 040000  6.0  947.2 115.0  5.2 5.3 4.2  0.7T6hr   ON  FLG  -46.66 -56.35  UNIFRM   NA    0.9   16.85  121.34  SPRL   GOES15 25.2 
2015JUN02 043000  5.9  949.5 112.4  5.2 5.2 4.1  0.7T6hr   ON  OFF  -50.76 -53.88  UNIFRM   NA    0.9   16.89  121.51  SPRL   GOES15 25.1 
2015JUN02 050000  5.8  951.7 109.8  5.2 5.1 4.1  0.7T6hr   ON  OFF  -44.76 -54.07  UNIFRM   NA    0.9   16.93  121.58  SPRL   GOES15 25.1 
2015JUN02 053000  5.8  951.7 109.8  5.2 5.1 4.2  0.7T6hr   ON  OFF  -46.36 -55.08  UNIFRM   NA    0.9   16.97  121.65  SPRL   GOES15 25.1 
2015JUN02 060000  5.7  953.9 107.2  5.2 5.0 4.2  0.7T6hr   ON  OFF  -58.26 -56.07  UNIFRM   NA    0.9   17.02  121.71  SPRL   GOES15 25.1 
2015JUN02 063000  5.5  958.2 102.0  5.1 4.9 4.8  0.7T6hr   ON  OFF  -43.86 -56.86  EMBC     NA    0.9   17.06  121.78  SPRL   GOES15 25.1 
2015JUN02 070000  5.5  958.2 102.0  5.0 4.8 4.7  0.7T6hr   ON  OFF  -47.76 -55.69  EMBC     NA    0.9   17.10  121.85  SPRL   GOES15 25.1 
2015JUN02 073000  5.4  960.2  99.6  4.9 4.7 4.2  0.7T6hr   ON  OFF  -55.56 -55.58  UNIFRM   NA    0.9   17.14  121.92  SPRL   GOES15 25.1 
2015JUN02 080000  5.3  962.1  97.2  4.8 4.6 4.1  0.7T6hr   ON  FLG  -58.26 -55.42  UNIFRM   NA    0.9   17.19  121.99  SPRL   GOES15 25.1 
2015JUN02 083000  5.3  962.0  97.2  4.8 4.6 4.6  none   ON  FLG  -25.56 -53.66  EYE     26    0.9   17.33  122.27  SPRL   GOES15 25.0 
2015JUN02 090000  5.2  963.9  94.8  4.7 4.5 4.0  0.7T6hr   ON  FLG  -46.66 -55.55  UNIFRM   NA    0.9   17.38  122.03  SPRL   GOES15 25.2 
2015JUN02 093000  5.2  963.9  94.8  4.6 4.7 4.7  none   ON  FLG  -15.06 -53.28  EYE    -99    0.9   17.42  122.30  SPRL   GOES15 25.1 
2015JUN02 100000  5.2  963.9  94.8  4.6 4.5 4.5  none   ON  FLG  -24.96 -52.46  EYE    -99    0.9   17.57  122.27  SPRL   GOES15 25.2 
2015JUN02 103000  5.2  963.9  94.8  4.5 4.5 3.2  0.7T6hr   ON  FLG  -18.56 -52.92  CRVBND   NA    0.9   17.51  122.34  SPRL   GOES15 25.1 
2015JUN02 110000  5.2  966.2  94.8  4.5 4.7 4.7  none   ON  FLG  -24.16 -55.01  EYE    -99    0.9   17.44  122.37  SPRL   GOES15 25.0 
2015JUN02 113000  5.2  966.1  94.8  4.5 4.5 3.9  0.7T6hr   ON  FLG  -39.96 -55.78  UNIFRM   NA    0.9   17.49  122.44  SPRL   GOES15 25.0 
2015JUN02 120000  5.2  966.1  94.8  4.5 4.5 3.9  0.7T6hr   ON  OFF  -51.36 -56.67  UNIFRM   NA    0.9   17.53  122.50  SPRL   GOES15 25.0 
2015JUN02 123000  5.1  968.0  92.4  4.5 4.5 4.4  1.7T18hr  ON  OFF  -53.56 -57.50  EMBC     NA    0.9   17.58  122.56  SPRL   GOES15 25.0 
2015JUN02 130000  4.9  971.8  87.4  4.5 4.3 3.8  0.7T6hr   ON  OFF  -43.86 -58.18  UNIFRM   NA    0.9   17.62  122.63  SPRL   GOES15 25.0 
2015JUN02 133000  4.9  971.7  87.4  4.5 4.9 4.9  none   ON  OFF  -35.06 -58.18  EYE    -99    0.9   17.67  122.69  SPRL   GOES15 25.0 
2015JUN02 140000  4.8  973.7  84.8  4.6 4.9 4.9  none   ON  OFF  -27.36 -57.01  EYE    -99    0.9   17.71  122.75  SPRL   GOES15 25.0 
2015JUN02 143000  4.7  975.6  82.2  4.6 4.8 4.8  none   ON  OFF  -43.86 -58.38  EYE    -99    0.9   17.75  122.82  SPRL   GOES15 25.0 
2015JUN02 150000  4.7  975.5  82.2  4.5 4.0 3.6  0.7T6hr   ON  OFF  -51.66 -57.85  UNIFRM   NA    0.9   17.88  122.87  SPRL   GOES15 25.1 
2015JUN02 153000  4.6  977.4  79.6  4.4 3.9 3.6  0.7T6hr   ON  OFF  -57.96 -57.51  UNIFRM   NA    0.9   17.93  122.93  SPRL   GOES15 25.1 
2015JUN02 160000  4.6  977.4  79.6  4.5 4.8 4.8  none   ON  OFF  -31.26 -56.55  EYE    -99    4.6   17.87  123.10  SPRL   GOES15 25.0 
2015JUN02 163000  4.6  977.4  79.6  4.5 4.8 4.8  none   ON  OFF  -28.86 -55.60  EYE    -99    4.6   17.92  123.17  SPRL   GOES15 25.0 
2015JUN02 170000  4.6  977.4  79.6  4.5 4.5 4.5  none   ON  OFF  -37.96 -54.43  EYE    -99    4.6   17.96  123.12  SPRL   GOES15 25.1 
2015JUN02 173000  4.6  977.5  79.6  4.4 4.5 4.5  none   ON  OFF  -30.56 -53.16  EYE     21    4.6   17.71  123.08  SPRL   GOES15 24.8 
2015JUN02 180000  4.6  977.5  79.6  4.4 4.6 4.6  none   ON  OFF  -32.16 -54.47  EYE     12    4.6   17.75  123.14  SPRL   GOES15 24.8 
2015JUN02 183000  4.6  977.4  79.6  4.4 4.0 3.9  2.2T24hr  ON  OFF  -47.56 -54.14  EMBC     NA    4.6   17.99  123.31  SPRL   GOES15 25.0 
2015JUN02 190000  4.6  977.4  79.6  4.4 4.0 3.9  2.2T24hr  ON  OFF  -43.86 -57.24  EMBC     NA    4.6   18.04  123.16  SPRL   GOES15 25.1 
2015JUN02 193000  4.6  977.3  79.6  4.3 3.8 3.4  0.7T6hr   ON  FLG  -54.56 -57.52  UNIFRM   NA    4.6   18.08  123.43  SPRL   GOES15 25.0 
2015JUN02 200000  4.6  977.3  79.6  4.1 3.9 3.4  0.5Thour  ON  FLG  -57.56 -57.48  UNIFRM   NA    4.6   18.22  123.49  SPRL   GOES15 25.1 
2015JUN02 203000  4.6  977.3  79.6  4.1 3.9 3.4  0.7T6hr   ON  FLG  -53.56 -58.39  UNIFRM   NA    4.6   18.27  123.65  SPRL   GOES15 25.0 
2015JUN02 210000  4.5  979.1  77.0  4.1 4.6 4.8  0.5Thour  ON  OFF  -43.86 -59.65  EYE    -99    4.6   18.31  123.71  SPRL   GOES15 25.0 
2015JUN02 213000  4.5  979.1  77.0  3.9 3.7 3.4  0.7T6hr   ON  FLG  -50.46 -60.77  UNIFRM   NA    4.6   18.35  123.77  SPRL   GOES15 25.0 
2015JUN02 220000  4.5  979.0  77.0  3.9 3.8 3.5  0.7T6hr   ON  FLG  -48.06 -62.68  UNIFRM   NA    4.6   18.56  123.95  SPRL   GOES15 25.1 
2015JUN02 223000  4.5  979.0  77.0  3.9 3.8 3.5  0.7T6hr   ON  FLG  -48.06 -63.04  UNIFRM   NA    4.6   18.56  123.82  SPRL   GOES15 25.2 
2015JUN02 230000  4.5  979.0  77.0  3.9 3.8 3.5  0.7T6hr   ON  FLG  -65.96 -62.95  UNIFRM   NA    4.6   18.55  123.90  SPRL   GOES15 25.2 
2015JUN02 233000  4.4  980.7  74.6  3.9 3.7 3.5  0.7T6hr   ON  FLG  -65.96 -63.08  UNIFRM   NA    4.6   18.65  123.98  SPRL   GOES15 25.2 
2015JUN03 000000  4.4  980.7  74.6  3.8 3.7 3.5  0.7T6hr   ON  FLG  -62.36 -62.87  UNIFRM   NA    4.6   18.65  124.06  SPRL   GOES15 25.2 
2015JUN03 003000  4.4  980.6  74.6  3.7 3.7 3.5  0.7T6hr   ON  OFF  -64.66 -62.04  UNIFRM   NA    4.6   18.75  124.14  SPRL   GOES15 25.2 
2015JUN03 010000  4.4  980.6  74.6  3.7 3.7 3.5  0.7T6hr   ON  OFF  -60.86 -61.04  UNIFRM   NA    4.6   18.75  124.23  SPRL   GOES15 25.2 
2015JUN03 013000  4.3  982.3  72.2  3.7 3.6 3.5  0.7T6hr   ON  OFF  -60.06 -59.60  UNIFRM   NA    4.6   18.86  124.21  SPRL   GOES15 25.3 
2015JUN03 020000  4.1  985.6  67.4  3.6 3.4 3.4  none   ON  FLG  -56.96 -58.21  UNIFRM   NA    4.6   18.86  124.20  SPRL   GOES15 25.3 
2015JUN03 023000  4.1  985.7  67.4  3.6 3.4 3.2  0.7T6hr   ON  FLG  -55.86 -54.42  UNIFRM   NA    2.7   18.62  123.83  FCST   GOES15 25.3 
2015JUN03 030000  4.1  985.7  67.4  3.5 3.4 3.1  0.7T6hr   ON  FLG  -54.26 -52.89  UNIFRM   NA    2.7   18.64  123.83  FCST   GOES15 25.3 
2015JUN03 033000  3.9  988.7  63.0  3.4 3.2 3.1  0.7T6hr   ON  FLG  -50.16 -50.94  UNIFRM   NA    6.5   18.65  123.83  FCST   GOES15 25.3 
2015JUN03 040000  3.9  988.7  63.0  3.3 3.2 3.2  none   ON  FLG  -47.26 -50.55  UNIFRM   NA    6.5   18.70  124.30  FCST   GOES15 25.1 
2015JUN03 043000  3.9  988.7  63.0  3.3 3.2 3.1  0.7T6hr   ON  FLG  -40.76 -48.24  UNIFRM   NA    6.5   18.73  124.34  FCST   GOES15 25.1 
