=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2017SEP08 074500  4.9  970.0  87.4  4.6 4.8 4.8  none   ON  OFF  -38.86 -57.82  EYE    -99   47.1   21.24   95.23  SPRL   GOES13 33.8 
2017SEP08 081500  4.9  970.1  87.4  4.7 4.8 4.8  none   ON  OFF  -39.36 -58.11  EYE    -99   47.1   21.07   95.31  SPRL   GOES13 33.7 
2017SEP08 084500  4.9  970.1  87.4  4.6 4.2 4.2  none   ON  OFF  -42.46 -58.02  EMBC     NA   47.1   21.06   95.23  SPRL   GOES13 33.6 
2017SEP08 091500  4.9  970.2  87.4  4.6 4.2 4.0  0.7T6hr   ON  OFF  -59.96 -62.07  UNIFRM   NA   47.1   20.84   95.47  SPRL   GOES13 33.6 
2017SEP08 094500  4.8  972.1  84.8  4.6 4.2 4.2  none   ON  OFF  -48.56 -67.05  UNIFRM   NA   47.1   21.03   95.60  SPRL   GOES13 33.9 
2017SEP08 101500  4.8  972.1  84.8  4.4 4.1 4.1  none   ON  OFF  -54.06 -67.91  UNIFRM   NA   47.1   21.01   95.62  SPRL   GOES13 33.9 
2017SEP08 104500  4.7  974.0  82.2  4.3 4.1 4.1  none   ON  OFF  -61.06 -66.97  UNIFRM   NA   47.1   21.00   95.65  SPRL   GOES13 33.9 
2017SEP08 111500  4.7  974.0  82.2  4.2 4.2 4.2  none   ON  FLG  -61.06 -68.59  UNIFRM   NA   47.1   21.08   95.68  SPRL   GOES13 34.0 
2017SEP08 114500  4.7  974.0  82.2  4.1 4.2 4.2  none   ON  FLG  -63.36 -69.27  UNIFRM   NA   47.1   21.07   95.71  SPRL   GOES13 34.0 
2017SEP08 121500  4.7  974.0  82.2  4.1 4.3 4.3  none   ON  FLG  -62.56 -70.18  UNIFRM   NA   47.1   21.05   95.74  SPRL   GOES13 34.0 
2017SEP08 124500  4.7  974.0  82.2  4.2 4.3 4.3  none   ON  FLG  -64.96 -70.33  UNIFRM   NA   39.0   21.04   95.77  SPRL   GOES13 34.0 
2017SEP08 131500  4.7  974.0  82.2  4.2 4.3 4.3  none   ON  FLG  -60.36 -69.73  UNIFRM   NA   39.0   21.02   95.81  SPRL   GOES13 34.0 
2017SEP08 134500  4.7  974.0  82.2  4.3 4.7 4.8  0.5Thour  ON  OFF  -59.96 -69.78  EMBC     NA   39.0   21.00   95.84  SPRL   GOES13 34.1 
2017SEP08 141500  4.7  974.0  82.2  4.3 4.2 4.2  none   ON  OFF  -56.06 -68.06  UNIFRM   NA   39.0   20.98   95.80  SPRL   GOES13 34.0 
2017SEP08 144500  4.6  976.0  79.6  4.3 4.3 4.3  none   ON  OFF  -56.06 -66.98  UNIFRM   NA   39.0   20.96   95.94  SPRL   GOES13 34.1 
2017SEP08 151500  4.6  975.9  79.6  4.4 4.7 4.7  none   ON  OFF  -51.86 -66.72  EMBC     NA   39.0   21.04   96.08  SPRL   GOES13 34.3 
2017SEP08 154500  4.6  975.9  79.6  4.4 4.8 5.4  0.5Thour  ON  OFF  -44.06 -64.86  EYE    -99   39.0   21.02   96.01  SPRL   GOES13 34.2 
2017SEP08 161500  4.5  977.8  77.0  4.5 4.9 5.4  0.5Thour  ON  OFF  -45.96 -64.54  EYE    -99   39.0   21.11   96.15  SPRL   GOES13 34.4 
