=====  ADT-Version 8.1.4 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2015AUG01 210000  3.7  989.7  59.0  3.6 3.6 3.6  none   ON  OFF  -72.56 -70.19  UNIFRM   NA    0.0   13.79  140.39  FCST   GOES15 17.3 
2015AUG01 213000  3.7  989.7  59.0  3.6 3.6 3.5  none   ON  OFF  -68.46 -69.64  UNIFRM   NA    0.0   13.81  140.49  FCST   GOES15 17.4 
2015AUG01 220000  3.7  989.7  59.0  3.6 3.7 3.6  none   ON  OFF  -76.06 -71.79  UNIFRM   NA    0.0   13.90  140.30  FCST   GOES15 17.4 
2015AUG01 223000  3.7  989.7  59.0  3.6 3.7 3.7  none   ON  OFF  -74.56 -73.20  UNIFRM   NA    0.0   13.92  140.40  FCST   GOES15 17.5 
2015AUG01 230000  3.7  989.5  59.0  3.6 3.8 3.8  none   ON  OFF  -74.56 -75.26  UNIFRM   NA    0.0   14.20  140.44  SPRL   GOES15 17.8 
2015AUG01 233000  3.7  989.6  59.0  3.7 3.8 3.7  none  OFF  OFF  -75.06 -75.13  UNIFRM   NA    0.0   14.12  140.54  SPRL   GOES15 17.7 
2015AUG02 000000  3.7  989.6  59.0  3.7 3.7 3.7  none  OFF  OFF  -75.56 -74.99  UNIFRM   NA    0.0   14.15  140.74  SPRL   GOES15 17.9 
2015AUG02 003000  3.7  989.5  59.0  3.7 3.8 3.7  none  OFF  OFF  -73.56 -74.97  UNIFRM   NA    0.0   14.27  140.83  SPRL   GOES15 18.0 
2015AUG02 010000  3.7  989.5  59.0  3.7 3.7 3.7  none  OFF  OFF  -76.06 -75.73  UNIFRM   NA    0.0   14.29  140.93  SPRL   GOES15 18.1 
2015AUG02 013000  3.7  989.4  59.0  3.7 3.8 3.8  none  OFF  OFF  -78.26 -77.66  UNIFRM   NA    0.0   14.42  141.02  SPRL   GOES15 18.3 
2015AUG02 020000  3.7  989.5  59.0  3.7 3.8 3.7  none  OFF  OFF  -77.16 -76.33  UNIFRM   NA    0.0   14.34  141.22  SPRL   GOES15 18.3 
2015AUG02 023000  3.7  989.6  59.0  3.7 3.6 3.6  none  OFF  OFF  -74.06 -72.43  UNIFRM   NA    0.0   14.12  141.16  FCST   GOES15 18.0 
2015AUG02 030000  3.7  989.6  59.0  3.7 3.6 3.6  none  OFF  OFF  -69.36 -73.09  EMBC     NA    0.0   14.14  141.25  FCST   GOES15 18.1 
2015AUG02 033000  3.7  989.6  59.0  3.7 3.6 3.6  none  OFF  OFF  -77.66 -73.52  UNIFRM   NA    0.0   14.17  141.35  FCST   GOES15 18.2 
2015AUG02 040000  3.7  991.6  59.0  3.6 3.6 3.5  none   ON  OFF  -76.66 -71.32  UNIFRM   NA    0.0   14.00  141.20  FCST   GOES15 17.9 
2015AUG02 043000  3.7  991.6  59.0  3.6 3.6 3.5  none   ON  OFF  -74.56 -71.69  UNIFRM   NA    9.7   14.03  141.29  FCST   GOES15 18.0 
2015AUG02 050000  3.7  991.6  59.0  3.6 3.6 3.5  none   ON  OFF  -72.56 -71.19  UNIFRM   NA    9.7   14.06  141.38  FCST   GOES15 18.1 
2015AUG02 053000  3.7  991.6  59.0  3.5 3.5 3.5  none   ON  OFF  -73.06 -70.60  UNIFRM   NA    9.7   14.09  141.47  FCST   GOES15 18.1 
2015AUG02 060000  3.7  991.6  59.0  3.5 3.5 3.5  none   ON  OFF  -77.16 -70.30  UNIFRM   NA    9.7   14.12  141.56  FCST   GOES15 18.2 
2015AUG02 063000  3.7  991.6  59.0  3.5 3.5 3.5  none   ON  OFF  -77.66 -70.58  UNIFRM   NA    9.7   14.15  141.64  FCST   GOES15 18.3 
2015AUG02 070000  3.7  991.6  59.0  3.5 3.5 3.5  none   ON  OFF  -78.26 -72.31  UNIFRM   NA    9.7   14.18  141.73  FCST   GOES15 18.3 
2015AUG02 073000  3.7  991.5  59.0  3.5 3.7 3.6  none   ON  OFF  -77.66 -75.00  UNIFRM   NA    9.7   14.21  141.82  FCST   GOES15 18.4 
2015AUG02 080000  3.7  991.5  59.0  3.5 3.8 3.7  none   ON  OFF  -77.16 -76.14  UNIFRM   NA    9.7   14.24  141.91  FCST   GOES15 18.5 
2015AUG02 083000  3.7  991.4  59.0  3.6 3.8 3.8  none   ON  OFF  -77.16 -76.99  UNIFRM   NA    9.7   14.42  141.95  SPRL   GOES15 18.7 
2015AUG02 090000  3.7  991.4  59.0  3.6 3.9 3.8  none   ON  OFF  -78.26 -78.30  UNIFRM   NA    9.7   14.55  142.14  SPRL   GOES15 18.9 
2015AUG02 093000  3.7  991.5  59.0  3.7 3.8 3.7  none  OFF  OFF  -76.06 -76.56  UNIFRM   NA    9.7   14.34  142.17  FCST   GOES15 18.7 
2015AUG02 100000  3.7  991.5  59.0  3.7 3.8 3.7  none  OFF  OFF  -75.56 -75.34  UNIFRM   NA    9.7   14.30  142.40  FCST   GOES15 18.8 
2015AUG02 103000  3.8  990.2  61.0  3.8 3.8 3.7  none  OFF  OFF  -77.66 -75.28  UNIFRM   NA    9.7   14.33  142.48  FCST   GOES15 18.9 
2015AUG02 110000  3.8  990.1  61.0  3.8 3.8 3.8  none  OFF  OFF  -77.16 -76.75  UNIFRM   NA    9.7   14.36  142.55  FCST   GOES15 19.0 
2015AUG02 113000  3.8  990.1  61.0  3.8 3.9 3.8  none  OFF  OFF  -78.26 -77.92  UNIFRM   NA    9.7   14.44  142.57  SPRL   GOES15 19.1 
2015AUG02 120000  3.8  990.1  61.0  3.8 3.9 3.8  none  OFF  OFF  -77.66 -77.83  UNIFRM   NA    9.7   14.42  142.70  FCST   GOES15 19.1 
2015AUG02 123000  3.8  990.1  61.0  3.8 3.9 3.8  none  OFF  OFF  -77.66 -76.44  UNIFRM   NA    9.7   14.45  142.78  FCST   GOES15 19.2 
2015AUG02 130000  3.8  990.1  61.0  3.8 3.9 3.9  none  OFF  OFF  -76.66 -76.08  UNIFRM   NA    9.7   14.48  142.85  FCST   GOES15 19.2 
2015AUG02 133000  3.8  990.0  61.0  3.8 3.9 3.8  none  OFF  OFF  -75.56 -77.01  UNIFRM   NA    6.3   14.56  142.98  SPRL   GOES15 19.4 
2015AUG02 140000  3.8  990.0  61.0  3.8 3.9 3.8  none  OFF  OFF  -75.56 -77.16  UNIFRM   NA    6.3   14.59  143.05  SPRL   GOES15 19.5 
2015AUG02 143000  3.9  988.7  63.0  3.9 3.9 3.9  none  OFF  OFF  -76.06 -77.64  UNIFRM   NA    6.3   14.63  142.82  SPRL   GOES15 19.4 
2015AUG02 150000  3.9  988.8  63.0  3.8 3.7 3.7  none   ON  OFF  -75.06 -74.20  UNIFRM   NA    6.3   14.44  143.36  FCST   GOES15 19.5 
2015AUG02 153000  3.9  988.7  63.0  3.8 3.7 3.7  none   ON  OFF  -74.06 -73.30  UNIFRM   NA    6.3   14.47  143.43  FCST   GOES15 19.6 
2015AUG02 160000  3.9  988.7  63.0  3.8 3.6 3.6  none   ON  OFF  -70.26 -71.36  UNIFRM   NA    6.3   14.50  143.50  FCST   GOES15 19.6 
2015AUG02 163000  3.9  988.7  63.0  3.7 3.6 3.5  none   ON  OFF  -70.66 -68.86  UNIFRM   NA    6.3   14.53  143.57  FCST   GOES15 19.7 
2015AUG02 170000  3.9  988.7  63.0  3.7 3.5 3.5  none   ON  OFF  -70.66 -67.29  UNIFRM   NA    2.7   14.56  143.64  FCST   GOES15 19.8 
2015AUG02 173000  3.9  988.7  63.0  3.6 3.4 3.4  none   ON  FLG  -68.86 -65.28  UNIFRM   NA    2.7   14.59  143.71  FCST   GOES15 19.8 
2015AUG02 180000  3.9  988.7  63.0  3.5 3.4 3.3  none   ON  FLG  -76.66 -67.13  UNIFRM   NA    2.7   14.62  143.78  FCST   GOES15 19.9 
2015AUG02 183000  3.9  988.7  63.0  3.5 3.4 3.4  none   ON  FLG  -75.56 -69.13  UNIFRM   NA    2.7   14.65  143.85  FCST   GOES15 20.0 
2015AUG02 190000  3.9  988.6  63.0  3.5 3.7 3.6  none   ON  FLG  -73.56 -72.14  UNIFRM   NA    2.7   14.83  143.56  SPRL   GOES15 20.0 
2015AUG02 193000  3.9  988.6  63.0  3.5 3.6 3.5  none   ON  OFF  -71.66 -69.40  UNIFRM   NA    2.7   14.71  143.99  FCST   GOES15 20.1 
2015AUG02 200000  3.9  988.6  63.0  3.5 3.6 3.6  none   ON  OFF  -68.46 -68.14  UNIFRM   NA    2.7   14.74  144.06  FCST   GOES15 20.2 
2015AUG02 203000  3.9  988.6  63.0  3.5 3.6 3.6  none   ON  OFF  -65.46 -67.27  EMBC     NA    2.7   14.78  144.12  FCST   GOES15 20.3 
2015AUG02 210000  3.8  989.8  61.0  3.5 3.6 3.6  none   ON  OFF  -60.86 -68.05  UNIFRM   NA    2.7   15.13  144.08  FCST   GOES15 20.6 
2015AUG02 213000  3.8  989.7  61.0  3.5 3.6 3.5  none   ON  OFF  -60.46 -66.26  UNIFRM   NA    2.7   15.17  144.15  FCST   GOES15 20.7 
2015AUG02 220000  3.8  989.7  61.0  3.6 3.5 3.5  none   ON  OFF  -61.96 -65.32  UNIFRM   NA    2.7   15.20  144.20  FCST   GOES15 20.7 
2015AUG02 223000  3.7  991.0  59.0  3.5 3.6 3.5  none   ON  OFF  -61.16 -65.08  EMBC     NA    2.7   15.24  144.27  FCST   GOES15 20.8 
2015AUG02 230000  3.7  991.0  59.0  3.5 3.6 3.5  none   ON  OFF  -57.26 -64.73  EMBC     NA    2.7   15.28  144.33  FCST   GOES15 20.9 
2015AUG02 233000  3.6  992.3  57.0  3.5 3.6 3.5  none   ON  OFF  -57.96 -64.73  UNIFRM   NA    2.7   15.31  144.40  FCST   GOES15 21.0 
2015AUG03 000000  3.6  992.3  57.0  3.5 3.6 3.6  none   ON  OFF  -56.96 -65.04  UNIFRM   NA    2.7   15.35  144.47  FCST   GOES15 21.0 
2015AUG03 003000  3.6  992.3  57.0  3.5 3.6 3.5  none   ON  OFF  -53.56 -66.08  EMBC     NA    2.7   15.39  144.53  FCST   GOES15 21.1 
2015AUG03 010000  3.6  992.3  57.0  3.5 3.6 3.6  none   ON  OFF  -55.26 -67.46  EMBC     NA    2.7   15.43  144.60  FCST   GOES15 21.2 
2015AUG03 013000  3.6  992.2  57.0  3.6 3.7 3.6  none  OFF  OFF  -70.66 -67.94  UNIFRM   NA    2.7   15.47  144.67  FCST   GOES15 21.3 
2015AUG03 020000  3.6  992.2  57.0  3.6 3.7 3.6  none  OFF  OFF  -66.36 -67.90  UNIFRM   NA    2.7   15.50  144.74  FCST   GOES15 21.4 
2015AUG03 023000  3.6  992.2  57.0  3.6 3.6 3.6  none  OFF  OFF  -64.66 -67.80  EMBC     NA    2.7   15.54  144.81  FCST   GOES15 21.4 
2015AUG03 030000  3.6  992.2  57.0  3.6 3.6 3.6  none  OFF  OFF  -62.36 -68.39  UNIFRM   NA    2.7   15.58  144.88  FCST   GOES15 21.5 
2015AUG03 033000  3.6  992.2  57.0  3.6 3.6 3.5  none  OFF  OFF  -68.06 -67.87  UNIFRM   NA    2.7   15.62  144.95  FCST   GOES15 21.6 
2015AUG03 040000  3.6  992.2  57.0  3.6 3.5 3.5  none  OFF  OFF  -75.56 -68.12  UNIFRM   NA    2.7   15.65  145.02  FCST   GOES15 21.7 
2015AUG03 043000  3.6  992.0  57.0  3.6 3.7 3.6  none  OFF  OFF  -74.56 -71.75  UNIFRM   NA   NA    15.88  144.91  SPRL   GOES15 21.8 
2015AUG03 050000  3.6  992.1  57.0  3.6 3.5 3.5  none  OFF  OFF  -73.06 -68.62  UNIFRM   NA   NA    15.67  145.23  FCST   GOES15 21.8 
2015AUG03 053000  3.6  992.0  57.0  3.6 3.7 3.6  none  OFF  OFF  -74.06 -70.52  UNIFRM   NA   NA    16.05  144.94  SPRL   GOES15 22.0 
2015AUG03 060000  3.6  992.1  57.0  3.5 3.5 3.4  none   ON  OFF  -68.46 -66.78  UNIFRM   NA   NA    15.73  145.37  FCST   GOES15 22.0 
2015AUG03 063000  3.6  992.1  57.0  3.5 3.5 3.4  none   ON  OFF  -65.06 -63.76  UNIFRM   NA   NA    15.76  145.44  FCST   GOES15 22.0 
2015AUG03 070000  3.6  992.0  57.0  3.5 3.5 3.4  none   ON  OFF  -69.76 -61.86  UNIFRM   NA   NA    16.04  144.73  SPRL   GOES15 21.9 
2015AUG03 073000  3.6  992.1  57.0  3.5 3.4 3.3  none   ON  OFF  -57.96 -56.66  UNIFRM   NA   NA    15.82  145.58  FCST   GOES15 22.2 
2015AUG03 080000  3.6  992.1  57.0  3.4 3.3 3.2  none   ON  OFF  -54.26 -51.91  UNIFRM   NA   NA    15.86  145.65  FCST   GOES15 22.3 
2015AUG03 083000  3.6  992.0  57.0  3.4 3.1 3.0  none   ON  OFF  -48.66 -46.68  UNIFRM   NA   NA    15.89  145.72  FCST   GOES15 22.3 
2015AUG03 090000  3.6  992.0  57.0  3.3 2.9 2.9  none   ON  FLG  -37.26 -41.87  UNIFRM   NA   NA    15.92  145.79  FCST   GOES15 22.4 
2015AUG03 093000  3.6  992.0  57.0  3.2 2.9 2.6  0.5Thour  ON  FLG  -15.46 -39.42  CRVBND   NA   NA    15.95  145.86  FCST   GOES15 22.5 
2015AUG03 100000  3.6  991.8  57.0  3.1 3.1 3.1  none   ON  FLG   -7.96 -45.63  CRVBND   NA   NA    16.30  145.50  FCST   GOES15 22.6 
2015AUG03 103000  3.6  991.8  57.0  3.0 2.9 2.8  0.7T6hr   ON  FLG  -17.46 -45.04  CRVBND   NA   NA    16.33  145.56  FCST   GOES15 22.7 
2015AUG03 110000  3.6  991.8  57.0  3.0 2.9 2.8  0.7T6hr   ON  FLG  -49.56 -46.20  UNIFRM   NA   NA    16.37  145.62  FCST   GOES15 22.7 
2015AUG03 113000  3.6  991.8  57.0  2.9 3.1 3.0  none   ON  FLG  -68.06 -46.69  RCDO   NA   NA    16.40  145.69  FCST   GOES15 22.8 
2015AUG03 120000  3.5  993.1  55.0  3.0 3.3 3.2  none   ON  FLG  -72.56 -52.88  RCDO   NA   NA    16.48  145.59  SPRL   GOES15 22.8 
2015AUG03 123000  3.5  993.1  55.0  3.0 3.2 3.1  none   ON  OFF  -70.26 -51.52  RCDO   NA   NA    16.47  145.81  FCST   GOES15 22.9 
2015AUG03 130000  3.5  993.0  55.0  3.1 3.3 3.2  none   ON  OFF  -66.36 -54.16  RCDO   NA   NA    16.50  145.87  FCST   GOES15 23.0 
2015AUG03 133000  3.5  993.0  55.0  3.1 3.1 3.0  none   ON  OFF  -63.86 -56.81  UNIFRM   NA   NA    16.53  145.93  FCST   GOES15 23.1 
2015AUG03 140000  3.4  994.3  53.0  3.1 3.0 3.0  none   ON  OFF  -62.36 -57.06  UNIFRM   NA   NA    16.56  146.00  FCST   GOES15 23.2 
2015AUG03 143000  3.3  995.6  51.0  3.1 3.0 3.0  none   ON  OFF  -59.36 -57.62  UNIFRM   NA   NA    16.59  146.06  FCST   GOES15 23.2 
2015AUG03 150000  3.3  995.6  51.0  3.1 3.0 3.0  none   ON  OFF  -65.96 -59.37  UNIFRM   NA   NA    16.62  146.12  FCST   GOES15 23.3 
2015AUG03 153000  3.2  996.8  49.0  3.1 3.2 3.1  none   ON  OFF  -72.56 -62.69  UNIFRM   NA   NA    16.65  146.18  FCST   GOES15 23.4 
2015AUG03 160000  3.1  997.0  47.0  3.1 3.3 3.3  none   ON  OFF  -69.36 -66.77  UNIFRM   NA   NA    16.70  146.20  FCST   GOES15 23.4 
2015AUG03 163000  3.1  997.0  47.0  3.1 3.4 3.4  none  OFF  OFF  -68.06 -66.89  UNIFRM   NA   NA    16.73  146.26  FCST   GOES15 23.5 
2015AUG03 170000  3.1  997.0  47.0  3.1 3.4 3.4  none  OFF  OFF  -66.76 -65.49  UNIFRM   NA   NA    16.77  146.32  FCST   GOES15 23.6 
2015AUG03 173000  3.2  995.7  49.0  3.2 3.4 3.4  none  OFF  OFF  -62.76 -63.59  UNIFRM   NA   NA    16.80  146.39  FCST   GOES15 23.6 
2015AUG03 180000  3.3  994.4  51.0  3.3 3.5 3.4  none  OFF  OFF  -58.66 -62.24  UNIFRM   NA   NA    16.88  146.50  SPRL   GOES15 23.8 
2015AUG03 183000  3.3  994.4  51.0  3.3 3.4 3.4  none  OFF  OFF  -51.36 -60.82  EMBC     NA   NA    16.92  146.56  SPRL   GOES15 23.9 
2015AUG03 190000  3.4  993.1  53.0  3.4 3.4 3.4  none  OFF  OFF  -46.96 -59.31  EMBC     NA   NA    16.90  146.57  FCST   GOES15 23.8 
2015AUG03 193000  3.4  993.0  53.0  3.4 3.4 3.4  none  OFF  OFF  -71.66 -59.10  UNIFRM   NA   NA    17.18  146.58  SPRL   GOES15 24.1 
2015AUG03 200000  3.4  993.0  53.0  3.4 3.4 3.4  none  OFF  OFF  -67.16 -59.98  UNIFRM   NA   NA    17.11  146.75  SPRL   GOES15 24.2 
2015AUG03 203000  3.4  992.9  53.0  3.4 3.4 3.4  none  OFF  OFF  -76.06 -62.95  UNIFRM   NA   NA    17.34  146.71  SPRL   GOES15 24.4 
2015AUG03 210000  3.4  993.1  53.0  3.4 3.3 3.3  none  OFF  OFF  -68.06 -61.50  UNIFRM   NA   NA    17.02  146.82  FCST   GOES15 24.1 
2015AUG03 213000  3.4  993.1  53.0  3.3 3.3 3.3  none   ON  OFF  -70.66 -62.45  UNIFRM   NA   NA    17.05  146.88  FCST   GOES15 24.2 
2015AUG03 220000  3.4  992.9  53.0  3.3 3.5 3.5  none   ON  OFF  -72.06 -66.35  UNIFRM   NA   NA    17.50  146.90  FCST   GOES15 24.6 
2015AUG03 223000  3.4  992.8  53.0  3.4 3.5 3.5  none  OFF  OFF  -68.06 -64.26  UNIFRM   NA   NA    17.54  146.97  FCST   GOES15 24.7 
2015AUG03 230000  3.4  992.8  53.0  3.4 3.5 3.4  none  OFF  OFF  -65.96 -61.96  UNIFRM   NA   NA    17.58  147.03  FCST   GOES15 24.8 
2015AUG03 233000  3.4  992.8  53.0  3.4 3.4 3.4  none  OFF  OFF  -61.16 -59.63  UNIFRM   NA   NA    17.63  147.10  FCST   GOES15 24.9 
2015AUG04 000000  3.4  992.8  53.0  3.4 3.3 3.3  none  OFF  OFF  -56.56 -57.12  UNIFRM   NA   NA    17.67  147.17  FCST   GOES15 25.0 
2015AUG04 003000  3.4  992.8  53.0  3.4 3.2 3.2  none  OFF  OFF  -52.06 -56.33  UNIFRM   NA   NA    17.71  147.24  FCST   GOES15 25.0 
2015AUG04 010000  3.4  992.7  53.0  3.3 3.1 3.1  none   ON  OFF  -52.06 -55.48  UNIFRM   NA   NA    17.76  147.31  FCST   GOES15 25.1 
2015AUG04 013000  3.4  992.7  53.0  3.2 3.0 2.9  none   ON  OFF  -44.16 -53.26  UNIFRM   NA   NA    17.80  147.38  FCST   GOES15 25.2 
2015AUG04 020000  3.4  992.7  53.0  3.1 2.8 2.8  none   ON  FLG  -37.76 -49.69  UNIFRM   NA   NA    17.85  147.44  FCST   GOES15 25.3 
2015AUG04 023000  3.4  992.7  53.0  3.0 2.7 2.7  none   ON  FLG  -36.76 -47.53  UNIFRM   NA   NA    17.89  147.51  FCST   GOES15 25.4 
2015AUG04 030000  3.4  992.6  53.0  2.9 2.7 2.6  none   ON  FLG  -57.96 -46.48  UNIFRM   NA   NA    17.94  147.58  FCST   GOES15 25.5 
2015AUG04 033000  3.4  992.6  53.0  2.8 2.6 2.6  none   ON  FLG  -52.96 -44.51  UNIFRM   NA   NA    17.98  147.65  FCST   GOES15 25.6 
2015AUG04 040000  3.4  992.6  53.0  2.7 2.8 2.7  none   ON  FLG  -55.26 -50.25  UNIFRM   NA   NA    18.10  147.60  FCST   GOES15 25.6 
2015AUG04 043000  3.4  992.5  53.0  2.7 2.8 2.7  none   ON  FLG  -49.56 -49.51  UNIFRM   NA   NA    18.14  147.67  FCST   GOES15 25.7 
2015AUG04 050000  3.4  992.5  53.0  2.7 2.8 2.8  none   ON  FLG  -48.36 -50.11  UNIFRM   NA   NA    18.18  147.74  FCST   GOES15 25.8 
2015AUG04 053000  3.4  992.5  53.0  2.7 2.7 2.7  none   ON  FLG  -36.26 -46.99  UNIFRM   NA    1.7   18.22  147.81  FCST   GOES15 25.9 
2015AUG04 060000  3.4  992.5  53.0  2.7 2.7 2.6  none   ON  FLG  -37.76 -45.27  UNIFRM   NA    1.7   18.27  147.88  FCST   GOES15 26.0 
2015AUG04 063000  3.3  993.7  51.0  2.7 2.7 2.6  0.7T6hr   ON  OFF  -30.56 -42.04  CRVBND   NA    1.7   18.31  147.95  FCST   GOES15 26.1 
2015AUG04 070000  3.3  993.7  51.0  2.7 2.6 2.5  0.7T6hr   ON  OFF  -18.56 -39.25  CRVBND   NA    1.7   18.35  148.02  FCST   GOES15 26.1 
2015AUG04 073000  3.2  995.0  49.0  2.6 2.5 2.5  none   ON  OFF  -21.56 -37.36  CRVBND   NA    1.7   18.40  148.09  FCST   GOES15 26.2 
2015AUG04 080000  3.0  997.4  45.0  2.6 2.6 2.6  none   ON  OFF  -11.26 -40.00  CRVBND   NA    1.7   18.44  148.13  FCST   GOES15 26.3 
2015AUG04 083000  3.0  997.4  45.0  2.6 2.9 2.9  none   ON  OFF   -5.46 -42.46  CRVBND   NA    1.7   18.49  148.20  FCST   GOES15 26.4 
2015AUG04 090000  2.9  998.6  43.0  2.7 3.1 3.2  0.5Thour  ON  OFF  -42.26 -46.03  CRVBND   NA    1.7   18.53  148.27  FCST   GOES15 26.5 
2015AUG04 093000  2.7 1000.6  39.0  2.7 3.1 3.4  0.5Thour  ON  OFF  -78.26 -75.33  UNIFRM   NA    1.7   19.33  147.66  SPRL   GOES15 26.8 
2015AUG04 100000  2.8 1000.3  41.0  2.8 3.2 3.5  0.5Thour OFF  OFF  -74.56 -76.01  UNIFRM   NA    1.7   19.55  147.74  SPRL   GOES15 27.1 
2015AUG04 103000  2.9  999.2  43.0  2.9 3.2 3.5  0.5Thour OFF  OFF  -73.56 -73.04  UNIFRM   NA    1.7   19.40  147.70  SPRL   GOES15 26.9 
2015AUG04 110000  3.0  998.1  45.0  3.0 3.3 3.4  0.5Thour OFF  OFF  -72.06 -68.37  UNIFRM   NA    1.7   19.00  148.02  FCST   GOES15 26.8 
2015AUG04 113000  3.1  996.9  47.0  3.1 3.4 3.4  0.7T6hr  OFF  OFF  -68.46 -66.30  UNIFRM   NA    1.7   19.06  148.08  FCST   GOES15 26.8 
2015AUG04 120000  3.2  995.6  49.0  3.2 3.4 3.4  0.7T6hr  OFF  OFF  -61.96 -63.88  UNIFRM   NA    1.7   19.11  148.14  FCST   GOES15 26.9 
2015AUG04 123000  3.2  995.7  49.0  3.2 3.3 3.3  none  OFF  OFF  -55.26 -57.70  EMBC     NA    1.7   18.91  148.26  SPRL   GOES15 26.8 
2015AUG04 130000  3.3  994.5  51.0  3.3 3.2 3.2  none  OFF  OFF  -53.26 -52.24  UNIFRM   NA    1.7   18.76  148.42  SPRL   GOES15 26.8 
2015AUG04 133000  3.3  994.5  51.0  3.2 3.1 3.1  none   ON  OFF  -39.26 -48.67  UNIFRM   NA    1.7   18.81  148.38  SPRL   GOES15 26.8 
2015AUG04 140000  3.3  994.2  51.0  3.2 3.1 3.0  none   ON  OFF  -33.96 -45.25  UNIFRM   NA    1.7   18.86  148.46  SPRL   GOES15 26.9 
2015AUG04 143000  3.3  994.3  51.0  3.2 3.1 3.1  none   ON  OFF  -22.76 -39.64  CRVBND   NA    1.7   18.81  148.19  SPRL   GOES15 26.7 
2015AUG04 150000  3.3  994.2  51.0  3.1 2.7 2.7  none   ON  OFF  -19.46 -37.62  CRVBND   NA    1.7   18.95  148.11  SPRL   GOES15 26.8 
2015AUG04 153000  3.3  993.9  51.0  3.0 2.7 2.7  none   ON  OFF  -45.56 -48.52  CRVBND   NA    1.7   19.65  148.54  FCST   GOES15 27.7 
2015AUG04 160000  3.3  993.9  51.0  2.9 3.0 3.0  none   ON  FLG  -62.76 -49.08  UNIFRM   NA    1.7   19.70  148.60  FCST   GOES15 27.8 
2015AUG04 163000  3.3  993.9  51.0  2.9 3.1 3.0  none   ON  OFF  -50.76 -50.53  UNIFRM   NA   NA    19.75  148.66  FCST   GOES15 27.9 
2015AUG04 170000  3.3  993.8  51.0  2.9 3.1 3.1  none   ON  OFF  -41.56 -50.86  UNIFRM   NA   NA    19.79  148.72  FCST   GOES15 27.9 
2015AUG04 173000  3.3  993.4  51.0  3.0 3.4 3.4  none   ON  OFF  -61.56 -60.98  UNIFRM   NA   NA    20.89  148.30  SPRL   GOES15 28.7 
2015AUG04 180000  3.3  993.4  51.0  3.0 3.3 3.3  none   ON  OFF  -60.06 -57.73  UNIFRM   NA   NA    20.73  148.57  SPRL   GOES15 28.7 
2015AUG04 183000  3.3  993.5  51.0  3.1 3.3 3.2  none   ON  OFF  -65.46 -56.37  UNIFRM   NA   NA    20.68  148.74  SPRL   GOES15 28.8 
2015AUG04 190000  3.3  993.8  51.0  3.1 2.6 2.6  none   ON  OFF  -25.36 -43.72  CRVBND   NA   NA    19.97  148.96  FCST   GOES15 28.3 
2015AUG04 193000  3.2  994.9  49.0  3.1 3.0 3.0  none   ON  OFF  -43.66 -42.92  CRVBND   NA   NA    20.02  149.02  FCST   GOES15 28.3 
2015AUG04 200000  3.2  994.8  49.0  3.0 2.9 2.9  none   ON  OFF  -72.06 -49.96  UNIFRM   NA   NA    20.21  149.03  SPRL   GOES15 28.5 
2015AUG04 203000  3.2  994.9  49.0  3.0 2.9 2.9  none   ON  OFF  -71.16 -49.64  UNIFRM   NA   NA    20.10  149.15  FCST   GOES15 28.5 
2015AUG04 210000  3.1  996.0  47.0  3.0 3.1 3.1  none   ON  OFF  -70.26 -53.62  UNIFRM   NA   NA    20.15  149.21  FCST   GOES15 28.6 
2015AUG04 213000  3.1  995.9  47.0  3.0 3.2 3.2  none   ON  OFF  -68.06 -55.08  UNIFRM   NA   NA    20.19  149.27  FCST   GOES15 28.7 
2015AUG04 220000  3.1  995.9  47.0  2.9 3.2 3.2  none   ON  OFF  -60.46 -55.31  UNIFRM   NA   NA    20.30  149.10  FCST   GOES15 28.7 
2015AUG04 223000  3.1  995.9  47.0  3.0 3.2 3.2  none   ON  OFF  -59.36 -54.11  UNIFRM   NA   NA    20.35  149.17  FCST   GOES15 28.7 
2015AUG04 230000  3.1  995.8  47.0  3.1 3.2 3.2  none  OFF  OFF  -58.26 -53.05  UNIFRM   NA   NA    20.39  149.23  FCST   GOES15 28.8 
2015AUG04 233000  3.1  995.8  47.0  3.1 3.3 3.3  none  OFF  OFF  -57.26 -51.83  UNIFRM   NA   NA    20.44  149.30  FCST   GOES15 28.9 
2015AUG05 000000  3.2  994.7  49.0  3.2 3.3 3.3  none  OFF  OFF  -52.96 -51.16  UNIFRM   NA   NA    20.48  149.36  FCST   GOES15 29.0 
2015AUG05 003000  3.2  994.7  49.0  3.2 3.3 3.3  none  OFF  OFF  -52.96 -49.62  UNIFRM   NA   NA    20.53  149.43  FCST   GOES15 29.1 
2015AUG05 013000  3.2  994.6  49.0  3.2 3.3 3.2  none  OFF  OFF  -51.66 -48.57  UNIFRM   NA   NA    20.62  149.57  FCST   GOES15 29.3 
2015AUG05 020000  3.3  993.5  51.0  3.3 3.3 3.2  none  OFF  OFF  -45.56 -48.34  UNIFRM   NA   NA    20.66  149.64  FCST   GOES15 29.3 
