=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2020JUL31 173000  3.7  987.1  59.0  3.7 3.7 3.4  MW  OFF  OFF  -69.16 -61.39  UNIFRM   NA    NA   22.05   74.94  FCST   GOES16 25.8 MWinit1=3.43.13.1
2020JUL31 180000  3.8  985.8  61.0  3.8 3.8 3.5  MW  OFF  OFF  -64.16 -62.00  UNIFRM   NA    NA   22.12   75.03  FCST   GOES16 25.9 MWinit1=3.43.23.2
2020JUL31 183000  3.8  985.7  61.0  3.8 3.8 3.6  MW  OFF  OFF  -62.16 -63.57  UNIFRM   NA    NA   22.19   75.12  FCST   GOES16 25.9 MWinit1=3.33.23.2
2020JUL31 190000  3.9  984.4  63.0  3.9 3.9 3.6  MW  OFF  OFF  -60.16 -65.45  UNIFRM   NA    NA   22.26   75.21  FCST   GOES16 26.0 MWinit1=3.43.33.3
2020JUL31 193000  3.9  984.9  63.0  3.9 3.9 3.5  MW  OFF  OFF  -58.16 -65.23  UNIFRM   NA    NA   22.33   75.30  FCST   GOES16 26.1 MWinit1=3.43.33.3
2020JUL31 200000  3.9  984.9  63.0  3.9 3.9 3.6  MW  OFF  OFF  -76.16 -67.36  UNIFRM   NA    NA   22.46   75.53  FCST   GOES16 26.3 MWinit1=3.53.43.4
2020JUL31 203000  4.0  983.5  65.0  4.0 4.0 3.7  MW  OFF  OFF  -74.16 -67.42  UNIFRM   NA    NA   22.53   75.62  FCST   GOES16 26.3 MWinit1=3.53.43.4
2020JUL31 210000  4.0  983.5  65.0  4.0 4.0 3.8  MW  OFF  OFF  -71.16 -66.68  UNIFRM   NA    NA   22.60   75.70  FCST   GOES16 26.4 MWinit1=3.53.43.4
2020JUL31 213000  4.1  981.8  67.4  4.1 4.1 3.8  MW  OFF  OFF  -69.16 -64.98  UNIFRM   NA    NA   22.67   75.78  FCST   GOES16 26.5 MWinit1=3.63.43.4
2020JUL31 220000  4.1  981.8  67.4  4.1 4.1 3.7  MW  OFF  OFF  -67.16 -61.94  UNIFRM   NA    NA   22.74   75.87  FCST   GOES16 26.6 MWinit1=3.63.53.5
2020JUL31 223000  4.2  980.1  69.8  4.2 4.2 3.7  MW  OFF  OFF  -59.16 -60.94  UNIFRM   NA    NA   22.81   75.96  FCST   GOES16 26.7 MWinit1=3.63.53.5
2020JUL31 230000  4.2  980.0  69.8  4.2 4.2 3.8  MW  OFF  OFF  -77.16 -61.87  UNIFRM   NA    NA   22.88   76.04  FCST   GOES16 26.8 MWinit1=3.73.53.5
2020JUL31 233000  4.3  978.3  72.2  4.3 4.3 4.0  MW  OFF  OFF  -75.16 -63.19  UNIFRM   NA    NA   22.96   76.13  FCST   GOES16 26.9 MWinit1=3.83.63.6
2020AUG01 000000  4.3  978.3  72.2  4.3 4.3 4.1  MW     OFF  OFF  -76.16 -63.33  UNIFRM   NA   39.3   23.03   76.21  FCST   GOES16 26.9 
2020AUG01 003000  4.3  978.2  72.2  4.3 4.3 4.1  MW     OFF  OFF  -74.16 -63.87  UNIFRM   NA   39.3   23.10   76.30  FCST   GOES16 27.0 
2020AUG01 010000  4.4  977.5  74.6  4.4 4.4 4.0  MW     OFF  OFF  -75.16 -63.77  UNIFRM   NA   39.3   23.18   76.38  FCST   GOES16 27.1 
2020AUG01 013000  4.4  977.5  74.6  4.4 4.4 3.9  MW     OFF  OFF  -70.16 -64.14  UNIFRM   NA   39.3   23.10   76.18  FCST   GOES16 27.0 
2020AUG01 020000  4.4  977.5  74.6  4.4 4.4 3.9  MW     OFF  OFF  -72.16 -64.73  UNIFRM   NA   39.3   23.17   76.23  FCST   GOES16 27.1 
2020AUG01 023000  4.4  977.5  74.6  4.4 4.4 3.9  MW     OFF  OFF  -74.16 -66.16  UNIFRM   NA   39.3   23.23   76.32  FCST   GOES16 27.2 
2020AUG01 030000  4.4  977.4  74.6  4.4 4.4 3.7  MW     OFF  OFF  -74.16 -65.46  UNIFRM   NA   39.3   23.30   76.40  FCST   GOES16 27.3 
2020AUG01 033000  4.5  975.7  77.0  4.5 4.5 3.6  MW     OFF  OFF  -74.16 -63.43  UNIFRM   NA   39.3   23.37   76.48  FCST   GOES16 27.3 
2020AUG01 040000  4.5  975.6  77.0  4.5 4.5 3.4  MW     OFF  OFF  -71.16 -60.70  UNIFRM   NA   39.3   23.44   76.57  FCST   GOES16 27.4 
2020AUG01 043000  4.5  975.6  77.0  4.5 4.5 3.3  MW     OFF  OFF  -65.16 -59.02  UNIFRM   NA   39.3   23.50   76.65  FCST   GOES16 27.5 
2020AUG01 050000  4.5  975.6  77.0  4.5 4.5 3.2  MW     OFF  OFF  -61.16 -55.62  UNIFRM   NA   39.3   23.57   76.73  FCST   GOES16 27.6 
2020AUG01 053000  4.5  975.5  77.0  4.5 4.5 3.0  MW     OFF  OFF  -58.16 -53.15  UNIFRM   NA   39.3   23.64   76.81  FCST   GOES16 27.7 
2020AUG01 060000  4.6  973.6  79.6  4.6 4.6 2.7  MW     OFF  OFF  -56.16 -48.82  UNIFRM   NA   39.3   23.71   76.89  FCST   GOES16 27.8 
2020AUG01 063000  4.6  973.6  79.6  4.6 4.6 3.3  MW     OFF  OFF  -53.16 -52.92  UNIFRM   NA   39.3   23.82   76.15  SPRL   GOES16 27.9 
2020AUG01 070000  4.6  973.6  79.6  4.6 4.6 2.5  MW     OFF  OFF  -30.66 -40.17  CRVBND   NA   39.3   23.84   77.05  FCST   GOES16 27.9 
2020AUG01 073000  4.6  973.6  79.6  4.6 4.6 2.9  MW     OFF  OFF  -72.16 -46.56  UNIFRM   NA   39.3   23.76   76.69  SPRL   GOES16 27.8 
2020AUG01 080000  4.6  973.5  79.6  4.6 4.6 3.3  MW   OFF  OFF  -73.16 -53.34  UNIFRM   NA   39.3   23.92   76.70  SPRL   GOES16 28.0 
2020AUG01 083000  4.6  973.6  79.6  4.6 4.6 2.6  MW   OFF  OFF  -72.16 -44.88  RCDO   NA   39.3   23.83   77.02  FCST   GOES16 27.9 
2020AUG01 090000  4.6  973.5  79.6  4.6 4.6 2.5  MW   OFF  OFF  -68.16 -43.32  RCDO   NA   39.3   23.90   77.10  FCST   GOES16 28.0 
2020AUG01 093000  4.6  973.5  79.6  4.6 4.6 2.5  MW   OFF  OFF  -60.16 -43.00  RCDO   NA   39.3   23.96   77.18  FCST   GOES16 28.1 
2020AUG01 100000  4.6  973.5  79.6  4.6 4.6 2.5  MW   OFF  OFF  -42.16 -40.75  RCDO   NA    5.8   24.03   77.25  FCST   GOES16 28.2 
2020AUG01 103000  4.6  973.4  79.6  4.6 4.6 2.6  MW   OFF  OFF  -33.16 -38.30  CRVBND   NA    5.8   24.09   77.32  FCST   GOES16 28.3 
2020AUG01 110000  4.6  973.4  79.6  4.6 4.6 2.8  MW   OFF  OFF  -31.16 -37.85  CRVBND   NA    5.8   24.16   77.39  FCST   GOES16 28.3 
2020AUG01 113000  4.6  973.4  79.6  4.6 4.6 2.9  MW   OFF  OFF  -14.16 -38.57  CRVBND   NA    5.8   24.22   77.46  FCST   GOES16 28.4 
2020AUG01 120000  4.6  973.3  79.6  4.6 4.6 3.1  MW   OFF  OFF  -60.16 -37.92  CRVBND   NA    5.8   24.28   77.52  FCST   GOES16 28.5 
2020AUG01 123000  4.6  973.3  79.6  4.6 4.6 2.5  MW   OFF  OFF  -65.16 -38.84  RCDO   NA    9.1   24.34   77.59  FCST   GOES16 28.6 
2020AUG01 130000  4.6  973.3  79.6  4.6 4.6 2.5  MW   OFF  OFF  -55.16 -39.54  RCDO   NA    9.1   24.44   77.64  FCST   GOES16 28.7 
2020AUG01 133000  4.6  973.2  79.6  4.6 4.6 3.2  MW   OFF  OFF  -32.16 -38.98  EYE    -99    9.1   24.51   77.71  FCST   GOES16 28.8 
2020AUG01 140000  4.6  973.3  79.6  4.6 4.6 3.4  MW OFF  OFF  -55.16 -52.37  UNIFRM   NA    9.1   24.42   76.62  SPRL   GOES16 28.6 MW OFF HOLD >=6hrs old
2020AUG01 170000  4.6  973.3  79.6  4.2 3.9 2.9  0.7T6hr   ON  FLG  -26.16 -37.02  CRVBND   NA    9.1   24.29   77.19  SPRL   GOES16 28.5 
2020AUG01 173000  4.6  973.0  79.6  3.9 3.9 2.2  0.7T6hr   ON  FLG    3.84 -19.08  CRVBND   NA    9.1   25.00   78.19  FCST   GOES16 29.4 
2020AUG01 180000  4.6  973.0  79.6  3.9 3.9 2.1  0.7T6hr   ON  FLG    2.34 -16.86  CRVBND   NA    9.1   25.05   78.24  FCST   GOES16 29.5 
2020AUG01 183000  4.6  972.9  79.6  3.9 3.9 2.0  0.7T6hr   ON  FLG    2.84 -14.36  CRVBND   NA    9.1   25.11   78.29  FCST   GOES16 29.5 
2020AUG01 190000  4.6  972.9  79.6  3.9 3.9 2.0  0.7T6hr   ON  FLG    4.34 -13.87  CRVBND   NA    9.1   25.16   78.34  FCST   GOES16 29.6 
2020AUG01 193000  4.6  973.0  79.6  3.9 3.9 2.1  0.7T6hr   ON  FLG   10.34 -11.78  CRVBND   NA    9.1   24.95   78.52  FCST   GOES16 29.4 
2020AUG01 200000  4.6  973.0  79.6  3.9 3.9 2.1  0.7T6hr   ON  FLG   12.34 -12.21  CRVBND   NA    9.1   25.00   78.58  FCST   GOES16 29.5 
2020AUG01 203000  4.2  980.0  69.8  3.8 3.4 2.8  0.5Thour  ON  ON    14.84 -15.63  SHEAR    NA    9.1   25.05   78.64  FCST   GOES16 29.5 
2020AUG01 210000  4.2  979.9  69.8  3.7 3.4 3.2  0.5Thour  ON  ON    14.34 -21.61  SHEAR    NA    9.1   25.10   78.70  FCST   GOES16 29.6 
2020AUG01 213000  4.1  981.6  67.4  3.6 3.4 3.4  none   ON  ON    14.84 -27.08  SHEAR    NA    9.1   25.15   78.76  FCST   GOES16 29.7 
2020AUG01 220000  4.1  981.6  67.4  3.6 3.5 2.6  0.7T6hr   ON  ON     9.84 -32.19  CRVBND   NA    9.1   25.21   78.81  FCST   GOES16 29.7 
2020AUG01 223000  4.0  983.2  65.0  3.5 3.5 2.5  0.7T6hr   ON  ON   -68.16 -39.74  RCDO   NA    0.0   25.26   78.86  FCST   GOES16 29.8 
2020AUG01 230000  4.0  983.2  65.0  3.5 3.5 2.5  0.7T6hr   ON  ON   -74.16 -49.90  RCDO   NA    0.0   25.31   78.90  FCST   GOES16 29.9 
2020AUG01 233000  3.9  984.5  63.0  3.4 3.2 2.8  0.7T6hr   ON  ON   -73.16 -56.20  RCDO   NA    0.0   25.37   78.95  FCST   GOES16 29.9 
2020AUG02 000000  3.8  985.8  61.0  3.3 3.2 3.0  0.7T6hr   ON  ON   -71.16 -59.27  RCDO   NA    0.0   25.42   78.99  FCST   GOES16 30.0 
2020AUG02 003000  3.8  986.8  61.0  3.3 3.2 3.0  0.7T6hr   ON  ON   -69.16 -60.96  UNIFRM   NA    0.0   25.48   79.03  FCST   GOES16 30.1 
2020AUG02 010000  3.8  986.8  61.0  3.3 3.2 2.9  0.7T6hr   ON  ON   -65.16 -59.61  UNIFRM   NA    0.0   25.41   79.02  FCST   GOES16 30.0 
2020AUG02 013000  3.7  988.1  59.0  3.2 3.2 2.9  0.7T6hr   ON  ON   -56.16 -58.20  UNIFRM   NA    0.0   25.38   78.99  FCST   GOES16 30.0 
2020AUG02 020000  3.7  988.1  59.0  3.2 3.2 2.7  0.7T6hr   ON  ON   -39.16 -54.01  UNIFRM   NA    0.0   25.42   79.02  FCST   GOES16 30.0 
2020AUG02 023000  3.6  989.4  57.0  3.1 3.1 2.8  0.7T6hr   ON  ON   -17.16 -48.85  CRVBND   NA    0.0   25.46   79.06  FCST   GOES16 30.1 
2020AUG02 030000  3.6  989.4  57.0  3.1 3.0 2.8  0.7T6hr   ON  ON   -13.66 -45.26  CRVBND   NA    0.0   25.50   79.10  FCST   GOES16 30.1 
2020AUG02 033000  3.6  989.4  57.0  3.1 2.9 2.6  0.7T6hr   ON  ON   -39.16 -41.69  CRVBND   NA    0.0   25.55   79.14  FCST   GOES16 30.2 
2020AUG02 040000  3.5  990.7  55.0  3.0 2.9 2.0  0.7T6hr   ON  ON   -29.16 -38.49  CRVBND   NA    0.0   25.60   79.18  FCST   GOES16 30.2 
2020AUG02 043000  3.5  990.6  55.0  3.0 2.8 2.3  0.7T6hr   ON  ON    -6.16 -37.90  CRVBND   NA    0.0   25.65   79.23  FCST   GOES16 30.3 
2020AUG02 050000  3.4  991.9  53.0  2.9 2.8 2.3  0.7T6hr   ON  ON    -4.66 -38.53  CRVBND   NA    0.0   25.70   79.27  FCST   GOES16 30.4 
2020AUG02 053000  3.3  993.1  51.0  2.8 2.7 2.1  0.7T6hr   ON  ON   -16.16 -40.85  CRVBND   NA    0.0   25.76   79.31  FCST   GOES16 30.4 
2020AUG02 060000  3.3  993.1  51.0  2.8 2.6 2.1  0.7T6hr   ON  ON   -11.66 -39.32  CRVBND   NA    0.0   25.82   79.36  FCST   GOES16 30.5 
2020AUG02 063000  3.2  994.3  49.0  2.7 2.6 2.0  0.7T6hr   ON  ON     0.84 -36.36  CRVBND   NA    0.0   25.88   79.41  FCST   GOES16 30.6 
2020AUG02 070000  3.2  994.3  49.0  2.7 2.6 2.0  0.7T6hr   ON  ON     0.34 -34.33  CRVBND   NA    0.0   25.94   79.45  FCST   GOES16 30.7 
2020AUG02 073000  3.1  995.5  47.0  2.6 2.5 2.1  0.7T6hr   ON  ON    -0.16 -36.42  CRVBND   NA    0.0   26.11   79.35  FCST   GOES16 30.8 
2020AUG02 080000  3.0  996.7  45.0  2.5 2.5 2.2  0.7T6hr   ON  ON     0.84 -34.45  CRVBND   NA    0.0   26.17   79.41  FCST   GOES16 30.9 
2020AUG02 083000  3.0  996.6  45.0  2.5 2.4 2.1  0.7T6hr   ON  ON    -1.66 -32.30  CRVBND   NA    0.0   26.23   79.45  FCST   GOES16 31.0 
2020AUG02 090000  3.0  996.6  45.0  2.5 2.4 2.0  0.7T6hr   ON  ON    -6.66 -30.37  CRVBND   NA    0.0   26.30   79.50  FCST   GOES16 31.1 
2020AUG02 093000  2.9  997.8  43.0  2.4 2.4 2.3  0.7T6hr   ON  ON    -7.16 -28.99  CRVBND   NA    0.4   26.36   79.54  FCST   GOES16 31.2 
2020AUG02 100000  2.9  997.8  43.0  2.4 2.3 2.3  none   ON  ON    -9.66 -31.15  CRVBND   NA    0.4   26.43   79.59  FCST   GOES16 31.2 
2020AUG02 103000  2.9  997.7  43.0  2.4 2.3 2.0  0.7T6hr   ON  ON   -10.16 -34.47  CRVBND   NA    0.4   26.49   79.63  FCST   GOES16 31.3 
2020AUG02 110000  2.8  998.9  41.0  2.3 2.3 2.3  none   ON  ON    -3.66 -41.75  CRVBND   NA    0.4   26.56   79.66  FCST   GOES16 31.4 
2020AUG02 113000  2.8  998.9  41.0  2.4 2.8 2.8  none   ON  ON     2.84 -47.11  CRVBND   NA    0.4   26.62   79.70  FCST   GOES16 31.5 
2020AUG02 120000  2.8  998.9  41.0  2.3 2.1 2.1  none   ON  ON   -72.16 -53.86  UNIFRM   NA    0.4   26.68   79.74  FCST   GOES16 31.6 
2020AUG02 123000  2.7 1000.0  39.0  2.4 2.9 3.1  0.5Thour  ON  ON   -72.16 -59.18  RCDO   NA    0.4   26.74   79.77  FCST   GOES16 31.6 
2020AUG02 130000  2.7 1000.0  39.0  2.5 2.8 3.5  0.5Thour  ON  ON   -73.16 -63.54  RCDO   NA    0.4   26.81   79.81  FCST   GOES16 31.7 
2020AUG02 133000  2.6 1001.2  37.0  2.5 2.9 3.7  0.5Thour  ON  ON   -74.16 -72.63  UNIFRM   NA    0.4   26.70   79.54  FCST   GOES16 31.6 
2020AUG02 140000  2.6 1001.2  37.0  2.6 3.0 3.7  0.5Thour OFF  ON   -73.16 -72.49  UNIFRM   NA    0.4   26.77   79.56  FCST   GOES16 31.6 
2020AUG02 143000  2.7 1000.0  39.0  2.7 3.0 3.7  0.5Thour OFF  ON   -70.16 -70.78  UNIFRM   NA    0.4   26.84   79.58  FCST   GOES16 31.7 
2020AUG02 150000  2.8  998.7  41.0  2.8 3.1 3.7  0.5Thour OFF  ON   -70.16 -69.32  UNIFRM   NA    0.4   26.90   79.60  FCST   GOES16 31.8 
2020AUG02 153000  2.9  997.5  43.0  2.9 3.1 3.7  0.7T6hr  OFF  ON   -72.16 -68.03  UNIFRM   NA    0.4   26.96   79.62  FCST   GOES16 31.9 
2020AUG02 160000  3.0  996.3  45.0  3.0 3.1 3.7  0.7T6hr  OFF  ON   -73.16 -68.01  UNIFRM   NA    0.4   27.03   79.65  FCST   GOES16 31.9 
2020AUG02 163000  3.0  996.2  45.0  3.0 3.1 3.8  0.7T6hr  OFF  ON   -71.16 -67.49  UNIFRM   NA    0.4   27.09   79.67  FCST   GOES16 32.0 
2020AUG02 170000  3.0  996.2  45.0  3.0 3.0 3.7  0.7T6hr  OFF  ON   -68.16 -65.14  UNIFRM   NA    0.4   27.15   79.70  FCST   GOES16 32.1 
2020AUG02 173000  3.0  996.2  45.0  3.0 3.1 3.7  0.7T6hr  OFF  OFF  -65.16 -62.66  UNIFRM   NA    0.4   27.22   79.72  FCST   GOES16 32.2 
2020AUG02 180000  3.0  996.1  45.0  3.0 3.0 3.5  0.7T6hr  OFF  OFF  -62.16 -59.36  UNIFRM   NA    0.4   27.28   79.75  FCST   GOES16 32.2 
2020AUG02 183000  3.0  996.1  45.0  3.0 3.1 3.4  0.7T6hr  OFF  OFF  -59.16 -56.90  UNIFRM   NA    0.4   27.34   79.78  FCST   GOES16 32.3 
2020AUG02 190000  3.0  996.1  45.0  3.0 3.2 3.5  0.7T6hr  OFF  OFF  -55.16 -53.67  CRVBND   NA    0.4   27.40   79.80  FCST   GOES16 32.4 
2020AUG02 193000  3.0  996.0  45.0  3.0 2.7 2.7  none  OFF  OFF  -52.16 -53.77  CRVBND   NA    0.4   27.60   79.79  FCST   GOES16 32.6 
2020AUG02 200000  3.0  996.0  45.0  2.9 2.5 2.3  0.5Thour  ON  OFF  -41.16 -51.27  CRVBND   NA    0.4   27.67   79.76  FCST   GOES16 32.7 
2020AUG02 203000  3.0  995.9  45.0  2.8 2.6 2.6  none   ON  OFF  -35.16 -48.94  CRVBND   NA    0.4   27.73   79.78  FCST   GOES16 32.8 
2020AUG02 210000  3.0  995.9  45.0  2.8 2.7 2.7  none   ON  FLG  -44.16 -47.28  CRVBND   NA    0.4   27.80   79.80  FCST   GOES16 32.8 
2020AUG02 213000  3.0  995.9  45.0  2.8 2.8 2.8  none   ON  FLG  -49.16 -47.69  RCDO   NA    0.4   27.87   79.82  FCST   GOES16 32.9 
2020AUG02 220000  3.0  995.8  45.0  2.7 2.8 2.8  none   ON  OFF  -50.16 -47.63  RCDO   NA    5.9   27.93   79.84  FCST   GOES16 33.0 
2020AUG02 223000  3.0  995.8  45.0  2.7 2.8 2.8  none   ON  OFF  -50.16 -49.59  RCDO   NA    5.9   28.00   79.86  FCST   GOES16 33.1 
2020AUG02 230000  3.0  995.8  45.0  2.7 2.8 2.8  none   ON  OFF  -53.16 -50.30  RCDO   NA    5.9   28.06   79.88  FCST   GOES16 33.1 
2020AUG02 233000  3.0  995.7  45.0  2.7 2.8 2.8  none   ON  OFF  -47.16 -53.81  CRVBND   NA   10.9   28.13   79.90  FCST   GOES16 33.2 
2020AUG03 000000  3.0  995.7  45.0  2.8 2.9 2.9  none   ON  OFF  -64.16 -54.35  RCDO   NA   10.9   28.20   79.91  FCST   GOES16 33.3 
2020AUG03 003000  3.0  995.7  45.0  2.8 3.1 3.1  none   ON  OFF  -68.16 -57.42  RCDO   NA   10.9   28.26   79.93  FCST   GOES16 33.4 
2020AUG03 010000  3.0  995.7  45.0  2.9 3.3 3.3  none   ON  OFF  -69.16 -58.98  RCDO   NA   10.9   28.22   79.75  FCST   GOES16 33.3 
2020AUG03 013000  3.0  995.6  45.0  2.9 3.2 3.2  none   ON  OFF  -69.16 -61.41  UNIFRM   NA   10.9   28.31   79.75  FCST   GOES16 33.4 
2020AUG03 020000  3.1  994.4  47.0  3.1 3.3 3.3  none  OFF  OFF  -72.16 -63.17  UNIFRM   NA   10.9   28.37   79.76  FCST   GOES16 33.5 
2020AUG03 023000  3.1  994.3  47.0  3.1 3.4 3.5  0.5Thour OFF  OFF  -69.16 -65.39  UNIFRM   NA   10.9   28.44   79.78  FCST   GOES16 33.5 
2020AUG03 030000  3.2  993.1  49.0  3.2 3.5 3.6  0.7T6hr  OFF  OFF  -71.16 -66.29  UNIFRM   NA   10.9   28.50   79.80  FCST   GOES16 33.6 
2020AUG03 033000  3.3  991.8  51.0  3.3 3.5 3.7  0.7T6hr  OFF  OFF  -71.16 -66.74  UNIFRM   NA   10.9   28.56   79.82  FCST   GOES16 33.7 
2020AUG03 040000  3.3  991.7  51.0  3.3 3.4 3.6  0.7T6hr  OFF  OFF  -70.16 -66.83  UNIFRM   NA   10.9   28.63   79.84  FCST   GOES16 33.8 
2020AUG03 043000  3.3  991.7  51.0  3.3 3.4 3.7  0.7T6hr  OFF  OFF  -68.16 -66.55  UNIFRM   NA   10.9   28.69   79.85  FCST   GOES16 33.8 
2020AUG03 050000  3.4  990.4  53.0  3.4 3.4 3.8  0.7T6hr  OFF  OFF  -70.16 -66.79  UNIFRM   NA   10.9   28.75   79.87  FCST   GOES16 33.9 
2020AUG03 053000  3.4  990.4  53.0  3.4 3.4 3.9  0.7T6hr  OFF  OFF  -70.16 -66.79  UNIFRM   NA   10.9   28.81   79.89  FCST   GOES16 34.0 
2020AUG03 060000  3.4  990.4  53.0  3.4 3.5 3.9  0.7T6hr  OFF  OFF  -67.16 -66.64  UNIFRM   NA   10.9   28.88   79.90  FCST   GOES16 34.1 
2020AUG03 063000  3.4  990.3  53.0  3.4 3.5 3.8  0.7T6hr  OFF  OFF  -63.16 -64.91  UNIFRM   NA   10.9   28.94   79.92  FCST   GOES16 34.1 
2020AUG03 070000  3.4  992.3  53.0  3.4 3.6 3.8  0.7T6hr  OFF  OFF  -59.16 -62.71  UNIFRM   NA   10.9   29.00   79.93  FCST   GOES16 34.2 
2020AUG03 073000  3.4  992.1  53.0  3.4 3.6 3.9  0.7T6hr  OFF  OFF  -61.16 -62.95  UNIFRM   NA   10.9   29.31   79.90  FCST   GOES16 34.6 
2020AUG03 080000  3.5  990.8  55.0  3.5 3.8 3.8  none  OFF  OFF  -66.16 -61.13  UNIFRM   NA   10.9   29.41   79.90  FCST   GOES16 34.7 
2020AUG03 083000  3.5  990.8  55.0  3.5 3.6 3.6  none  OFF  OFF  -62.16 -59.08  UNIFRM   NA   10.9   29.51   79.90  FCST   GOES16 34.8 
2020AUG03 090000  3.5  990.7  55.0  3.5 3.5 3.5  none  OFF  OFF  -69.16 -58.56  UNIFRM   NA   10.9   29.70   79.90  FCST   GOES16 35.0 
2020AUG03 093000  3.5  990.6  55.0  3.5 3.3 3.3  none  OFF  OFF  -70.16 -56.41  UNIFRM   NA   10.9   29.80   79.90  FCST   GOES16 35.1 
2020AUG03 100000  3.5  990.6  55.0  3.5 3.5 3.4  MW  OFF  OFF  -67.16 -57.32  UNIFRM   NA   10.9   29.89   79.89  FCST   GOES16 35.2 MWinit1=3.43.53.5
2020AUG03 103000  3.5  990.5  55.0  3.5 3.5 3.5  MW  OFF  OFF  -62.16 -57.67  UNIFRM   NA   11.3   29.98   79.89  FCST   GOES16 35.3 MWinit1=3.53.53.5
2020AUG03 110000  3.6  989.2  57.0  3.6 3.6 3.6  MW  OFF  OFF  -53.16 -56.93  UNIFRM   NA   11.3   30.07   79.88  FCST   GOES16 35.4 MWinit1=3.63.53.5
2020AUG03 113000  3.6  989.1  57.0  3.6 3.6 3.5  MW   ON  OFF  -39.16 -54.55  UNIFRM   NA   11.3   30.16   79.87  FCST   GOES16 35.5 MWinit1=3.53.43.5
2020AUG03 120000  3.6  989.1  57.0  3.6 3.6 3.0  MW   ON  OFF  -35.16 -53.41  CRVBND   NA    4.9   30.25   79.86  FCST   GOES16 35.6 MWinit1=3.03.43.5
2020AUG03 123000  3.7  987.8  59.0  3.7 3.7 3.1  MW   ON  OFF  -30.16 -51.96  CRVBND   NA    4.9   30.33   79.85  FCST   GOES16 35.7 MWinit1=3.13.33.5
2020AUG03 130000  3.7  987.7  59.0  3.7 3.7 2.2  MW   ON  FLG  -24.16 -45.35  CRVBND   NA    4.9   30.39   80.08  FCST   GOES16 35.8 MWinit1=2.93.23.5
2020AUG03 133000  3.7  987.6  59.0  3.7 3.7 2.7  MW   ON  FLG  -20.16 -43.67  CRVBND   NA    4.9   30.55   80.19  FCST   GOES16 36.0 MWinit1=2.83.23.5
2020AUG03 140000  3.8  986.3  61.0  3.8 3.8 2.2  MW   ON  FLG  -17.66 -41.32  CRVBND   NA    4.9   30.51   80.20  FCST   GOES16 36.0 MWinit1=2.83.13.5
2020AUG03 143000  3.8  986.3  61.0  3.8 3.8 2.1  MW   ON  FLG  -27.16 -41.41  CRVBND   NA    4.9   30.60   80.11  FCST   GOES16 36.0 MWinit1=2.82.93.5
2020AUG03 150000  3.8  986.2  61.0  3.8 3.8 2.5  MW   ON  FLG  -39.16 -42.82  CRVBND   NA    4.9   30.70   80.10  FCST   GOES16 36.2 MWinit1=2.82.83.5
2020AUG03 153000  3.9  984.9  63.0  3.9 3.9 2.7  MW   ON  FLG  -31.16 -45.97  CRVBND   NA    4.9   30.80   80.08  FCST   GOES16 36.3 MWinit1=2.82.83.5
2020AUG03 160000  3.9  984.8  63.0  3.9 3.9 2.8  MW   ON  FLG  -56.16 -49.84  UNIFRM   NA    4.9   30.91   80.06  FCST   GOES16 36.4 MWinit1=2.82.83.5
2020AUG03 163000  4.0  983.4  65.0  4.0 4.0 3.0  MW   ON  FLG  -60.16 -55.15  UNIFRM   NA    4.9   31.02   80.03  FCST   GOES16 36.5 MWinit1=3.02.83.5
2020AUG03 170000  4.0  983.3  65.0  4.0 4.0 3.2  MW   ON  OFF  -63.16 -57.41  UNIFRM   NA    4.9   31.14   80.00  FCST   GOES16 36.6 MWinit1=3.22.83.5
2020AUG03 173000  4.0  983.3  65.0  4.0 4.0 3.4  MW   ON  OFF  -67.16 -59.10  UNIFRM   NA    4.9   31.26   79.96  FCST   GOES16 36.8 MWinit1=3.32.93.4
2020AUG03 180000  4.1  981.6  67.4  4.1 4.1 3.5  MW   ON  OFF  -62.16 -60.55  UNIFRM   NA    4.9   31.38   79.92  FCST   GOES16 36.9 MWinit1=3.33.03.4
2020AUG03 183000  4.1  981.5  67.4  4.1 4.1 3.5  MW   ON  OFF  -63.16 -60.35  UNIFRM   NA    4.9   31.51   79.88  FCST   GOES16 37.0 MWinit1=3.43.13.3
2020AUG03 190000  4.1  981.5  67.4  4.1 4.1 3.5  MW   ON  OFF  -62.16 -60.36  UNIFRM   NA    4.9   31.64   79.83  FCST   GOES16 37.2 MWinit1=3.53.23.2
2020AUG03 193000  4.2  979.7  69.8  4.2 4.2 3.4  MW  OFF  OFF  -65.16 -60.01  UNIFRM   NA    4.9   31.77   79.78  FCST   GOES16 37.3 MWinit1=3.43.33.3
2020AUG03 200000  4.2  979.7  69.8  4.2 4.2 3.3  MW  OFF  OFF  -60.16 -56.91  UNIFRM   NA    4.9   31.81   79.43  FCST   GOES16 37.3 MWinit1=3.33.33.3
