=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2021SEP03 170000  4.6  980.8  79.6  4.6 4.6 4.3  MW   ON  OFF  -51.16 -67.65  UNIFRM   NA   15.7   14.98   41.12  SPRL   GOES16 42.5 MWinit1=4.34.24.3
2021SEP03 173000  4.6  980.8  79.6  4.6 4.6 4.2  MW   ON  OFF  -55.16 -67.10  UNIFRM   NA   15.7   15.01   41.24  SPRL   GOES16 42.4 MWinit1=4.24.24.3
2021SEP03 180000  4.6  980.9  79.6  4.6 4.6 4.5  MW   ON  OFF  -47.16 -67.47  EMBC     NA   15.7   14.94   41.36  SPRL   GOES16 42.2 MWinit1=4.54.24.3
2021SEP03 183000  4.6  980.8  79.6  4.6 4.6 4.1  MW   ON  OFF  -44.16 -66.00  UNIFRM   NA   15.7   14.97   41.37  SPRL   GOES16 42.2 MWinit1=4.14.24.2
2021SEP03 190000  4.6  980.8  79.6  4.6 4.6 4.2  MW     OFF  OFF  -46.16 -64.66  UNIFRM   NA   52.6   15.00   41.39  SPRL   GOES16 42.2 
2021SEP03 193000  4.6  980.8  79.6  4.6 4.6 5.6  MW     OFF  OFF  -26.66 -64.98  EYE    -99   52.6   15.01   41.64  SPRL   GOES16 42.0 
2021SEP03 200000  4.6  980.8  79.6  4.6 4.6 5.9  MW     OFF  OFF   -3.66 -65.44  EYE     18   52.6   14.98   41.66  SPRL   GOES16 41.9 
2021SEP03 203000  4.7  978.9  82.2  4.7 5.7 5.7  MW OFF  OFF  -22.16 -65.19  EYE    -99   52.6   15.01   41.85  SPRL   GOES16 41.8 
2021SEP03 210000  4.9  974.9  87.4  4.9 5.7 5.7  none  OFF  OFF  -20.16 -65.17  EYE     14   62.1   15.15   41.95  COMBO  GOES16 41.7 
2021SEP03 213000  5.0  972.9  90.0  5.0 5.7 5.7  none  OFF  OFF  -22.16 -65.08  EYE     14   62.1   15.19   42.05  SPRL   GOES16 41.6 
2021SEP03 220000  5.2  969.1  94.8  5.2 5.7 5.7  none  OFF  OFF  -17.16 -64.93  EYE    -99   62.1   15.23   42.15  SPRL   GOES16 41.6 
2021SEP03 223000  5.3  967.2  97.2  5.3 5.6 5.6  none  OFF  OFF  -23.66 -64.79  EYE    -99   62.1   15.27   42.26  SPRL   GOES16 41.5 
2021SEP03 230000  5.5  963.3 102.0  5.5 5.6 5.6  none  OFF  OFF  -27.66 -65.27  EYE     10   62.1   15.31   42.37  SPRL   GOES16 41.4 
2021SEP03 233000  5.7  958.9 107.2  5.7 5.9 6.0  1.3T6hr  OFF  OFF   -2.16 -65.63  EYE     16   62.1   15.25   42.48  COMBO  GOES16 41.2 
2021SEP04 000000  5.7  958.9 107.2  5.7 5.9 6.1  1.3T6hr  OFF  OFF   -4.16 -67.06  EYE     17   62.1   15.40   42.49  COMBO  GOES16 41.3 
2021SEP04 003000  5.7  957.5 107.2  5.7 5.9 6.1  1.3T6hr  OFF  OFF   -3.66 -67.13  EYE     16   62.1   15.44   42.61  COMBO  GOES16 41.2 
2021SEP04 010000  5.7  957.5 107.2  5.7 5.9 6.1  1.3T6hr  OFF  OFF   -9.66 -67.27  EYE    -99   62.1   15.48   42.73  COMBO  GOES16 41.1 
2021SEP04 013000  5.8  955.6 109.8  5.8 5.9 5.9  none  OFF  OFF  -13.16 -66.52  EYE     17   62.1   15.46   42.89  SPRL   GOES16 40.9 
2021SEP04 020000  5.9  953.3 112.4  5.9 5.9 6.0  1.3T6hr  OFF  OFF    1.84 -65.91  EYE     15   62.1   15.58   42.94  SPRL   GOES16 40.9 
2021SEP04 023000  5.9  953.3 112.4  5.9 5.9 5.9  none  OFF  OFF   -6.16 -65.12  EYE    -99   62.1   15.60   43.04  SPRL   GOES16 40.8 
2021SEP04 030000  5.9  953.3 112.4  5.9 5.9 5.9  none  OFF  OFF   -0.66 -64.60  EYE    -99   62.1   15.75   43.14  COMBO  GOES16 40.8 
2021SEP04 033000  5.9  953.3 112.4  5.8 5.6 5.6  none   ON  OFF  -14.66 -63.92  EYE     10   62.1   15.79   43.35  COMBO  GOES16 40.6 
2021SEP04 040000  5.9  953.3 112.4  5.8 6.0 6.0  none   ON  OFF   -4.66 -65.92  EYE    -99   62.1   15.74   43.36  COMBO  GOES16 40.6 
2021SEP04 043000  5.9  953.2 112.4  5.8 5.9 5.9  none   ON  OFF  -12.16 -66.20  EYE     10   62.1   15.88   43.47  SPRL   GOES16 40.5 
2021SEP04 050000  5.9  953.2 112.4  5.8 5.8 5.8  none   ON  OFF  -22.66 -65.92  EYE     10   62.1   15.92   43.47  SPRL   GOES16 40.5 
2021SEP04 053000  5.9  953.2 112.4  5.8 5.7 5.7  none   ON  OFF  -25.16 -65.48  EYE      9   62.1   16.06   43.69  SPRL   GOES16 40.4 
2021SEP04 060000  5.9  953.1 112.4  5.8 5.7 5.7  none   ON  OFF  -23.16 -65.12  EYE     11   62.1   16.10   43.90  SPRL   GOES16 40.2 
2021SEP04 063000  5.9  953.1 112.4  5.8 5.8 5.8  none   ON  OFF  -13.16 -65.22  EYE    -99   62.1   16.13   43.91  SPRL   GOES16 40.2 
2021SEP04 070000  5.9  953.1 112.4  5.7 5.6 5.6  none   ON  OFF  -23.66 -65.15  EYE      8   62.1   16.17   44.03  SPRL   GOES16 40.1 
2021SEP04 073000  5.9  953.1 112.4  5.7 5.6 5.6  none   ON  OFF  -29.66 -65.41  EYE      8   56.3   16.30   44.14  SPRL   GOES16 40.1 
2021SEP04 080000  5.9  953.0 112.4  5.6 5.7 5.7  none   ON  OFF  -20.66 -65.06  EYE    -99   56.3   16.35   44.13  SPRL   GOES16 40.1 
2021SEP04 083000  5.9  953.1 112.4  5.7 5.9 5.9  none   ON  OFF   -4.16 -65.44  EYE    -99   56.3   16.30   44.34  SPRL   GOES16 39.9 
2021SEP04 090000  5.9  953.1 112.4  5.7 6.0 6.0  none   ON  OFF   -1.66 -65.85  EYE    -99   56.3   16.15   44.44  COMBO  GOES16 39.7 
2021SEP04 093000  5.8  955.3 109.8  5.8 6.0 6.0  none   ON  OFF    4.84 -65.63  EYE     13   58.8   16.40   44.34  SPRL   GOES16 39.9 
2021SEP04 100000  5.8  955.2 109.8  5.8 5.8 5.8  none  OFF  OFF    3.34 -63.42  EYE     16   58.8   16.45   44.65  COMBO  GOES16 39.6 
2021SEP04 103000  5.8  955.2 109.8  5.8 5.7 5.7  none  OFF  OFF    1.34 -62.54  EYE     22   58.8   16.50   44.76  COMBO  GOES16 39.5 
2021SEP04 111000  5.8  955.2 109.8  5.8 5.6 5.6  none  OFF  OFF    0.84 -61.24  EYE    -99   58.8   16.57   45.11  COMBO  GOES16 39.2 
2021SEP04 113000  5.8  955.2 109.8  5.8 5.8 5.8  none  OFF  OFF    5.34 -63.45  EYE     26   58.8   16.60   45.08  COMBO  GOES16 39.3 
2021SEP04 120000  5.8  955.2 109.8  5.8 6.0 6.0  none  OFF  OFF   10.84 -64.53  EYE     33   58.8   16.55   44.98  COMBO  GOES16 39.4 
2021SEP04 123000  5.8  956.1 109.8  5.8 5.8 5.8  none  OFF  OFF   13.34 -60.76  EYE     33   58.8   16.70   45.29  COMBO  GOES16 39.1 
2021SEP04 130000  5.8  956.1 109.8  5.7 5.3 5.3  none   ON  OFF   12.84 -59.97  EYEL   38   58.8   16.75   45.30  COMBO  GOES16 39.2 
2021SEP04 133000  5.8  956.2 109.8  5.6 5.2 5.2  none   ON  OFF   13.84 -59.36  EYEL   35   58.8   16.65   45.50  FCST   GOES16 38.9 
2021SEP04 140000  5.8  956.1 109.8  5.6 5.7 5.7  none   ON  OFF   13.84 -59.92  EYE     33   58.8   16.70   45.60  FCST   GOES16 38.8 
2021SEP04 143000  5.8  956.1 109.8  5.6 5.8 5.8  none   ON  OFF    8.84 -62.73  EYE     29   58.8   16.90   45.65  SPRL   GOES16 38.9 
2021SEP04 150000  5.8  956.0 109.8  5.5 5.3 5.3  none   ON  FLG   10.34 -63.19  EYEL   35   58.8   16.95   45.75  SPRL   GOES16 38.8 
2021SEP04 153000  5.8  956.0 109.8  5.5 5.7 5.7  none   ON  OFF   10.84 -60.50  EYE     30   58.8   17.00   45.85  SPRL   GOES16 38.8 
2021SEP04 160000  5.8  956.0 109.8  5.4 5.2 5.2  none   ON  OFF   11.84 -60.02  EYEL   40   58.8   17.05   45.94  SPRL   GOES16 38.7 
2021SEP04 163000  5.8  956.0 109.8  5.4 5.3 5.3  none   ON  OFF    7.84 -62.95  EYEL   36   58.8   17.10   46.04  SPRL   GOES16 38.6 
2021SEP04 170000  5.8  956.0 109.8  5.5 5.7 5.7  none   ON  OFF    9.34 -61.13  EYE     32   58.8   16.99   46.19  FCST   GOES16 38.4 
2021SEP04 173000  5.8  956.0 109.8  5.5 6.0 6.0  none   ON  OFF   11.84 -64.45  EYE     32   58.8   17.09   46.13  COMBO  GOES16 38.5 
2021SEP04 180000  5.8  955.9 109.8  5.5 5.9 5.9  none   ON  OFF   12.34 -63.35  EYE     31   58.8   17.34   46.33  COMBO  GOES16 38.5 
2021SEP04 183000  5.8  955.9 109.8  5.6 5.8 5.8  none   ON  OFF    9.34 -62.69  EYE     33   58.8   17.29   46.32  COMBO  GOES16 38.5 
2021SEP04 190000  5.7  957.4 107.2  5.6 5.7 5.7  none   ON  OFF    7.84 -60.45  EYE     34   58.8   17.34   46.52  SPRL   GOES16 38.3 
2021SEP04 193000  5.6  959.6 104.6  5.6 5.2 5.2  none   ON  OFF   13.84 -60.05  EYEL   37   58.8   17.40   46.59  SPRL   GOES16 38.3 
2021SEP04 200000  5.6  959.6 104.6  5.6 5.4 5.4  none  OFF  OFF   13.84 -62.33  EYEL   36   58.8   17.55   46.65  COMBO  GOES16 38.3 
2021SEP04 203000  5.6  959.6 104.6  5.6 5.3 5.3  none  OFF  OFF   13.84 -62.06  EYEL   36   58.8   17.50   46.74  SPRL   GOES16 38.2 
2021SEP04 210000  5.6  959.6 104.6  5.5 5.4 5.4  none   ON  OFF   13.34 -63.12  EYEL   39   58.8   17.55   46.84  SPRL   GOES16 38.1 
2021SEP04 213000  5.6  959.5 104.6  5.4 5.4 5.4  none   ON  OFF   12.84 -63.79  EYEL   37   58.8   17.70   46.83  SPRL   GOES16 38.2 
2021SEP04 220000  5.6  959.5 104.6  5.4 5.4 5.4  none   ON  OFF   14.34 -63.85  EYEL   39   58.8   17.65   47.02  SPRL   GOES16 38.0 
2021SEP04 223000  5.6  959.5 104.6  5.3 5.5 5.5  none   ON  OFF   13.84 -63.47  EYEL   37   58.8   17.81   47.11  SPRL   GOES16 38.0 
2021SEP04 230000  5.6  959.4 104.6  5.4 5.5 5.5  none   ON  OFF   13.84 -63.16  EYEL   38   58.8   17.86   47.20  SPRL   GOES16 37.9 
2021SEP04 233000  5.6  959.4 104.6  5.3 5.2 5.2  none   ON  FLG   13.84 -58.92  EYEL   36   58.8   17.92   47.28  SPRL   GOES16 37.9 
2021SEP05 000000  5.6  959.4 104.6  5.4 5.4 5.4  none   ON  OFF   12.84 -61.78  EYEL   40   58.8   17.97   47.37  SPRL   GOES16 37.8 
2021SEP05 003000  5.6  958.3 104.6  5.3 5.3 5.3  none   ON  OFF   14.34 -60.08  EYEL   38   58.8   17.92   47.56  SPRL   GOES16 37.6 
2021SEP05 010000  5.6  958.3 104.6  5.3 5.3 5.3  none   ON  OFF   13.34 -61.79  EYEL   39   58.8   17.95   47.63  SPRL   GOES16 37.6 
2021SEP05 013000  5.6  958.3 104.6  5.3 5.4 5.4  none   ON  OFF   14.34 -62.58  EYEL   41   58.8   17.99   47.70  SPRL   GOES16 37.6 
2021SEP05 020000  5.6  958.2 104.6  5.3 5.3 5.3  none   ON  OFF   14.34 -61.62  EYEL   44   58.8   18.04   47.78  SPRL   GOES16 37.5 
2021SEP05 023000  5.6  958.2 104.6  5.2 5.1 5.1  none   ON  OFF   15.34 -56.97  EYEL   42   58.8   18.10   47.86  SPRL   GOES16 37.5 
2021SEP05 030000  5.5  960.3 102.0  5.2 5.1 5.1  none   ON  OFF   13.84 -57.86  EYEL   47   58.8   18.15   47.95  SPRL   GOES16 37.4 
2021SEP05 033000  5.4  962.3  99.6  5.2 5.5 5.5  none   ON  OFF   14.84 -63.01  EYEL   45   58.8   18.21   47.93  SPRL   GOES16 37.5 
2021SEP05 040000  5.4  962.2  99.6  5.3 5.6 5.6  none   ON  OFF    8.84 -65.82  EYEL   46   58.8   18.36   48.01  SPRL   GOES16 37.5 
2021SEP05 043000  5.4  962.2  99.6  5.3 5.7 5.7  none   ON  OFF    9.34 -67.10  EYEL   48   58.8   18.42   48.10  SPRL   GOES16 37.4 
2021SEP05 050000  5.4  962.2  99.6  5.4 5.7 5.7  none  OFF  OFF   12.34 -66.91  EYEL   50   58.8   18.48   48.28  SPRL   GOES16 37.3 
2021SEP05 053000  5.5  960.2 102.0  5.5 5.8 5.8  none  OFF  OFF   13.84 -67.67  EYEL   47   58.8   18.44   48.26  SPRL   GOES16 37.3 
2021SEP05 060000  5.6  958.1 104.6  5.6 5.8 5.8  none  OFF  OFF   13.84 -68.12  EYEL   44   58.8   18.50   48.35  SPRL   GOES16 37.3 
2021SEP05 063000  5.7  955.8 107.2  5.7 5.8 5.8  none  OFF  OFF   13.84 -68.01  EYEL   48   58.8   18.56   48.43  SPRL   GOES16 37.2 
2021SEP05 070000  5.7  955.8 107.2  5.7 5.8 5.8  none  OFF  OFF   14.84 -68.35  EYEL   47   58.8   18.62   48.52  SPRL   GOES16 37.2 
2021SEP05 073000  5.7  955.8 107.2  5.7 5.7 5.7  none  OFF  OFF   14.84 -67.74  EYEL   50   58.8   18.65   48.59  SPRL   GOES16 37.1 
2021SEP05 080000  5.7  955.8 107.2  5.7 5.6 5.6  none  OFF  OFF   15.84 -66.24  EYEL   48   58.8   18.72   48.68  SPRL   GOES16 37.1 
2021SEP05 083000  5.7  955.8 107.2  5.7 5.6 5.6  none  OFF  OFF   16.34 -65.69  EYEL   48   58.8   18.78   48.76  SPRL   GOES16 37.1 
2021SEP05 090000  5.7  955.7 107.2  5.6 5.5 5.5  none   ON  OFF   16.84 -64.87  EYEL   48   58.8   18.85   48.84  SPRL   GOES16 37.0 
2021SEP05 093000  5.7  955.7 107.2  5.6 5.7 5.7  none   ON  OFF   16.84 -66.08  EYEL   50   58.8   18.91   48.92  SPRL   GOES16 37.0 
2021SEP05 100000  5.7  955.7 107.2  5.6 5.9 5.9  none   ON  OFF   16.34 -67.67  EYEL   46   58.8   18.98   48.90  SPRL   GOES16 37.1 
2021SEP05 103000  5.7  955.7 107.2  5.6 5.8 5.8  none   ON  OFF   15.84 -67.10  EYEL   46   58.8   19.04   48.98  SPRL   GOES16 37.0 
2021SEP05 110000  5.7  955.6 107.2  5.6 5.4 5.4  none   ON  OFF   16.34 -61.99  EYEL   44   58.8   19.11   49.06  SPRL   GOES16 37.0 
2021SEP05 113000  5.7  955.6 107.2  5.6 5.4 5.4  none   ON  OFF   15.34 -62.43  EYEL   44   58.8   19.17   49.14  SPRL   GOES16 37.0 
2021SEP05 120000  5.7  955.6 107.2  5.5 5.3 5.3  none   ON  OFF   15.84 -61.97  EYEL   45   58.8   19.23   49.22  SPRL   GOES16 36.9 
2021SEP05 123000  5.7  956.6 107.2  5.5 5.3 5.3  none   ON  OFF   16.34 -61.50  EYEL   45   58.8   19.29   49.30  SPRL   GOES16 36.9 
2021SEP05 130000  5.7  956.5 107.2  5.4 5.2 5.2  none   ON  OFF   14.84 -59.86  EYEL   42   58.8   19.35   49.39  SPRL   GOES16 36.8 
2021SEP05 133000  5.7  956.5 107.2  5.3 5.3 5.3  none   ON  OFF   15.34 -61.07  EYEL   40   58.8   19.36   49.44  SPRL   GOES16 36.8 
2021SEP05 140000  5.7  956.5 107.2  5.3 5.3 5.3  none   ON  OFF   15.34 -62.32  EYEL   41   58.8   19.42   49.51  SPRL   GOES16 36.8 
2021SEP05 143000  5.7  956.5 107.2  5.3 5.4 5.4  none   ON  FLG   14.84 -62.59  EYEL   43   58.8   19.49   49.58  SPRL   GOES16 36.8 
2021SEP05 150000  5.6  958.6 104.6  5.3 5.3 5.3  none   ON  OFF   14.34 -62.41  EYEL   43   58.8   19.55   49.65  SPRL   GOES16 36.8 
2021SEP05 153000  5.6  958.6 104.6  5.2 5.2 5.2  none   ON  FLG   12.84 -60.63  EYEL   44   58.8   19.71   49.72  SPRL   GOES16 36.8 
2021SEP05 160000  5.6  958.6 104.6  5.2 5.3 5.3  none   ON  OFF    8.84 -62.63  EYEL   41   58.8   19.77   49.69  SPRL   GOES16 36.9 
2021SEP05 163000  5.6  958.5 104.6  5.2 5.2 5.2  none   ON  OFF    6.34 -61.51  EYEL   37   58.8   19.93   49.87  SPRL   GOES16 36.8 
2021SEP05 170000  5.6  958.4 104.6  5.3 5.5 5.5  none   ON  OFF    5.34 -64.96  EYEL   38   58.8   20.09   49.95  SPRL   GOES16 36.9 
2021SEP05 173000  5.6  958.4 104.6  5.3 5.7 5.7  none   ON  OFF    7.84 -66.74  EYEL   35   58.8   20.14   50.02  COMBO  GOES16 36.8 
2021SEP05 180000  5.5  960.5 102.0  5.4 6.2 6.2  none   ON  OFF    4.84 -66.85  EYE     34   58.8   20.20   49.99  COMBO  GOES16 36.9 
2021SEP05 183000  5.6  958.4 104.6  5.6 6.1 6.1  none  OFF  OFF    2.84 -66.49  EYE     29   58.8   20.16   50.18  COMBO  GOES16 36.7 
2021SEP05 190000  5.7  955.8 107.2  5.7 6.0 6.0  none  OFF  OFF  -13.66 -66.70  EYE     26   58.8   20.31   50.15  COMBO  GOES16 36.8 
2021SEP05 193000  5.8  953.6 109.8  5.8 6.0 6.0  none  OFF  OFF    0.84 -65.63  EYE     34   58.8   20.39   50.27  COMBO  GOES16 36.8 
2021SEP05 200000  5.8  953.6 109.8  5.8 5.3 5.3  none  OFF  OFF    3.34 -64.44  EYEL   37   58.8   20.42   50.62  COMBO  GOES16 36.5 
2021SEP05 203000  5.8  953.5 109.8  5.8 5.4 5.4  none  OFF  OFF    5.84 -63.69  EYEL   39   58.8   20.58   50.58  SPRL   GOES16 36.7 
2021SEP05 210000  5.8  953.5 109.8  5.8 5.6 5.6  none  OFF  OFF    8.84 -65.59  EYEL   40   58.8   20.55   50.65  SPRL   GOES16 36.6 
2021SEP05 213000  5.8  953.5 109.8  5.6 5.4 5.4  none   ON  OFF   11.34 -64.06  EYEL   37   58.8   20.52   50.72  SPRL   GOES16 36.5 
2021SEP05 220000  5.8  953.5 109.8  5.5 5.4 5.4  none   ON  OFF   11.34 -63.70  EYEL   37   59.6   20.58   50.79  SPRL   GOES16 36.5 
2021SEP05 223000  5.8  953.5 109.8  5.4 4.8 4.8  none   ON  FLG   10.34 -55.13  EYEL   40   61.6   20.55   50.76  SPRL   GOES16 36.5 
2021SEP05 230000  5.8  953.5 109.8  5.3 5.4 5.4  none   ON  FLG   10.84 -63.48  EYEL   36   61.6   20.61   50.94  SPRL   GOES16 36.4 
2021SEP05 233000  5.8  953.5 109.8  5.3 5.2 5.2  none   ON  FLG    5.34 -62.44  EYEL   35   61.6   20.68   50.80  SPRL   GOES16 36.5 
2021SEP06 000000  5.8  953.5 109.8  5.2 5.2 5.2  none   ON  FLG    5.84 -62.26  EYEL   39   61.6   20.74   50.87  SPRL   GOES16 36.5 
2021SEP06 003000  5.8  953.4 109.8  5.2 5.3 5.3  none   ON  FLG    7.84 -63.30  EYEL   36   61.6   20.80   51.05  SPRL   GOES16 36.4 
2021SEP06 010000  5.8  952.9 109.8  5.2 5.4 5.4  none   ON  FLG    8.84 -64.01  EYEL   36   61.6   20.87   51.12  SPRL   GOES16 36.4 
2021SEP06 013000  5.8  952.9 109.8  5.2 5.3 5.3  none   ON  OFF    9.84 -63.32  EYEL   36   61.6   20.90   51.15  SPRL   GOES16 36.4 
2021SEP06 020000  5.8  952.9 109.8  5.4 6.0 6.0  none   ON  OFF   10.84 -65.66  EYE     31   61.6   20.85   51.21  SPRL   GOES16 36.3 
2021SEP06 023000  5.8  952.9 109.8  5.3 5.3 5.3  none   ON  OFF    6.34 -62.51  EYEL   39   61.6   21.00   51.28  SPRL   GOES16 36.4 
2021SEP06 030000  5.8  952.8 109.8  5.5 6.0 6.0  none   ON  OFF    6.84 -65.63  EYE     32   61.6   21.05   51.35  SPRL   GOES16 36.4 
2021SEP06 033000  5.6  957.2 104.6  5.5 5.6 5.6  none   ON  OFF   10.34 -65.99  EYEL   36   61.6   21.10   51.41  SPRL   GOES16 36.3 
2021SEP06 040000  5.6  957.2 104.6  5.6 5.6 5.6  none  OFF  OFF    8.84 -66.32  EYEL   37   61.6   21.16   51.48  SPRL   GOES16 36.3 
2021SEP06 043000  5.6  957.2 104.6  5.5 5.3 5.3  none   ON  OFF    7.34 -62.52  EYEL   37   61.6   21.21   51.55  SPRL   GOES16 36.3 
2021SEP06 050000  5.6  957.2 104.6  5.6 5.5 5.5  none  OFF  OFF   10.84 -63.85  EYEL   40   61.6   21.27   51.72  SPRL   GOES16 36.2 
2021SEP06 053000  5.6  957.1 104.6  5.5 5.4 5.4  none   ON  OFF   12.84 -62.42  EYEL   45   61.6   21.32   51.79  SPRL   GOES16 36.2 
2021SEP06 060000  5.6  957.1 104.6  5.6 5.8 5.8  none  OFF  OFF   12.84 -67.69  EYEL   46   61.6   21.38   51.86  SPRL   GOES16 36.2 
2021SEP06 063000  5.6  956.7 104.6  5.5 5.9 5.9  none   ON  OFF   13.84 -67.62  EYEL   37   61.6   21.43   51.92  SPRL   GOES16 36.2 
2021SEP06 070000  5.6  956.7 104.6  5.5 5.5 5.5  none   ON  OFF   14.34 -65.06  EYEL   36   61.6   21.36   52.10  SPRL   GOES16 36.0 
2021SEP06 073000  5.6  956.7 104.6  5.5 5.5 5.5  none   ON  OFF   12.34 -64.61  EYEL   40   61.6   21.40   52.14  SPRL   GOES16 36.0 
2021SEP06 080000  5.6  956.7 104.6  5.5 5.3 5.3  none   ON  OFF   14.34 -60.82  EYEL   48   61.6   21.45   52.21  SPRL   GOES16 35.9 
2021SEP06 083000  5.6  956.7 104.6  5.5 5.3 5.3  none   ON  OFF   14.34 -60.20  EYEL   45   61.6   21.40   52.17  SPRL   GOES16 35.9 
2021SEP06 090000  5.6  956.7 104.6  5.5 5.4 5.4  none   ON  OFF   14.84 -61.41  EYEL   46   61.6   21.35   52.24  SPRL   GOES16 35.8 
2021SEP06 093000  5.6  956.7 104.6  5.4 5.3 5.3  none   ON  OFF   13.84 -59.67  EYEL   53   61.6   21.40   52.31  SPRL   GOES16 35.8 
2021SEP06 100000  5.6  956.6 104.6  5.3 5.4 5.4  none   ON  OFF    8.84 -64.10  EYEL   44   61.6   21.55   52.38  SPRL   GOES16 35.9 
2021SEP06 103000  5.6  956.6 104.6  5.3 5.4 5.4  none   ON  OFF    7.84 -64.46  EYEL   44   61.6   21.60   52.34  SPRL   GOES16 36.0 
2021SEP06 110000  5.6  956.6 104.6  5.3 5.4 5.4  none   ON  OFF   13.34 -62.36  EYEL   45   57.0   21.65   52.30  SPRL   GOES16 36.0 
2021SEP06 113000  5.6  956.5 104.6  5.4 5.6 5.6  none   ON  OFF   14.84 -64.67  EYEL   46   57.0   21.81   52.47  SPRL   GOES16 36.0 
2021SEP06 120000  5.6  956.5 104.6  5.4 5.6 5.6  none   ON  OFF   15.34 -65.89  EYEL   50   57.0   21.77   52.65  SPRL   GOES16 35.8 
2021SEP06 123000  5.5  959.8 102.0  5.4 5.6 5.6  none   ON  OFF   15.34 -66.47  EYEL   61   57.0   21.83   52.72  SPRL   GOES16 35.8 
2021SEP06 130000  5.5  959.8 102.0  5.5 5.7 5.7  none  OFF  OFF   16.84 -66.72  EYEL   53   57.0   21.85   52.67  SPRL   GOES16 35.9 
2021SEP06 133000  5.5  959.8 102.0  5.5 5.5 5.5  none  OFF  OFF   15.84 -64.08  EYEL   50   57.0   21.90   52.73  SPRL   GOES16 35.9 
2021SEP06 140000  5.5  959.7 102.0  5.5 5.6 5.6  none  OFF  OFF   14.34 -64.85  EYEL   56   57.0   21.95   52.79  SPRL   GOES16 35.9 
2021SEP06 143000  5.5  959.7 102.0  5.5 5.4 5.4  none  OFF  OFF   16.34 -62.38  EYEL   61   57.0   22.00   52.90  SPRL   GOES16 35.8 
2021SEP06 150000  5.6  957.6 104.6  5.6 5.8 5.8  none  OFF  OFF   17.34 -67.19  EYEL   62   57.0   21.95   52.95  SPRL   GOES16 35.7 
2021SEP06 153000  5.6  957.6 104.6  5.6 5.8 5.8  none  OFF  OFF   17.34 -67.64  EYEL   58   57.0   22.00   53.12  SPRL   GOES16 35.7 
2021SEP06 160000  5.6  957.6 104.6  5.6 5.7 5.7  none  OFF  OFF   15.34 -65.31  EYEL   59   57.0   22.05   53.07  SPRL   GOES16 35.7 
2021SEP06 163000  5.6  957.6 104.6  5.6 5.8 5.8  none  OFF  OFF   16.34 -67.43  EYEL   58   57.0   22.01   53.13  SPRL   GOES16 35.7 
2021SEP06 170000  5.6  957.5 104.6  5.6 5.6 5.6  none  OFF  OFF   16.34 -64.68  EYEL   59   57.0   22.06   53.18  SPRL   GOES16 35.6 
2021SEP06 173000  5.6  957.5 104.6  5.6 5.4 5.4  none  OFF  OFF   16.84 -62.46  EYEL   58   57.0   22.12   53.24  SPRL   GOES16 35.6 
2021SEP06 180000  5.6  957.5 104.6  5.6 5.2 5.2  none  OFF  OFF   16.34 -59.17  EYEL   59   57.0   22.27   53.31  SPRL   GOES16 35.7 
2021SEP06 183000  5.6  957.5 104.6  5.5 5.4 5.4  none   ON  OFF   17.34 -62.59  EYEL   56   57.0   22.23   53.37  SPRL   GOES16 35.6 
2021SEP06 190000  5.6  957.5 104.6  5.4 5.3 5.3  none   ON  OFF   16.84 -61.31  EYEL   61   57.0   22.28   53.43  SPRL   GOES16 35.6 
2021SEP06 193000  5.6  957.3 104.6  5.4 5.3 5.3  none   ON  OFF   16.34 -61.80  EYEL   59   57.0   22.34   53.49  SPRL   GOES16 35.6 
2021SEP06 200000  5.6  957.3 104.6  5.3 5.3 5.3  none   ON  OFF   16.84 -61.01  EYEL   55   49.8   22.35   53.52  SPRL   GOES16 35.6 
2021SEP06 203000  5.6  957.3 104.6  5.3 5.3 5.3  none   ON  OFF   15.84 -61.51  EYEL   56   49.8   22.40   53.58  SPRL   GOES16 35.6 
2021SEP06 210000  5.6  957.2 104.6  5.3 5.3 5.3  none   ON  FLG   15.34 -60.79  EYEL   54   49.8   22.55   53.63  SPRL   GOES16 35.7 
2021SEP06 213000  5.6  957.3 104.6  5.3 5.3 5.3  none   ON  FLG   16.34 -62.24  EYEL   53   49.8   22.50   53.69  SPRL   GOES16 35.6 
2021SEP06 220000  5.6  957.2 104.6  5.2 5.1 5.1  none   ON  OFF   17.34 -56.43  EYEL   59   40.4   22.65   53.74  SPRL   GOES16 35.7 
2021SEP06 223000  5.6  957.2 104.6  5.2 5.1 5.1  none   ON  OFF   16.84 -59.01  EYEL   57   40.4   22.60   53.80  SPRL   GOES16 35.6 
2021SEP06 230000  5.6  957.2 104.6  5.2 5.3 5.3  none   ON  OFF   16.84 -60.39  EYEL   54   40.4   22.64   53.86  SPRL   GOES16 35.6 
2021SEP06 233000  5.6  957.2 104.6  5.2 5.1 5.1  none   ON  OFF   16.84 -58.65  EYEL   54   40.4   22.69   53.92  SPRL   GOES16 35.6 
