=====  ADT-Version 8.1.4 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2013JUL08 024500  2.5 1013.6  35.0  2.5 2.5 2.5  none  OFF  OFF  -61.06 -53.90  UNIFRM   NA   -0.0    9.78   47.11  FCST   GOES13 34.3 
2013JUL08 031500  2.6 1012.4  37.0  2.6 2.7 2.7  none  OFF  OFF  -59.96 -55.41  UNIFRM   NA   -0.0    9.82   47.29  FCST   GOES13 34.1 
2013JUL08 034500  2.6 1012.4  37.0  2.6 2.7 2.8  0.2Thour OFF  OFF  -57.76 -55.93  UNIFRM   NA   -0.0    9.85   47.49  FCST   GOES13 33.9 
2013JUL08 041500  2.7 1011.2  39.0  2.7 2.9 3.7  0.2Thour OFF  OFF  -56.76 -55.70  CRVBND   NA   -0.0    9.89   47.68  FCST   GOES13 33.7 
2013JUL08 044500  2.7 1011.1  39.0  2.7 2.9 2.8  none  OFF  OFF  -59.96 -54.89  UNIFRM   NA   -0.0    9.94   47.87  FCST   GOES13 33.5 
2013JUL08 051500  2.7 1011.1  39.0  2.7 2.8 2.8  none  OFF  OFF  -57.46 -52.86  UNIFRM   NA   -0.0    9.99   48.07  FCST   GOES13 33.3 
2013JUL08 054500  2.7 1011.1  39.0  2.7 2.9 2.8  none  OFF  OFF  -65.36 -54.20  UNIFRM   NA   -0.0   10.04   48.27  FCST   GOES13 33.1 
2013JUL08 061500  2.8 1009.9  41.0  2.8 2.9 2.9  none  OFF  OFF  -62.16 -55.43  UNIFRM   NA   -0.0   10.09   48.46  FCST   GOES13 32.9 
2013JUL08 064500  2.8 1008.8  41.0  2.8 3.1 3.0  none  OFF  OFF  -57.76 -57.62  UNIFRM   NA   -0.0   10.15   48.66  FCST   GOES13 32.7 
2013JUL08 071500  2.9 1007.6  43.0  2.9 3.1 3.2  0.2Thour OFF  OFF  -59.56 -59.39  UNIFRM   NA   NA    10.20   48.86  FCST   GOES13 32.5 
2013JUL08 074500  3.0 1006.4  45.0  3.0 3.3 3.4  0.2Thour OFF  OFF  -62.96 -60.15  UNIFRM   NA   NA    10.26   49.06  FCST   GOES13 32.4 
