=====  ADT-Version 8.1.4 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2013OCT13 030000  2.0 1008.4  30.0  2.0 2.0 2.0  none  OFF  OFF  -58.66 -57.39  UNIFRM   NA   NA    16.10  110.20  FCST   GOES15 34.1 
2013OCT13 033000  2.0 1008.3  30.0  2.0 2.0 2.0  none  OFF  OFF  -63.86 -59.39  UNIFRM   NA   NA    16.17  110.26  FCST   GOES15 34.1 
2013OCT13 043000  2.0 1008.3  30.0  2.0 2.2 3.3  0.2Thour OFF  OFF  -65.46 -62.70  RCDO   NA   NA    16.30  110.39  FCST   GOES15 34.0 
2013OCT13 050000  2.1 1007.7  31.0  2.1 2.4 3.4  0.2Thour OFF  OFF  -64.66 -63.63  RCDO   NA   NA    16.37  110.45  FCST   GOES15 34.0 
2013OCT13 053000  2.1 1007.6  31.0  2.1 2.3 2.3  none  OFF  OFF  -64.26 -64.22  UNIFRM   NA   NA    16.44  110.51  FCST   GOES15 34.0 
2013OCT13 060000  2.2 1007.0  32.0  2.2 2.4 2.3  none  OFF  OFF  -58.66 -64.81  UNIFRM   NA   NA    16.51  110.57  FCST   GOES15 34.0 
2013OCT13 063000  2.3 1006.4  33.0  2.3 2.5 2.5  none  OFF  OFF  -55.26 -64.79  UNIFRM   NA   NA    16.58  110.63  FCST   GOES15 34.0 
2013OCT13 070000  2.4 1004.8  34.0  2.4 2.6 2.6  none  OFF  OFF  -51.06 -64.24  UNIFRM   NA   NA    16.65  110.69  FCST   GOES15 34.0 
2013OCT13 073000  2.4 1004.8  34.0  2.4 2.7 2.7  none  OFF  OFF  -52.66 -64.24  UNIFRM   NA   NA    16.73  110.75  FCST   GOES15 34.0 
2013OCT13 080000  2.5 1004.2  35.0  2.5 2.8 2.7  none  OFF  OFF  -55.26 -62.51  UNIFRM   NA   NA    16.80  110.81  FCST   GOES15 34.0 
2013OCT13 083000  2.6 1003.0  37.0  2.6 2.9 3.4  0.2Thour OFF  OFF  -55.26 -60.15  CRVBND   NA   NA    16.87  110.87  FCST   GOES15 33.9 
2013OCT13 090000  2.7 1001.8  39.0  2.7 3.0 4.0  0.2Thour OFF  OFF  -59.06 -57.07  CRVBND   NA   NA    16.94  110.93  FCST   GOES15 33.9 
