=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2018AUG05 193000  2.0 1009.0  30.0  2.0 2.0 2.0  none  OFF  OFF    4.54 -46.83  CRVBND   NA    NA   14.46  105.66  FCST   GOES15 37.7 
2018AUG05 200000  2.1 1009.6  31.0  2.1 2.2 2.2  none  OFF  OFF   -4.46 -49.06  CRVBND   NA    NA   14.51  105.71  FCST   GOES15 37.7 
2018AUG05 203000  2.1 1009.5  31.0  2.1 2.2 2.5  0.2Thour OFF  OFF  -36.56 -52.05  CRVBND   NA   -3.8   14.56  105.75  FCST   GOES15 37.6 
2018AUG05 210000  2.2 1009.0  32.0  2.2 2.4 2.5  0.2Thour OFF  OFF  -24.96 -53.26  CRVBND   NA   -3.8   14.52  105.72  FCST   GOES15 37.6 
2018AUG05 213000  2.2 1009.0  32.0  2.2 2.4 2.7  0.2Thour OFF  OFF  -46.06 -54.01  CRVBND   NA   -3.8   14.56  105.76  FCST   GOES15 37.6 
2018AUG05 220000  2.3 1008.4  33.0  2.3 2.6 3.0  0.2Thour OFF  OFF  -53.96 -54.98  CRVBND   NA   -3.8   14.60  105.80  FCST   GOES15 37.6 
2018AUG05 223000  2.3 1008.4  33.0  2.3 2.6 3.4  0.2Thour OFF  OFF  -52.96 -57.33  CRVBND   NA   -3.8   14.64  105.84  FCST   GOES15 37.6 
2018AUG05 230000  2.4 1007.8  34.0  2.4 2.8 3.2  0.2Thour OFF  OFF  -50.76 -59.82  CRVBND   NA   -3.8   14.68  105.88  FCST   GOES15 37.6 
2018AUG05 233000  2.5 1007.2  35.0  2.5 2.8 3.3  0.2Thour OFF  OFF  -44.46 -61.06  CRVBND   NA   -3.8   14.71  105.93  FCST   GOES15 37.5 
2018AUG06 000000  2.6 1006.0  37.0  2.6 3.0 3.2  0.2Thour OFF  OFF  -38.76 -60.62  CRVBND   NA   -3.8   14.75  105.97  FCST   GOES15 37.5 
2018AUG06 003000  2.7 1004.8  39.0  2.7 2.9 2.9  none  OFF  OFF  -29.06 -60.68  CRVBND   NA   -3.8   14.79  106.01  FCST   GOES15 37.5 
2018AUG06 010000  2.8 1003.6  41.0  2.8 2.9 2.9  none  OFF  OFF  -42.86 -60.99  CRVBND   NA   -3.8   14.83  106.06  FCST   GOES15 37.5 
2018AUG06 013000  2.8 1003.6  41.0  2.8 3.1 3.5  0.2Thour OFF  OFF  -51.06 -61.76  CRVBND   NA   -4.9   14.87  106.10  FCST   GOES15 37.4 
2018AUG06 020000  2.9 1002.3  43.0  2.9 2.8 3.5  0.7T6hr  OFF  OFF  -42.86 -62.28  CRVBND   NA   -4.9   14.90  106.15  FCST   GOES15 37.4 
2018AUG06 023000  2.9 1002.3  43.0  2.9 2.8 3.5  0.7T6hr  OFF  OFF  -28.26 -63.04  CRVBND   NA   -4.9   14.94  106.19  FCST   GOES15 37.4 
2018AUG06 030000  2.9 1002.3  43.0  2.9 2.9 3.0  0.7T6hr  OFF  OFF  -30.16 -63.26  CRVBND   NA   -4.9   14.92  106.22  FCST   GOES15 37.3 
2018AUG06 033000  2.9 1002.3  43.0  2.9 2.9 3.1  0.7T6hr  OFF  OFF  -31.86 -63.85  CRVBND   NA   -4.9   14.96  106.26  FCST   GOES15 37.3 
2018AUG06 040000  2.9 1002.3  43.0  2.9 3.0 3.3  0.7T6hr  OFF  OFF  -17.46 -64.74  CRVBND   NA   -4.9   15.00  106.30  FCST   GOES15 37.3 
2018AUG06 043000  2.9 1002.3  43.0  2.9 3.0 3.3  0.7T6hr  OFF  OFF  -37.46 -64.68  CRVBND   NA   -4.9   15.04  106.34  FCST   GOES15 37.3 
2018AUG06 050000  2.9 1002.3  43.0  2.9 3.1 3.3  0.7T6hr  OFF  OFF  -44.76 -65.98  CRVBND   NA   -4.9   15.08  106.38  FCST   GOES15 37.2 
2018AUG06 053000  3.0 1001.0  45.0  3.0 3.2 3.9  0.7T6hr  OFF  OFF  -52.36 -68.31  UNIFRM   NA   -4.9   15.12  106.43  FCST   GOES15 37.2 
2018AUG06 060000  3.0 1001.0  45.0  3.0 3.3 3.9  0.7T6hr  OFF  OFF  -59.76 -69.98  UNIFRM   NA   -4.9   15.16  106.47  FCST   GOES15 37.2 
2018AUG06 063000  3.1  999.7  47.0  3.1 3.4 4.0  0.7T6hr  OFF  OFF  -68.86 -70.52  UNIFRM   NA   -4.9   15.19  106.51  FCST   GOES15 37.2 
2018AUG06 070000  3.2  998.5  49.0  3.2 3.5 4.2  0.7T6hr  OFF  OFF  -67.56 -71.40  UNIFRM   NA   -4.9   15.23  106.56  FCST   GOES15 37.2 
2018AUG06 073000  3.2  998.5  49.0  3.2 3.5 4.2  0.7T6hr  OFF  OFF  -73.56 -72.43  UNIFRM   NA   -4.9   15.27  106.60  FCST   GOES15 37.1 
2018AUG06 080000  3.4  995.9  53.0  3.4 3.6 4.3  0.7T6hr  OFF  OFF  -74.56 -73.09  UNIFRM   NA   -4.9   15.31  106.65  FCST   GOES15 37.1 
2018AUG06 083000  3.4  995.9  53.0  3.4 3.6 4.3  0.7T6hr  OFF  OFF  -74.06 -73.19  UNIFRM   NA   -4.9   15.35  106.69  FCST   GOES15 37.1 
2018AUG06 090000  3.5  994.8  55.0  3.5 3.6 4.4  0.7T6hr  OFF  OFF  -74.56 -75.78  UNIFRM   NA  -10.9   15.04  107.30  FCST   GOES15 36.3 
2018AUG06 093000  3.5  994.7  55.0  3.5 3.6 4.5  0.7T6hr  OFF  OFF  -78.76 -76.21  UNIFRM   NA  -10.9   15.07  107.35  FCST   GOES15 36.3 
2018AUG06 100000  3.5  994.7  55.0  3.5 3.6 4.5  0.7T6hr  OFF  OFF  -79.36 -76.33  UNIFRM   NA  -10.9   15.10  107.40  FCST   GOES15 36.3 
2018AUG06 103000  3.5  994.7  55.0  3.5 3.6 4.4  0.7T6hr  OFF  OFF  -77.66 -76.07  UNIFRM   NA  -10.9   15.13  107.45  FCST   GOES15 36.2 
2018AUG06 110000  3.6  993.4  57.0  3.6 3.6 4.2  0.7T6hr  OFF  OFF  -73.56 -75.81  UNIFRM   NA  -10.9   15.16  107.49  FCST   GOES15 36.2 
2018AUG06 113000  3.6  993.4  57.0  3.6 3.7 4.2  0.7T6hr  OFF  OFF  -73.56 -75.32  UNIFRM   NA  -10.9   15.19  107.54  FCST   GOES15 36.2 
2018AUG06 120000  3.6  993.4  57.0  3.6 3.7 4.2  0.7T6hr  OFF  OFF  -73.56 -75.15  UNIFRM   NA  -10.9   15.22  107.59  FCST   GOES15 36.1 
2018AUG06 123000  3.6  993.4  57.0  3.6 3.8 4.2  0.7T6hr  OFF  OFF  -76.06 -74.94  UNIFRM   NA  -10.9   15.25  107.63  FCST   GOES15 36.1 
2018AUG06 130000  3.7  992.0  59.0  3.7 3.9 4.3  0.7T6hr  OFF  OFF  -73.06 -74.12  UNIFRM   NA    0.0   15.28  107.68  FCST   GOES15 36.1 
2018AUG06 133000  3.7  992.0  59.0  3.7 3.9 4.2  0.7T6hr  OFF  OFF  -69.76 -72.72  UNIFRM   NA    0.0   15.31  107.72  FCST   GOES15 36.1 
2018AUG06 140000  3.8  990.7  61.0  3.8 4.1 4.1  none  OFF  OFF  -69.36 -70.44  UNIFRM   NA    0.0   15.35  107.77  FCST   GOES15 36.0 
2018AUG06 143000  3.9  989.3  63.0  3.9 4.0 4.0  none  OFF  OFF  -65.06 -68.66  UNIFRM   NA    2.8   15.38  107.81  FCST   GOES15 36.0 
2018AUG06 150000  3.9  988.3  63.0  3.9 3.9 3.9  none  OFF  OFF  -68.46 -66.73  UNIFRM   NA    2.8   15.45  107.93  FCST   GOES15 35.9 
2018AUG06 153000  3.9  988.3  63.0  3.9 3.9 3.9  none  OFF  OFF  -73.56 -68.00  UNIFRM   NA    2.8   15.47  107.96  FCST   GOES15 35.9 
2018AUG06 160000  3.9  988.2  63.0  3.9 4.0 4.0  none  OFF  OFF  -72.56 -69.87  UNIFRM   NA    2.8   15.50  108.00  FCST   GOES15 35.9 
2018AUG06 163000  3.9  988.2  63.0  3.9 4.1 4.1  none  OFF  OFF  -70.26 -71.08  UNIFRM   NA    2.8   15.53  108.04  FCST   GOES15 35.9 
2018AUG06 170000  4.0  986.9  65.0  4.0 4.2 4.2  none  OFF  OFF  -63.86 -70.45  EMBC     NA    2.8   15.56  108.07  FCST   GOES15 35.8 
2018AUG06 173000  4.0  986.9  65.0  4.0 4.2 4.2  none  OFF  OFF  -63.46 -69.22  UNIFRM   NA    2.8   15.58  108.11  FCST   GOES15 35.8 
2018AUG06 180000  4.0  986.8  65.0  4.0 4.1 4.1  none  OFF  OFF  -65.06 -68.43  UNIFRM   NA    2.8   15.61  108.15  FCST   GOES15 35.8 
2018AUG06 183000  4.0  986.8  65.0  4.0 4.1 4.1  none  OFF  OFF  -65.46 -67.94  UNIFRM   NA    2.8   15.64  108.19  FCST   GOES15 35.8 
2018AUG06 190000  4.1  985.2  67.4  4.1 4.2 4.2  none  OFF  OFF  -63.86 -68.15  EMBC     NA    2.8   15.67  108.22  FCST   GOES15 35.8 
2018AUG06 193000  4.1  985.2  67.4  4.1 4.1 4.1  none  OFF  OFF  -62.36 -68.28  UNIFRM   NA    2.8   15.70  108.26  FCST   GOES15 35.7 
2018AUG06 200000  4.1  985.1  67.4  4.1 4.2 4.2  none  OFF  OFF  -67.16 -67.68  UNIFRM   NA    2.8   15.73  108.30  FCST   GOES15 35.7 
2018AUG06 203000  4.1  985.1  67.4  4.1 4.2 4.2  none  OFF  OFF  -70.26 -66.27  UNIFRM   NA    2.8   15.76  108.34  FCST   GOES15 35.7 
2018AUG06 210000  4.1  985.1  67.4  4.1 4.2 4.2  none  OFF  OFF  -66.36 -64.91  UNIFRM   NA    2.8   15.80  108.37  FCST   GOES15 35.7 
