                  --------Intensity------- -Tno Values-- ---TnoCI Rules---  -Temperature-                 
           Time        FinalMSLPLatVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   Storm Location  Fix
   Date    (UTC)   CI  MSLP BiasAdj(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)     Lat     Lon    Mthd   Comments
2012MAY19 211500  2.8 1002.0  +0.0  41.0  2.8 2.8 2.8  none  OFF  OFF   -4.96 -22.41  CRVBND   NA    32.19   77.71   FCST   
2012MAY19 214500  2.8 1002.0  +0.0  41.0  2.7 2.7 2.7  none   ON  OFF  -20.16 -22.47  CRVBND   NA    32.17   77.74   FCST   
2012MAY19 221500  2.8 1002.0  +0.0  41.0  2.7 2.7 2.7  none   ON  OFF  -25.86 -22.56  CRVBND   NA    32.15   77.76   FCST   
2012MAY19 224500  2.8 1002.0  +0.0  41.0  2.7 2.7 2.2  0.1Thour  ON  OFF  -16.26 -20.63  CRVBND   NA    32.13   77.78   FCST   
2012MAY19 231500  2.8 1002.0  +0.0  41.0  2.7 2.9 2.9  0.1Thour  ON  OFF   -8.56 -18.62  CRVBND   NA    32.11   77.81   FCST   
2012MAY19 234500  2.8 1002.0  +0.0  41.0  2.7 2.6 2.5  0.1Thour  ON  OFF   -6.16 -15.72  CRVBND   NA    32.09   77.83   FCST   
2012MAY20 001500  2.8 1002.0  +0.0  41.0  2.7 2.6 2.2  0.1Thour  ON  OFF   -6.06 -15.35  CRVBND   NA    32.08   77.85   FCST   
2012MAY20 004500  2.8 1002.0  +0.0  41.0  2.6 2.6 2.5  0.1Thour  ON  OFF   -6.96 -14.66  CRVBND   NA    32.06   77.88   FCST   
2012MAY20 011500  2.8 1002.0  +0.0  41.0  2.7 2.8 2.7  0.1Thour  ON  OFF    9.64 -10.43  SHEAR    NA    32.04   77.90   FCST   
2012MAY20 014500  2.8 1002.0  +0.0  41.0  2.6 2.7 2.7  0.1Thour  ON  OFF   14.84  -9.25  SHEAR    NA    32.03   77.92   FCST   
2012MAY20 021500  2.8 1002.0  +0.0  41.0  2.6 2.5 2.4  0.1Thour  ON  OFF   17.34  -4.26  SHEAR    NA    32.01   77.94   FCST   
2012MAY20 024500  2.8 1002.0  +0.0  41.0  2.6 2.5 2.3  0.1Thour  ON  OFF   17.34  -3.04  SHEAR    NA    31.99   77.97   FCST   
2012MAY20 031500  2.8 1002.0  +0.0  41.0  2.6 2.7 2.7  none   ON  OFF   16.84  -5.38  SHEAR    NA    31.79   78.52   FCST   
2012MAY20 034500  2.7 1003.0  +0.0  39.0  2.6 2.7 2.7  none   ON  OFF   16.84  -7.69  SHEAR    NA    31.78   78.55   FCST   
2012MAY20 041500  2.7 1003.0  +0.0  39.0  2.5 2.1 1.0  0.5Thour  ON  OFF   17.04  -6.06  SHEAR    NA    31.77   78.58   FCST   
2012MAY20 044500  2.7 1003.0  +0.0  39.0  2.5 3.1 3.3  0.5Thour  ON  OFF   16.94  -6.24  SHEAR    NA    31.76   78.61   FCST   
2012MAY20 051500  2.7 1003.0  +0.0  39.0  2.6 3.1 3.4  0.5Thour  ON  OFF   16.34  -6.03  SHEAR    NA    31.75   78.64   FCST   
2012MAY20 054500  2.7 1003.0  +0.0  39.0  2.6 2.1 2.1  none   ON  OFF   11.04  -7.59  SHEAR    NA    31.73   78.66   FCST   
2012MAY20 061500  2.7 1003.0  +0.0  39.0  2.6 2.7 2.7  none   ON  OFF  -12.96 -10.56  CRVBND   NA    31.72   78.69   FCST   
2012MAY20 064500  2.7 1003.0  +0.0  39.0  2.6 2.9 2.9  none   ON  OFF  -33.06 -12.71  CRVBND   NA    31.71   78.72   FCST   
2012MAY20 071500  2.8 1002.0  +0.0  41.0  2.8 2.9 2.9  none  OFF  OFF  -27.86 -14.16  CRVBND   NA    31.70   78.75   FCST   
2012MAY20 074500  2.8 1002.0  +0.0  41.0  2.7 2.7 2.7  none   ON  OFF  -15.56 -13.23  CRVBND   NA    31.69   78.78   FCST   
