                  --------Intensity------- -Tno Values-- ---TnoCI Rules---  -Temperature-                 
           Time        FinalMSLPLatVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   Storm Location  Fix
   Date    (UTC)   CI  MSLP BiasAdj(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)     Lat     Lon    Mthd   Comments
2012SEP11 151500  2.0 1009.0  +0.0  30.0  2.0 2.0 2.0  none  OFF  OFF   -5.86 -23.35  CRVBND   NA    16.32   43.14   FCST   
2012SEP11 154500  2.0 1009.0  +0.0  30.0  2.0 2.1 2.2  0.1Thour OFF  OFF   -2.96 -31.69  CRVBND   NA    16.35   43.21   FCST   
2012SEP11 161500  2.0 1009.0  +0.0  30.0  2.0 2.1 2.5  0.1Thour OFF  OFF   -0.06 -27.24  CRVBND   NA    16.38   43.28   FCST   
2012SEP11 164500  2.0 1009.0  +0.0  30.0  2.0 2.1 2.2  0.1Thour OFF  OFF   -4.96 -30.03  CRVBND   NA    16.42   43.35   FCST   
2012SEP11 171500  2.0 1009.0  +0.0  30.0  2.0 2.1 2.5  0.1Thour OFF  OFF    0.04 -37.96  CRVBND   NA    16.45   43.42   FCST   
2012SEP11 174500  2.0 1009.0  +0.0  30.0  2.0 2.2 2.5  0.1Thour OFF  OFF   -2.66 -36.31  CRVBND   NA    16.49   43.50   FCST   
2012SEP11 181500  2.1 1008.2  +0.0  31.0  2.1 2.2 2.2  0.1Thour OFF  OFF   -8.16 -40.15  CRVBND   NA    16.53   43.57   FCST   
2012SEP11 184500  2.1 1008.2  +0.0  31.0  2.1 2.2 2.5  0.1Thour OFF  OFF  -11.46 -41.80  CRVBND   NA    16.56   43.65   FCST   
2012SEP11 191500  2.1 1008.2  +0.0  31.0  2.1 2.2 2.2  0.1Thour OFF  OFF  -19.76 -43.02  CRVBND   NA    16.60   43.73   FCST   
2012SEP11 194500  2.1 1008.2  +0.0  31.0  2.1 2.3 2.9  0.1Thour OFF  OFF  -21.46 -43.36  CRVBND   NA    16.64   43.80   FCST   
2012SEP11 201500  2.2 1007.4  +0.0  32.0  2.2 2.3 3.0  0.1Thour OFF  OFF  -22.86 -43.25  CRVBND   NA    16.68   43.88   FCST   
2012SEP11 204500  2.2 1007.4  +0.0  32.0  2.2 2.3 3.0  0.1Thour OFF  OFF  -21.46 -44.04  CRVBND   NA    16.72   43.96   FCST   
2012SEP11 211500  2.2 1007.4  +0.0  32.0  2.2 2.2 2.2  none  OFF  OFF  -44.46 -42.63  CRVBND   NA    17.53   43.84   FCST   
2012SEP11 214500  2.2 1007.4  +0.0  32.0  2.2 2.5 2.5  none  OFF  OFF  -47.86 -43.05  CRVBND   NA    17.58   43.93   FCST   
2012SEP11 221500  2.3 1006.6  +0.0  33.0  2.3 2.7 3.0  0.7T6hr  OFF  OFF  -43.16 -44.44  CRVBND   NA    17.64   44.01   FCST   
2012SEP11 224500  2.4 1005.8  +0.0  34.0  2.4 2.7 2.9  0.7T6hr  OFF  OFF  -42.36 -47.62  CRVBND   NA    17.69   44.10   FCST   
2012SEP11 231500  2.4 1005.8  +0.0  34.0  2.4 2.7 3.2  0.7T6hr  OFF  OFF  -39.26 -49.89  CRVBND   NA    17.75   44.18   FCST   
2012SEP11 234500  2.5 1005.0  +0.0  35.0  2.5 2.7 3.7  0.7T6hr  OFF  OFF  -31.96 -52.97  CRVBND   NA    17.80   44.27   FCST   
2012SEP12 001500  2.6 1004.0  +0.0  37.0  2.6 2.8 4.0  0.7T6hr  OFF  OFF  -62.26 -56.05  CRVBND   NA    17.86   44.36   FCST   
2012SEP12 004500  2.7 1003.0  +0.0  39.0  2.7 2.8 4.0  0.7T6hr  OFF  OFF  -64.96 -59.12  CRVBND   NA    17.91   44.45   FCST   
2012SEP12 011500  2.7 1003.0  +0.0  39.0  2.7 2.8 3.5  0.7T6hr  OFF  OFF  -74.36 -61.85  UNIFRM   NA    17.97   44.53   FCST   
2012SEP12 014500  2.7 1003.0  +0.0  39.0  2.7 2.8 3.5  0.7T6hr  OFF  OFF  -71.46 -64.46  UNIFRM   NA    18.02   44.62   FCST   
2012SEP12 021500  2.7 1003.0  +0.0  39.0  2.7 2.9 3.6  0.7T6hr  OFF  OFF  -70.96 -64.88  UNIFRM   NA    18.08   44.71   FCST   
2012SEP12 024500  2.8 1002.0  +0.0  41.0  2.8 2.9 3.7  0.7T6hr  OFF  OFF  -67.46 -64.47  UNIFRM   NA    18.13   44.80   FCST   
2012SEP12 031500  2.8 1002.0  +0.0  41.0  2.8 2.9 3.4  0.7T6hr  OFF  OFF  -70.56 -62.30  UNIFRM   NA    17.83   45.25   FCST   
2012SEP12 034500  2.8 1002.0  +0.0  41.0  2.8 2.9 3.6  0.7T6hr  OFF  OFF  -70.56 -63.92  UNIFRM   NA    17.89   45.34   FCST   
2012SEP12 041500  2.8 1002.0  +0.0  41.0  2.8 3.0 3.7  0.7T6hr  OFF  OFF  -70.96 -64.35  UNIFRM   NA    17.95   45.43   FCST   
2012SEP12 044500  2.9 1001.0  +0.0  43.0  2.9 3.1 3.7  0.7T6hr  OFF  OFF  -66.26 -63.89  UNIFRM   NA    18.01   45.53   FCST   
2012SEP12 051500  2.9 1001.0  +0.0  43.0  2.9 3.1 3.5  0.7T6hr  OFF  OFF  -59.36 -63.04  CRVBND   NA    18.07   45.62   FCST   
2012SEP12 054500  3.0 1000.0  +0.0  45.0  3.0 3.2 3.7  0.7T6hr  OFF  OFF  -40.06 -62.95  CRVBND   NA    18.13   45.72   FCST   
2012SEP12 061500  3.0 1000.0  +0.0  45.0  3.0 3.3 3.5  0.7T6hr  OFF  OFF  -35.16 -62.89  CRVBND   NA    18.19   45.81   FCST   
2012SEP12 064500  3.1  998.8  +0.0  47.0  3.1 3.4 4.0  0.7T6hr  OFF  OFF  -46.16 -62.34  CRVBND   NA    18.25   45.91   FCST   
2012SEP12 071500  3.2  997.6  +0.0  49.0  3.2 3.4 3.7  0.7T6hr  OFF  OFF  -59.66 -62.23  CRVBND   NA    18.31   46.00   FCST   
2012SEP12 074500  3.2  997.6  +0.0  49.0  3.2 3.4 3.7  0.7T6hr  OFF  OFF  -62.26 -62.13  UNIFRM   NA    18.37   46.09   FCST   
2012SEP12 081500  3.3  996.4  +0.0  51.0  3.3 3.4 4.0  0.7T6hr  OFF  OFF  -60.36 -62.20  CRVBND   NA    18.43   46.19   FCST   
2012SEP12 084500  3.4  995.2  +0.0  53.0  3.4 3.5 3.7  0.7T6hr  OFF  OFF  -59.66 -61.41  CRVBND   NA    18.49   46.28   FCST   
2012SEP12 091500  3.4  995.2  +0.0  53.0  3.4 3.5 4.0  0.7T6hr  OFF  OFF  -63.76 -62.70  UNIFRM   NA    18.63   46.66   FCST   
2012SEP12 094500  3.4  995.2  +0.0  53.0  3.4 3.5 3.9  0.7T6hr  OFF  OFF  -53.26 -61.77  EMBC     NA    18.69   46.77   FCST   
2012SEP12 101500  3.4  995.2  +0.0  53.0  3.4 3.5 3.9  0.7T6hr  OFF  OFF  -33.06 -61.14  UNIFRM   NA    18.74   46.88   FCST   
2012SEP12 104500  3.4  995.2  +0.0  53.0  3.4 3.5 3.5  none  OFF  OFF  -46.96 -60.84  CRVBND   NA    18.80   46.99   FCST   
2012SEP12 111500  3.4  995.2  +0.0  53.0  3.4 3.0 3.0  none  OFF  OFF  -55.86 -59.92  CRVBND   NA    18.86   47.10   FCST   
2012SEP12 114500  3.4  995.2  +0.0  53.0  3.3 3.2 3.2  none   ON  OFF  -50.76 -59.09  CRVBND   NA    18.92   47.21   FCST   
2012SEP12 121500  3.4  995.2  +0.0  53.0  3.2 3.0 3.0  none   ON  OFF  -51.06 -58.73  CRVBND   NA    18.98   47.32   FCST   
2012SEP12 124500  3.4  995.2  +0.0  53.0  3.2 3.2 3.2  none   ON  OFF  -46.66 -58.44  CRVBND   NA    19.04   47.43   FCST   
2012SEP12 131500  3.4  995.2  +0.0  53.0  3.1 3.0 3.0  none   ON  OFF  -29.56 -58.22  CRVBND   NA    19.10   47.53   FCST   
2012SEP12 134500  3.4  995.2  +0.0  53.0  3.1 3.5 3.5  none   ON  OFF  -30.46 -57.57  CRVBND   NA    19.16   47.64   FCST   
2012SEP12 141500  3.4  995.2  +0.0  53.0  3.2 3.7 4.0  0.5Thour  ON  OFF  -43.96 -57.05  CRVBND   NA    19.22   47.74   FCST   
2012SEP12 144500  3.4  995.2  +0.0  53.0  3.3 3.7 3.9  0.5Thour  ON  OFF  -65.76 -56.80  CRVBND   NA    19.29   47.85   FCST   
2012SEP12 151500  3.4  995.2  +0.0  53.0  3.3 3.4 3.4  none   ON  OFF  -61.86 -56.14  CRVBND   NA    19.13   47.64   FCST   
2012SEP12 154500  3.4  995.2  +0.0  53.0  3.3 3.0 3.0  none   ON  OFF  -61.86 -57.48  CRVBND   NA    19.20   47.73   FCST   
2012SEP12 161500  3.4  995.2  +0.0  53.0  3.3 3.0 3.0  none   ON  OFF  -57.56 -57.32  CRVBND   NA    19.26   47.82   FCST   
2012SEP12 164500  3.4  995.2  +0.0  53.0  3.3 3.0 3.0  none   ON  OFF  -54.26 -56.69  CRVBND   NA    19.32   47.91   FCST   
2012SEP12 171500  3.4  995.2  +0.0  53.0  3.2 3.0 3.0  none   ON  OFF  -50.46 -57.59  CRVBND   NA    19.39   48.00   FCST   
2012SEP12 174500  3.3  996.4  +0.0  51.0  3.2 3.7 3.7  none   ON  OFF  -48.66 -58.37  CRVBND   NA    19.45   48.09   FCST   
2012SEP12 181500  3.3  996.4  +0.0  51.0  3.2 3.7 3.7  none   ON  OFF  -43.36 -59.02  CRVBND   NA    19.52   48.18   FCST   
2012SEP12 184500  3.3  996.4  +0.0  51.0  3.2 3.7 3.7  none   ON  OFF  -36.36 -59.38  CRVBND   NA    19.58   48.27   FCST   
2012SEP12 191500  3.3  996.4  +0.0  51.0  3.3 3.5 3.5  none  OFF  OFF  -38.26 -59.38  CRVBND   NA    19.65   48.36   FCST   
2012SEP12 194500  3.4  995.2  +0.0  53.0  3.4 3.4 3.4  none  OFF  OFF  -30.46 -58.38  CRVBND   NA    19.72   48.45   FCST   
2012SEP12 201500  3.4  995.2  +0.0  53.0  3.4 2.9 2.9  none  OFF  OFF  -29.56 -58.09  CRVBND   NA    19.78   48.54   FCST   
2012SEP12 204500  3.5  994.0  +0.0  55.0  3.5 3.7 3.7  none  OFF  OFF  -32.66 -59.05  CRVBND   NA    19.85   48.62   FCST   
2012SEP12 211500  3.5  994.0  +0.0  55.0  3.4 3.5 3.5  none   ON  OFF  -43.16 -60.15  CRVBND   NA    20.03   48.94   FCST   
2012SEP12 214500  3.5  994.0  +0.0  55.0  3.5 3.9 3.9  none  OFF  OFF  -73.36 -61.96  UNIFRM   NA    20.10   49.03   FCST   
2012SEP12 221500  3.5  994.0  +0.0  55.0  3.5 3.9 3.9  none  OFF  OFF  -72.36 -64.02  UNIFRM   NA    20.17   49.11   FCST   
2012SEP12 224500  3.6  992.6  +0.0  57.0  3.6 4.0 4.0  0.7T6hr  OFF  OFF  -49.26 -66.74  UNIFRM   NA    20.24   49.20   FCST   
2012SEP12 231500  3.6  992.6  +0.0  57.0  3.6 3.9 4.0  0.7T6hr  OFF  OFF  -61.46 -68.85  UNIFRM   NA    20.31   49.28   FCST   
2012SEP12 234500  3.8  989.8  +0.0  61.0  3.8 3.9 4.0  0.7T6hr  OFF  OFF  -70.06 -69.78  UNIFRM   NA    20.38   49.37   FCST   
2012SEP13 001500  3.8  989.8  +0.0  61.0  3.8 3.9 4.0  0.7T6hr  OFF  OFF  -70.06 -69.58  UNIFRM   NA    20.45   49.45   FCST   
2012SEP13 004500  3.9  988.4  +0.0  63.0  3.9 3.9 4.0  0.7T6hr  OFF  OFF  -70.06 -69.38  UNIFRM   NA    20.52   49.53   FCST   
2012SEP13 011500  3.9  988.4  +0.0  63.0  3.9 4.0 4.0  0.7T6hr  OFF  OFF  -75.36 -69.50  UNIFRM   NA    20.59   49.62   FCST   
2012SEP13 014500  3.9  988.4  +0.0  63.0  3.9 4.0 4.0  none  OFF  OFF  -74.36 -70.61  UNIFRM   NA    20.66   49.70   FCST   
2012SEP13 021500  3.9  988.4  +0.0  63.0  3.9 4.1 4.1  none  OFF  OFF  -76.86 -71.26  UNIFRM   NA    20.74   49.78   FCST   
2012SEP13 024500  4.0  987.0  +0.0  65.0  4.0 4.1 4.1  none  OFF  OFF  -76.36 -70.78  UNIFRM   NA    20.81   49.87   FCST   
2012SEP13 031500  4.0  987.0  +0.0  65.0  4.0 4.0 4.0  none  OFF  OFF  -75.36 -69.70  UNIFRM   NA    20.74   50.14   FCST   
2012SEP13 034500  4.0  987.0  +0.0  65.0  4.0 4.0 4.0  none  OFF  OFF  -73.36 -69.62  UNIFRM   NA    20.81   50.22   FCST   
2012SEP13 041500  4.0  987.1  +0.1  65.0  4.0 4.0 4.0  none  OFF  OFF  -74.86 -69.45  UNIFRM   NA    20.89   50.30   FCST   
2012SEP13 044500  4.0  987.2  +0.2  65.0  4.0 3.9 3.9  none  OFF  OFF  -70.96 -68.86  UNIFRM   NA    20.96   50.38   FCST   
2012SEP13 051500  4.0  987.2  +0.2  65.0  4.0 4.0 4.0  none  OFF  OFF  -69.16 -68.46  UNIFRM   NA    21.04   50.46   FCST   
2012SEP13 054500  4.0  987.3  +0.3  65.0  4.0 4.1 4.1  none  OFF  OFF  -68.76 -68.32  UNIFRM   NA    21.11   50.54   FCST   
2012SEP13 061500  4.0  987.4  +0.4  65.0  4.0 4.2 4.2  none  OFF  OFF  -67.46 -68.54  EMBC     NA    21.19   50.62   FCST   
2012SEP13 064500  4.0  987.5  +0.4  65.0  4.0 4.2 4.2  none  OFF  OFF  -64.16 -68.67  EMBC     NA    21.27   50.70   FCST   
2012SEP13 071500  4.0  987.5  +0.5  65.0  4.0 4.1 4.1  none  OFF  OFF  -63.46 -68.60  EMBC     NA    21.34   50.77   FCST   
