                  --------Intensity------- -Tno Values-- ---TnoCI Rules---  -Temperature-                 
           Time        FinalMSLPLatVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   Storm Location  Fix
   Date    (UTC)   CI  MSLP BiasAdj(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)     Lat     Lon    Mthd   Comments
2012JUL07 211500  2.0 1009.0  +0.0  30.0  2.0 2.0 2.0  none  OFF  OFF  -21.66 -46.17  CRVBND   NA     9.91  101.65   FCST   
2012JUL07 214500  2.0 1009.0  +0.0  30.0  2.0 2.1 3.4  0.1Thour OFF  OFF  -25.86 -46.25  CRVBND   NA     9.94  101.76   FCST   
2012JUL07 221500  2.0 1009.0  +0.0  30.0  2.0 2.1 3.2  0.1Thour OFF  OFF  -33.76 -46.18  CRVBND   NA     9.97  101.86   FCST   
2012JUL07 224500  2.0 1009.0  +0.0  30.0  2.0 2.1 3.0  0.1Thour OFF  OFF  -43.16 -46.02  CRVBND   NA    10.00  101.97   FCST   
2012JUL07 231500  2.0 1009.0  +0.0  30.0  2.0 2.1 2.5  0.1Thour OFF  OFF  -48.66 -46.47  CRVBND   NA    10.02  102.07   FCST   
2012JUL07 234500  2.0 1009.0  +0.0  30.0  2.0 2.2 2.5  0.1Thour OFF  OFF  -40.56 -47.92  CRVBND   NA    10.05  102.18   FCST   
2012JUL08 001500  2.1 1008.2  +0.0  31.0  2.1 2.2 2.7  0.1Thour OFF  OFF  -36.16 -48.82  CRVBND   NA    10.08  102.28   FCST   
2012JUL08 004500  2.1 1008.2  +0.0  31.0  2.1 2.2 2.7  0.1Thour OFF  OFF  -35.36 -49.66  CRVBND   NA    10.11  102.39   FCST   
2012JUL08 011500  2.1 1008.2  +0.0  31.0  2.1 2.2 2.7  0.1Thour OFF  OFF  -35.16 -50.72  CRVBND   NA    10.13  102.49   FCST   
2012JUL08 014500  2.1 1008.2  +0.0  31.0  2.1 2.3 2.7  0.1Thour OFF  OFF  -33.76 -51.71  CRVBND   NA    10.16  102.60   FCST   
2012JUL08 021500  2.2 1007.4  +0.0  32.0  2.2 2.3 2.7  0.1Thour OFF  OFF  -34.46 -52.36  CRVBND   NA    10.19  102.70   FCST   
2012JUL08 024500  2.2 1007.4  +0.0  32.0  2.2 2.3 2.7  0.1Thour OFF  OFF  -34.96 -53.36  CRVBND   NA    10.22  102.81   FCST   
2012JUL08 031500  2.2 1007.4  +0.0  32.0  2.2 2.3 4.0  0.1Thour OFF  OFF  -52.66 -57.42  CRVBND   NA    10.72  103.26   FCST   
2012JUL08 034500  2.3 1006.6  +0.0  33.0  2.3 2.6 3.2  0.5Thour OFF  OFF  -52.36 -58.12  CRVBND   NA    10.75  103.37   FCST   
2012JUL08 041500  2.3 1006.6  +0.0  33.0  2.3 2.7 3.7  0.7T6hr  OFF  OFF  -53.26 -58.35  CRVBND   NA    10.79  103.48   FCST   
2012JUL08 044500  2.4 1005.8  +0.0  34.0  2.4 2.7 3.7  0.7T6hr  OFF  OFF  -56.56 -58.26  CRVBND   NA    10.82  103.59   FCST   
2012JUL08 051500  2.5 1005.0  +0.0  35.0  2.5 2.7 3.7  0.7T6hr  OFF  OFF  -54.26 -56.82  CRVBND   NA    10.86  103.70   FCST   
2012JUL08 054500  2.5 1005.0  +0.0  35.0  2.5 2.7 3.2  0.7T6hr  OFF  OFF  -47.86 -57.78  UNIFRM   NA    10.89  103.82   FCST   
2012JUL08 061500  2.6 1004.0  +0.0  37.0  2.6 2.8 3.5  0.7T6hr  OFF  OFF  -53.56 -59.11  CRVBND   NA    10.92  103.93   FCST   
2012JUL08 064500  2.7 1003.0  +0.0  39.0  2.7 2.8 3.7  0.7T6hr  OFF  OFF  -45.56 -59.82  CRVBND   NA    10.96  104.04   FCST   
2012JUL08 071500  2.7 1003.0  +0.0  39.0  2.7 2.8 3.7  0.7T6hr  OFF  OFF  -43.66 -59.52  CRVBND   NA    10.99  104.15   FCST   
2012JUL08 074500  2.7 1003.0  +0.0  39.0  2.7 2.8 3.5  0.7T6hr  OFF  OFF  -43.66 -58.65  CRVBND   NA    11.02  104.26   FCST   
2012JUL08 081500  2.7 1003.0  +0.0  39.0  2.7 2.9 3.2  0.7T6hr  OFF  OFF  -38.06 -57.67  CRVBND   NA    11.06  104.37   FCST   
2012JUL08 084500  2.8 1002.0  +0.0  41.0  2.8 2.9 3.5  0.7T6hr  OFF  OFF  -39.56 -58.49  CRVBND   NA    11.09  104.48   FCST   
2012JUL08 091500  2.8 1002.0  +0.0  41.0  2.8 2.9 3.7  0.7T6hr  OFF  OFF  -43.66 -59.91  CRVBND   NA    10.72  104.66   FCST   
2012JUL08 094500  2.8 1002.0  +0.0  41.0  2.8 3.0 3.9  0.7T6hr  OFF  OFF  -42.56 -59.35  CRVBND   NA    10.76  104.77   FCST   
2012JUL08 101500  2.9 1001.0  +0.0  43.0  2.9 3.0 4.0  0.7T6hr  OFF  OFF  -35.16 -59.14  CRVBND   NA    10.81  104.89   FCST   
2012JUL08 103000  2.9 1001.0  +0.0  43.0  2.9 3.1 3.7  0.7T6hr  OFF  OFF  -31.96 -57.58  CRVBND   NA    10.83  104.95   FCST   
2012JUL08 110000  3.0 1000.0  +0.0  45.0  3.0 3.2 3.5  0.7T6hr  OFF  OFF  -38.06 -57.72  CRVBND   NA    10.87  105.06   FCST   
